Stove Type,Laser 73/730,Latitude,64.78514,Longitude,-148.034,Square Footage,1512,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,F,F,F
1543589995.0,1,0,78.75,19.94,58.81
1543590066.0,2,845,84.55,19.94,64.61
1543590488.0,1,4223,72.65,19.96,52.69
1543590751.0,2,7963,75.74,19.98,55.76
1543591202.0,1,11873,72.65,20.0,52.65
1543591386.0,2,14491,76.18,20.01,56.17
1543591823.0,1,18312,73.32,20.03,53.29
1543591997.0,2,20794,76.18,20.04,56.14
1543592434.0,1,24285,72.65,20.06,52.59
1543592656.0,2,27440,76.4,20.07,56.33
1543593141.0,1,31309,73.09,20.1,52.99
1543593360.0,2,34428,76.18,20.11,56.07
1543593858.0,1,38402,72.19,20.06,52.13
1543594081.0,2,41577,76.18,20.0,56.18
1543594602.0,1,45728,72.87,19.87,53.0
1543594819.0,2,48818,75.96,19.82,56.14
1543595315.0,1,52773,72.42,19.69,52.73
1543595521.0,2,55705,75.74,19.64,56.1
1543596042.0,1,59863,73.09,19.51,53.58
1543596245.0,2,62750,75.96,19.46,56.5
1543596770.0,1,66941,73.09,19.33,53.76
1543596988.0,2,70044,76.83,19.27,57.56
1543597606.0,1,74971,73.09,19.12,53.97
1543597808.0,2,77847,75.96,19.07,56.89
1543598387.0,1,82467,73.32,18.92,54.4
1543598613.0,2,85673,76.4,18.87,57.53
1543599326.0,1,91587,72.87,18.69,54.18
1543599498.0,2,94038,75.96,18.65,57.31
1543600105.0,1,98882,72.87,18.49,54.38
1543600308.0,2,101773,75.74,18.44,57.3
1543600829.0,1,105927,72.19,18.31,53.88
1543601029.0,2,108774,76.18,18.24,57.94
1543601536.0,1,112818,72.87,18.06,54.81
1543601733.0,2,115624,77.26,17.99,59.27
1543602302.0,1,120162,72.87,17.79,55.08
1543602512.0,2,123153,76.4,17.72,58.68
1543603046.0,1,127413,72.42,17.53,54.89
1543603242.0,2,130203,76.18,17.47,58.71
1543603788.0,1,134550,73.09,17.27,55.82
1543603988.0,2,137409,76.18,17.2,58.98
1543604520.0,1,141653,72.42,16.99,55.43
1543604728.0,2,144604,76.83,16.88,59.95
1543605289.0,1,149079,72.87,16.57,56.3
1543605490.0,2,151941,75.74,16.46,59.28
1543606007.0,1,156065,73.09,16.18,56.91
1543606196.0,2,158756,75.08,16.07,59.01
1543606706.0,1,162825,73.09,15.79,57.3
1543606904.0,2,165643,76.4,15.68,60.72
1543607476.0,1,170203,72.87,15.37,57.5
1543607687.0,4,173209,75.96,15.25,60.71
1543607744.0,2,173660,75.74,15.22,60.52
1543608296.0,1,178067,72.87,14.81,58.06
1543608437.0,0,180061,71.74,14.69,57.05
1543612893.0,1,271457,79.81,11.13,68.68
1543612949.0,4,271756,80.23,11.1,69.13
1543613144.0,1,271756,69.21,10.99,58.22
1543613753.0,0,280479,67.57,10.66,56.91
1543615745.0,1,321329,80.44,9.56,70.88
1543615819.0,4,321806,89.15,9.52,79.63
1543618659.0,1,321935,69.21,7.96,61.25
1543619266.0,0,330636,67.33,7.44,59.89
1543620129.0,1,348337,80.23,6.62,73.61
1543620185.0,4,348934,84.35,6.56,77.79
1543622556.0,1,350156,73.98,4.36,69.62
1543622758.0,2,352224,77.26,4.23,73.03
1543622880.0,4,353195,78.54,4.15,74.39
1543623970.0,1,353197,72.87,3.44,69.43
1543624286.0,2,356496,77.04,3.23,73.81
1543625194.0,4,363738,77.04,2.64,74.4
1543626242.0,1,363740,72.65,2.02,70.63
1543626558.0,2,367034,76.4,1.9,74.5
1543627872.0,4,377310,76.83,1.37,75.46
1543628886.0,1,377858,72.65,0.97,71.68
1543629154.0,4,380607,76.61,0.86,75.75
1543629211.0,2,381059,77.47,0.84,76.63
1543630618.0,4,392282,76.83,0.83,76.0
1543631560.0,1,392285,72.87,0.97,71.9
1543631875.0,4,395585,77.04,1.02,76.02
1543631946.0,2,396150,76.4,1.03,75.37
1543633592.0,4,409280,76.61,1.22,75.39
1543634550.0,1,409280,73.98,1.22,72.76
1543634866.0,2,412572,75.96,1.22,74.74
1543637310.0,4,432068,77.26,1.17,76.09
1543638349.0,1,432735,72.65,1.07,71.58
1543638606.0,4,435368,76.61,1.04,75.57
1543638662.0,2,435819,77.9,1.03,76.87
