Stove Type,Laser 730,Latitude,64.92216,Longitude,-147.931,Square Footage,1264,
Timestamp of each PUMA device reading,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",F,F,F
1543923885.0,70,10,59
1543924084.0,70,10,60
1543924441.0,71,10,60
1543924741.0,70,10,59
1543925041.0,70,10,60
1543925341.0,69,10,59
1543925640.0,70,10,60
1543925940.0,69,10,59
1543926240.0,69,10,59
1543926540.0,68,10,58
1543926840.0,68,10,58
1543927139.0,68,9,58
1543927439.0,68,9,58
1543927739.0,68,9,59
1543927796.0,68,9,59
1543928127.0,69,9,59
1543928484.0,70,9,60
1543928784.0,70,9,60
1543929084.0,71,9,61
1543929383.0,71,9,61
1543929683.0,71,9,61
1543929983.0,70,9,61
1543930282.0,71,9,61
1543930582.0,71,9,61
1543930882.0,71,9,62
1543931181.0,71,9,62
1543931481.0,71,9,62
1543931780.0,71,9,62
1543931903.0,72,9,63
1543932260.0,71,9,62
1543932559.0,71,9,62
1543932859.0,70,8,61
1543933159.0,69,8,61
1543933459.0,70,8,61
1543933758.0,70,8,61
1543934058.0,69,8,61
1543934358.0,69,8,61
1543934657.0,69,7,61
1543934957.0,69,7,61
1543935257.0,69,7,61
1543935557.0,68,7,61
1543935857.0,68,7,61
1543936097.0,68,7,60
1543936428.0,69,7,62
1543936485.0,70,7,63
1543936841.0,70,7,63
1543937141.0,70,7,63
1543937441.0,70,6,63
1543937740.0,70,6,63
1543938040.0,70,6,64
1543938340.0,70,6,64
1543938640.0,71,6,64
1543938939.0,71,6,64
1543939239.0,71,6,64
1543939539.0,72,6,65
1543939838.0,71,6,65
1543940116.0,70,6,63
1543940473.0,72,6,65
1543940772.0,70,6,63
1543941072.0,70,7,63
1543941372.0,70,7,63
1543941672.0,70,7,62
1543941972.0,70,7,63
1543942272.0,70,7,63
1543942572.0,69,7,62
1543942872.0,69,7,62
1543943172.0,70,7,62
1543943472.0,70,7,62
1543943772.0,69,7,61
1543944071.0,69,7,62
1543944371.0,69,7,61
1543944671.0,69,7,61
1543944971.0,69,7,61
1543945271.0,69,7,61
1543945570.0,69,7,61
1543945870.0,68,7,60
1543946170.0,69,7,62
1543946469.0,68,7,60
1543946649.0,68,7,60
1543946983.0,69,7,62
1543947040.0,70,7,63
1543947395.0,70,7,62
1543947695.0,72,7,64
1543947995.0,71,7,64
1543948294.0,71,6,64
1543948517.0,71,6,64
1543948874.0,71,6,64
1543949174.0,71,6,64
1543949473.0,70,6,64
1543949773.0,71,6,64
1543950073.0,71,6,64
1543950373.0,70,6,63
1543950673.0,70,6,64
1543950972.0,70,6,64
1543951273.0,70,6,63
1543951572.0,70,6,64
1543951872.0,70,6,64
1543952172.0,70,6,63
1543952471.0,70,6,64
1543952771.0,70,6,63
1543953071.0,70,6,63
1543953371.0,71,6,64
1543953680.0,70,6,63
1543953980.0,69,6,63
1543954280.0,70,6,63
1543954580.0,70,6,63
1543954879.0,70,6,64
1543955179.0,70,6,63
1543955479.0,69,6,63
1543955778.0,70,5,64
1543956078.0,70,5,64
1543956378.0,70,5,64
1543956678.0,70,5,64
1543956978.0,69,5,64
1543957278.0,69,5,64
1543957577.0,69,5,64
1543957877.0,69,5,63
1543958177.0,68,5,63
1543958477.0,69,5,63
1543958777.0,68,5,63
1543959077.0,68,5,62
1543959376.0,68,5,63
1543959676.0,68,5,62
1543959976.0,69,5,63
1543960276.0,69,5,63
1543960567.0,68,6,62
1543960890.0,70,6,64
1543960947.0,70,6,64
1543961303.0,70,6,64
1543961603.0,71,6,65
1543961903.0,70,6,64
1543962203.0,72,6,66
1543962502.0,71,6,65
1543962802.0,71,6,65
1543962924.0,72,6,65
1543963280.0,71,6,65
1543963580.0,70,6,64
1543963880.0,70,6,64
1543964180.0,70,6,64
1543964480.0,70,6,63
1543964780.0,70,6,63
1543965080.0,70,6,63
1543965380.0,69,7,62
1543965679.0,69,7,62
1543965979.0,69,7,61
1543966279.0,69,7,61
1543966579.0,68,7,61
1543966878.0,68,7,61
1543967178.0,68,8,60
1543967478.0,68,8,60
1543967534.0,68,8,59
1543967855.0,70,8,61
1543968211.0,69,8,61
1543968511.0,70,9,60
1543968811.0,70,9,60
1543969111.0,71,9,61
1543969410.0,71,10,60
1543969710.0,71,10,60
1543970009.0,71,10,60
1543970309.0,71,11,60
1543970608.0,71,11,59
1543970908.0,71,11,59
1543971207.0,71,12,59
1543971507.0,71,12,59
1543971807.0,71,12,58
1543972106.0,71,13,58
1543972293.0,71,13,58
1543972649.0,71,13,58
1543972949.0,71,13,57
1543973248.0,70,13,57
1543973548.0,70,13,57
1543973847.0,70,13,56
1543974147.0,70,14,56
1543974447.0,69,14,55
1543974746.0,69,14,55
1543975046.0,69,14,55
1543975346.0,69,14,54
1543975646.0,69,14,54
1543975945.0,70,14,55
1543976246.0,69,14,54
1543976545.0,68,14,53
1543976846.0,68,15,53
1543977145.0,68,15,53
1543977374.0,68,15,53
1543977704.0,70,15,55
1543977761.0,69,15,54
