Stove Type,Laser 530,Latitude,64.91823,Longitude,-147.868,Square Footage,396,
Timestamp of each PUMA device reading,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",F,F,F
1544011095.0,70,9,61
1544011167.0,71,9,62
1544011540.0,66,9,57
1544011839.0,64,8,55
1544012139.0,63,8,54
1544012439.0,65,8,56
1544012677.0,71,8,63
1544013001.0,70,8,61
1544013373.0,69,8,61
1544013673.0,70,8,61
1544013972.0,70,8,61
1544014272.0,70,8,62
1544014572.0,70,8,62
1544014872.0,70,8,62
1544015172.0,71,8,62
1544015471.0,71,8,62
1544015771.0,71,8,62
1544016071.0,70,8,61
1544016371.0,70,9,61
1544016671.0,71,9,62
1544016954.0,71,9,61
1544017311.0,71,9,61
1544017610.0,74,9,64
1544017910.0,73,9,63
1544018209.0,71,10,61
1544018427.0,71,10,61
1544018747.0,69,10,59
1544018820.0,70,10,60
1544019191.0,69,10,58
1544019491.0,70,10,59
1544019791.0,70,11,59
1544019863.0,70,11,59
1544020236.0,73,11,62
1544020535.0,74,11,62
1544020835.0,72,11,60
1544021044.0,70,12,58
1544021363.0,71,12,58
1544021735.0,70,12,58
1544022034.0,70,12,57
1544022334.0,70,12,57
1544022634.0,71,13,58
1544022697.0,71,13,58
1544023053.0,71,13,58
1544023352.0,74,13,60
1544023652.0,72,13,59
1544023936.0,71,13,57
1544024253.0,69,13,55
1544024325.0,68,13,55
1544024697.0,69,14,55
1544024997.0,70,14,56
1544025297.0,70,14,55
1544025596.0,70,14,55
1544025896.0,70,14,55
1544026196.0,70,14,55
1544026496.0,70,15,55
1544026796.0,70,15,55
1544027095.0,71,15,55
1544027395.0,70,15,55
1544027694.0,70,15,54
1544027994.0,71,16,54
1544028294.0,70,16,54
1544028594.0,71,16,54
1544028894.0,72,16,55
1544029193.0,71,16,54
1544029493.0,71,17,54
1544029793.0,71,17,54
1544030093.0,71,17,53
1544030283.0,71,17,54
1544030655.0,73,17,55
1544030955.0,73,17,55
1544031254.0,72,18,54
1544031554.0,71,18,52
1544031683.0,70,18,51
1544032003.0,69,18,51
1544032059.0,69,18,51
1544032415.0,70,18,51
1544032715.0,70,18,51
1544033015.0,71,19,52
1544033315.0,71,19,51
1544033614.0,70,19,51
1544033914.0,70,19,51
1544034214.0,71,19,51
1544034514.0,71,19,51
1544034814.0,71,20,51
1544035113.0,71,20,51
1544035413.0,71,20,51
1544035713.0,71,20,50
1544036013.0,71,20,51
1544036183.0,71,20,51
1544036540.0,71,20,50
1544036839.0,72,20,51
1544037139.0,71,20,50
1544037213.0,71,21,50
1544037528.0,70,21,49
1544037601.0,70,21,49
1544037973.0,70,21,49
1544038273.0,71,21,49
1544038573.0,71,21,50
1544038872.0,71,21,50
1544039172.0,71,21,49
1544039471.0,71,21,49
1544039843.0,72,21,51
1544040143.0,74,21,53
1544040442.0,73,21,51
1544040742.0,72,21,50
1544041041.0,70,21,48
1544041114.0,70,21,49
1544041403.0,70,21,48
1544041476.0,70,21,48
1544041832.0,70,21,48
1544042131.0,70,21,49
1544042431.0,71,21,49
1544042731.0,71,21,49
1544043031.0,70,21,48
1544043331.0,71,21,49
1544043630.0,70,21,48
1544043862.0,71,21,50
1544044218.0,72,22,50
1544044518.0,75,22,53
1544044817.0,73,22,51
1544045117.0,72,22,50
1544045416.0,71,22,49
1544045537.0,70,22,48
1544045859.0,69,22,47
1544045916.0,70,22,48
1544046288.0,69,22,47
1544046588.0,71,22,48
1544046887.0,71,22,48
1544047187.0,70,22,48
1544047487.0,70,22,48
1544047787.0,71,22,49
1544047881.0,71,22,48
1544048253.0,73,22,51
1544048553.0,74,22,52
1544048852.0,73,22,50
1544049152.0,71,22,49
1544049311.0,70,22,48
1544049631.0,70,22,47
1544050003.0,70,22,48
1544050303.0,70,22,48
1544050603.0,71,22,48
1544050903.0,71,22,48
1544051203.0,71,22,49
1544051503.0,71,22,49
1544051802.0,71,22,49
1544052102.0,71,22,49
1544052174.0,71,22,49
1544052546.0,73,22,51
1544052846.0,74,22,52
1544053145.0,73,22,51
1544053445.0,71,22,49
1544053744.0,70,22,48
1544053809.0,70,22,48
1544054131.0,70,22,48
1544054204.0,70,22,48
1548288226.0,74,13,61
1548288526.0,74,13,61
1548288826.0,74,13,61
1548289126.0,74,13,60
1548289426.0,74,13,60
1548289726.0,74,13,60
1548290026.0,74,13,60
1548290326.0,74,14,60
1548290627.0,74,14,59
1548290927.0,74,14,59
1548291227.0,74,14,59
1548291527.0,74,14,59
1548291827.0,74,14,59
1548292127.0,74,14,59
1548292427.0,74,15,59
1548292727.0,74,15,59
1548293027.0,74,15,59
1548293328.0,74,15,58
1548293628.0,73,15,58
1548293928.0,74,15,58
1548294228.0,74,15,58
1548294528.0,74,15,58
1548294828.0,74,16,58
1548295128.0,74,16,58
1548295428.0,74,16,58
1548295728.0,74,16,58
1548296028.0,74,16,58
1548296329.0,74,16,58
1548296629.0,74,16,57
1548296929.0,74,16,58
1548297229.0,74,16,58
1548297529.0,74,16,57
1548297829.0,74,16,57
1548298129.0,74,16,57
1548298429.0,74,16,57
1548298729.0,74,16,57
1548299030.0,74,16,57
1548299330.0,74,16,57
1548299630.0,74,16,58
1548299930.0,73,16,57
1548300230.0,74,16,58
1548300530.0,74,16,58
1548300830.0,74,15,58
1548301130.0,74,15,58
1548301430.0,74,15,58
1548301730.0,74,15,59
1548302031.0,73,15,58
1548302331.0,74,15,59
1548302631.0,74,15,59
1548302932.0,74,14,59
1548303232.0,74,14,59
1548303532.0,74,14,60
1548303832.0,74,14,60
1548304132.0,74,13,60
1548304432.0,75,13,61
1548304732.0,73,13,60
