Stove Type,Laser 56/560,Latitude,64.77877,Longitude,-148.04,Square Footage,576,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Thermistor resistance of the indoor thermistor
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Thermistor resistance (ohms)
1543578374.0,4,503,17160
1543578745.0,-1,-1,12115
1543579045.0,-1,-1,13412
1543579346.0,-1,-1,13923
1543579646.0,-1,-1,14282
1543579947.0,-1,-1,14656
1543580247.0,-1,-1,14948
1543580547.0,-1,-1,15047
1543580847.0,-1,-1,15665
1543581147.0,-1,-1,15665
1543581405.0,0,510,15881
1543581470.0,1,1327,15455
1543581731.0,4,4129,14948
1543581787.0,1,4575,14752
1543581986.0,4,6149,14467
1543582343.0,-1,-1,13664
1543582643.0,-1,-1,14191
1543582942.0,-1,-1,14467
1543583242.0,-1,-1,14656
1543583542.0,-1,-1,15047
1543583842.0,-1,-1,15559
1543584142.0,-1,-1,15665
1543584366.0,0,6153,15881
1543584431.0,1,6963,15990
1543584787.0,-1,-1,14752
1543584972.0,4,11979,14282
1543585348.0,-1,-1,13836
1543585647.0,-1,-1,14467
1543585947.0,-1,-1,14752
1543586247.0,-1,-1,14948
1543586546.0,-1,-1,15351
1543586846.0,-1,-1,15559
1543587147.0,-1,-1,15990
1543587203.0,1,12558,16101
1543587482.0,4,15557,15248
1543587538.0,1,16004,15047
1543587748.0,4,17662,14561
1543588105.0,-1,-1,14191
1543588405.0,-1,-1,14561
1543588704.0,-1,-1,14948
1543589004.0,-1,-1,15351
1543589304.0,-1,-1,15455
1543589604.0,-1,-1,15990
1543589805.0,0,17667,16101
1543589860.0,1,18364,16101
1543590216.0,-1,-1,15047
1543590385.0,4,23273,14656
1543590756.0,-1,-1,14191
1543591056.0,-1,-1,14948
1543591356.0,-1,-1,15147
1543591656.0,-1,-1,15248
1543591955.0,-1,-1,15665
1543592255.0,-1,-1,15990
1543592312.0,0,23476,15990
1543592368.0,1,24116,16213
1543592723.0,-1,-1,15147
1543592877.0,4,28867,14752
1543593234.0,-1,-1,14282
1543593533.0,-1,-1,14850
1543593834.0,-1,-1,15147
1543594133.0,-1,-1,15455
1543594434.0,-1,-1,15881
1543594716.0,0,28867,15881
1543594782.0,1,29668,16101
1543595138.0,-1,-1,15147
1543595235.0,4,33984,15047
1543595607.0,-1,-1,14752
1543595906.0,-1,-1,15248
1543596206.0,-1,-1,15351
1543596507.0,-1,-1,15559
1543596807.0,-1,-1,16101
1543597012.0,0,33986,16213
1543597082.0,1,34832,16213
1543597457.0,-1,-1,15248
1543597563.0,4,39349,15147
1543597919.0,-1,-1,14656
1543598219.0,-1,-1,15047
1543598520.0,-1,-1,15455
1543598820.0,-1,-1,15665
1543599120.0,-1,-1,16101
1543599239.0,0,39352,16327
1543599294.0,1,40039,16101
1543599559.0,4,42892,15559
1543599616.0,1,43338,15665
1543599791.0,4,44726,15351
1543600148.0,-1,-1,14656
1543600448.0,-1,-1,15147
1543600748.0,-1,-1,15455
1543601048.0,-1,-1,15990
1543601347.0,-1,-1,16213
1543601404.0,1,45221,16327
1543601686.0,4,48257,15881
1543601753.0,1,48782,15455
1543601928.0,4,50169,15248
1543602285.0,-1,-1,14752
1543602585.0,-1,-1,15351
1543602885.0,-1,-1,15665
1543603185.0,-1,-1,15990
1543603477.0,0,50169,16327
1543603533.0,1,50853,16558
1543603798.0,4,53700,15559
1543603854.0,1,54147,15559
1543604053.0,4,55721,15248
1543604410.0,-1,-1,15047
1543604710.0,-1,-1,15248
1543605010.0,-1,-1,15772
1543605310.0,-1,-1,16914
1543605559.0,0,55723,16442
1543605630.0,1,56566,16442
1543605881.0,4,59265,15881
1543605937.0,1,59711,15455
1543606127.0,4,61211,15351
1543606508.0,-1,-1,14850
1543606808.0,-1,-1,15
1543607108.0,-1,-1,15772
1543607407.0,-1,-1,16213
1543607553.0,0,61211,16327
1543607609.0,1,61896,16442
1543607965.0,-1,-1,15455
1543608131.0,4,66776,15559
1543608502.0,-1,-1,14948
1543608802.0,-1,-1,15455
1543609102.0,-1,-1,15772
1543609402.0,-1,-1,16213
1543609520.0,0,66778,16327
1543609591.0,1,67619,16558
1543609957.0,-1,-1,15455
1543610105.0,4,72395,15248
1543610476.0,-1,-1,15047
1543610775.0,-1,-1,15559
1543611075.0,-1,-1,15881
1543611375.0,-1,-1,16327
1543611491.0,0,72398,16327
1543611561.0,1,73238,16442
1543611927.0,-1,-1,15455
1543612079.0,4,78046,15147
1543612450.0,-1,-1,15047
1543612750.0,-1,-1,15455
1543613050.0,-1,-1,15881
1543613349.0,-1,-1,16213
1543613430.0,0,78047,16442
1543613501.0,1,78886,16442
1543613751.0,4,81577,16101
1543613832.0,1,82216,15665
1543614025.0,4,83742,15455
1543614396.0,-1,-1,14948
1543614696.0,-1,-1,15559
1543614995.0,-1,-1,15990
1543615295.0,-1,-1,16327
1543615380.0,0,83743,16558
1543615436.0,1,84429,16327
1543615700.0,4,87273,15990
1543615766.0,1,87799,15559
1543615978.0,4,89470,15351
1543616335.0,-1,-1,14850
1543616634.0,-1,-1,15665
1543616934.0,-1,-1,15990
1543617234.0,-1,-1,16442
1543617313.0,0,89471,16442
1543617368.0,1,90152,16558
1543617632.0,4,92989,15990
1543617703.0,1,93549,15559
1543617894.0,4,95062,15248
1543618269.0,-1,-1,15248
1543618569.0,-1,-1,15772
1543618869.0,-1,-1,15990
1543619169.0,-1,-1,16558
1543619240.0,1,95882,16558
1543619491.0,4,98581,16101
1543619548.0,1,99027,15665
1543619768.0,4,100775,15351
1543620135.0,-1,-1,15248
1543620435.0,-1,-1,15665
1543620735.0,-1,-1,16101
1543621035.0,-1,-1,16213
1543621091.0,1,101211,16213
1543621447.0,-1,-1,15665
1543621653.0,4,106471,15351
1543622019.0,-1,-1,15147
1543622319.0,-1,-1,15559
1543622620.0,-1,-1,15990
1543622912.0,0,106473,16327
1543622978.0,1,107258,16558
1543623230.0,4,109974,16101
1543623287.0,1,110421,15881
1543623507.0,4,112161,15455
1543623888.0,-1,-1,15248
1543624188.0,-1,-1,15772
1543624488.0,-1,-1,16101
1543624733.0,0,112161,16442
1543624789.0,1,112840,16794
1543625145.0,-1,-1,15665
1543625340.0,4,117945,15248
1543625707.0,-1,-1,14948
1543626007.0,-1,-1,15772
1543626307.0,-1,-1,15990
1543626531.0,0,117948,16327
1543626586.0,1,118621,16558
1543626848.0,4,121434,16101
1543626923.0,1,122026,15881
1543627125.0,4,123629,15248
1543627501.0,-1,-1,15147
1543627800.0,-1,-1,15772
1543628100.0,-1,-1,16101
1543628316.0,0,123629,16442
1543628372.0,1,124305,16558
1543628634.0,4,127126,16101
1543628691.0,1,127575,15772
1543628909.0,4,129298,15351
1543629266.0,-1,-1,14948
1543629566.0,-1,-1,15881
1543629866.0,-1,-1,16327
1543630166.0,-1,-1,16442
1543630466.0,-1,-1,16794
1543630593.0,0,129300,17036
1543630649.0,1,129926,16914
1543631004.0,-1,-1,15881
1543631238.0,4,135295,15559
1543631595.0,-1,-1,15248
1543631895.0,-1,-1,15881
1543632194.0,-1,-1,16101
1543632393.0,0,135295,16327
1543632449.0,1,135968,16327
1543632805.0,-1,-1,15665
1543633000.0,4,141070,15248
1543633357.0,-1,-1,15147
1543633657.0,-1,-1,15990
1543633957.0,-1,-1,16213
1543634123.0,0,141072,16327
1543634197.0,1,141942,16558
1543634553.0,-1,-1,15665
1543634711.0,4,146695,15351
1543635068.0,-1,-1,15147
1543635368.0,-1,-1,15990
1543635668.0,-1,-1,16327
1543635789.0,0,146697,16213
1543635855.0,1,147474,16675
1543636105.0,4,150170,15990
1543636162.0,1,150616,15665
1543636383.0,4,152364,15559
