Stove Type,M2200,Latitude,64.85657,Longitude,-147.893,Square Footage,480,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,F,F,F
1543841901.0,4,864,72.42,21.74,50.68
1543843981.0,2,914,64.92,22.24,42.68
1543844280.0,4,2502,65.65,22.31,43.34
1543844337.0,1,2966,65.65,22.32,43.33
1543844477.0,4,4119,67.09,22.36,44.73
1543856013.0,2,4122,59.34,23.34,36.0
1543856312.0,4,5711,61.42,23.36,38.06
1543856368.0,1,6174,62.43,23.36,39.07
1543856425.0,2,6569,62.69,23.36,39.33
1543856693.0,4,8124,65.16,23.39,41.77
1543856750.0,3,8389,65.65,23.39,42.26
1543857369.0,4,11271,65.89,23.46,42.43
1543863392.0,2,11271,59.34,23.38,35.96
1543863691.0,4,12861,61.42,23.37,38.05
1543863748.0,1,13324,61.93,23.38,38.55
1543863806.0,2,13795,62.94,23.39,39.55
1543864141.0,3,15738,64.43,23.44,40.99
1543864939.0,4,19450,65.4,23.56,41.84
1543866927.0,2,19454,61.93,23.86,38.07
1543867225.0,1,21044,62.94,23.91,39.03
1543867281.0,0,21563,63.93,23.92,40.01
1543869376.0,1,43438,76.18,24.44,51.74
1543869913.0,2,47834,78.33,24.58,53.75
1543874842.0,4,76344,74.87,25.18,49.69
1543888484.0,2,76346,61.42,25.47,35.95
1543888782.0,1,77937,61.93,25.52,36.41
1543888839.0,2,78335,61.67,25.5,36.17
1543889108.0,3,79894,61.42,25.38,36.04
1543889733.0,4,82803,62.69,25.1,37.59
1543894654.0,2,82947,59.87,23.56,36.31
1543894926.0,4,84393,60.9,23.52,37.38
1543894983.0,1,84857,61.42,23.51,37.91
1543895037.0,2,85216,60.64,23.5,37.14
1543895318.0,3,86844,60.9,23.46,37.44
1543896222.0,4,91052,61.16,23.33,37.83
1543900436.0,2,91053,61.67,21.73,39.94
1543900735.0,4,92643,60.64,21.34,39.3
1543900792.0,1,93106,61.16,21.27,39.89
1543900850.0,2,93587,61.42,21.2,40.22
1543901185.0,4,95524,60.64,20.76,39.88
1543901242.0,3,95790,61.16,20.69,40.47
1543902256.0,4,100494,61.67,19.37,42.3
1543906131.0,2,100494,60.9,14.62,46.28
1543906430.0,1,102087,59.6,14.26,45.34
1543906564.0,2,103182,60.9,14.1,46.8
1543906979.0,3,105525,60.64,13.69,46.95
1543908156.0,4,111002,61.42,12.87,48.55
1543909272.0,2,111006,64.43,12.09,52.34
1543909570.0,4,112594,64.67,11.88,52.79
1543909627.0,0,113117,65.65,11.84,53.81
1543910792.0,1,125290,73.09,11.44,61.65
1543911380.0,4,130102,73.09,11.64,61.45
1543930247.0,2,130102,56.12,9.58,46.54
1543930546.0,1,131694,58.02,9.54,48.48
1543930696.0,2,132926,59.6,9.52,50.08
1543931000.0,3,134686,61.93,9.47,52.46
1543931782.0,4,138327,62.43,9.35,53.08
1543936136.0,2,138329,56.12,7.36,48.76
1543936435.0,1,139922,57.75,7.27,50.48
1543936592.0,4,141207,60.13,7.22,52.91
1543936649.0,2,141536,61.16,7.21,53.95
1543936928.0,3,143155,61.93,7.12,54.81
1543937765.0,4,147052,62.18,6.87,55.31
1548437188.0,4,185145,63.69,25.33,38.36
1548437904.0,2,185180,62.43,25.66,36.77
1548437960.0,4,185415,63.19,25.68,37.51
1548438017.0,2,185644,62.94,25.71,37.23
1548438074.0,4,185874,63.44,25.73,37.71
1548438160.0,2,186202,64.67,25.77,38.9
1548438216.0,4,186458,64.18,25.8,38.38
1548438276.0,2,186790,65.16,25.82,39.34
1548438335.0,4,187016,65.16,25.85,39.31
1548438394.0,2,187230,65.65,25.88,39.77
1548438451.0,4,187426,65.4,25.9,39.5
1548438511.0,2,187628,66.13,25.93,40.2
1548438567.0,4,187809,66.13,25.96,40.17
1548438639.0,2,188022,67.09,25.99,41.1
1548438695.0,4,188153,66.61,26.01,40.6
1548443620.0,2,189353,62.94,27.18,35.76
1548443676.0,4,189599,62.43,27.18,35.25
1548443734.0,2,189848,63.19,27.19,36.0
1548443790.0,4,190086,62.94,27.19,35.75
1548443853.0,2,190336,63.44,27.19,36.25
1548443910.0,4,190562,62.69,27.2,35.49
1548443970.0,1,190938,64.67,27.2,37.47
1548444027.0,4,191306,64.43,27.2,37.23
1548444086.0,2,191645,65.16,27.2,37.96
1548444143.0,4,191890,64.92,27.21,37.71
1548444199.0,2,192128,65.65,27.21,38.44
1548444255.0,4,192360,66.37,27.21,39.16
1548444313.0,2,192577,66.13,27.22,38.91
1548444369.0,4,192785,66.61,27.22,39.39
1548444429.0,3,192986,66.61,27.22,39.39
1548444487.0,4,193144,66.37,27.22,39.15
1548444554.0,3,193318,67.33,27.23,40.1
1548444611.0,4,193453,67.33,27.23,40.1
1548444677.0,3,193577,67.33,27.23,40.1
1548444733.0,4,193684,66.85,27.24,39.61
1548444952.0,3,194018,67.33,27.25,40.08
1548445007.0,4,194097,67.33,27.25,40.08
1548449704.0,2,194503,62.69,26.99,35.7
1548449760.0,4,194748,63.44,26.98,36.46
1548449815.0,2,194986,63.44,26.98,36.46
1548449872.0,4,195236,63.19,26.97,36.22
1548449929.0,2,195479,63.44,26.97,36.47
1548449985.0,4,195720,62.69,26.96,35.73
1548450044.0,1,196066,64.18,26.95,37.23
1548450102.0,4,196450,64.43,26.94,37.49
1548450159.0,2,196775,64.43,26.94,37.49
1548450216.0,4,197032,65.16,26.93,38.23
1548450275.0,2,197282,65.89,26.92,38.97
1548450331.0,4,197521,65.89,26.91,38.98
1548450389.0,2,197753,66.61,26.9,39.71
1548450446.0,4,197966,66.37,26.89,39.48
1548450501.0,3,198156,67.09,26.88,40.21
1548450557.0,4,198311,66.61,26.88,39.73
1548450621.0,3,198483,67.33,26.87,40.46
1548450678.0,4,198630,67.57,26.86,40.71
1548450759.0,3,198809,66.85,26.85,40.0
1548450816.0,4,198926,67.33,26.84,40.49
1548450991.0,3,199213,67.33,26.81,40.52
1548451047.0,4,199301,67.33,26.8,40.53
1548455805.0,2,199750,62.94,26.75,36.19
1548455862.0,4,200004,62.43,26.76,35.67
1548455919.0,2,200254,62.43,26.77,35.66
1548455976.0,4,200498,63.19,26.78,36.41
1548456050.0,2,200809,62.94,26.79,36.15
1548456107.0,4,201062,64.43,26.8,37.63
1548456164.0,1,201438,63.69,26.8,36.89
1548456221.0,4,201815,63.93,26.81,37.12
1548456278.0,2,202102,65.16,26.82,38.34
1548456334.0,4,202353,65.4,26.83,38.57
1548456392.0,2,202602,65.65,26.84,38.81
1548456448.0,4,202842,65.65,26.85,38.8
1548456507.0,2,203076,66.61,26.86,39.75
1548456565.0,4,203292,66.13,26.86,39.27
1548456637.0,3,203522,66.85,26.88,39.97
1548456693.0,4,203685,66.61,26.88,39.73
1548456751.0,3,203844,67.09,26.89,40.2
1548456808.0,4,203997,65.89,26.9,38.99
1548456884.0,3,204189,67.33,26.91,40.42
1548456940.0,4,204303,67.33,26.92,40.41
1548457067.0,3,204511,67.09,26.94,40.15
1548457124.0,4,204601,66.85,26.95,39.9
1548462125.0,2,204999,63.19,28.11,35.08
1548462182.0,4,205252,62.94,28.11,34.83
1548462240.0,2,205503,63.44,28.11,35.33
1548462299.0,4,205760,62.43,28.11,34.32
1548462357.0,2,206001,63.44,28.12,35.32
1548462412.0,4,206227,63.69,28.12,35.57
1548462468.0,1,206586,64.43,28.12,36.31
1548462524.0,4,206950,64.18,28.13,36.05
1548462583.0,2,207282,65.65,28.13,37.52
1548462640.0,4,207530,65.65,28.13,37.52
1548462701.0,2,207793,65.16,28.14,37.02
1548462759.0,4,208025,65.89,28.14,37.75
1548462817.0,2,208251,66.61,28.14,38.47
1548462874.0,4,208467,65.89,28.14,37.75
1548462940.0,3,208666,66.13,28.15,37.98
1548462997.0,4,208819,67.33,28.15,39.18
1548463056.0,3,208966,66.85,28.15,38.7
1548463115.0,4,209107,67.09,28.16,38.93
1548463180.0,3,209239,67.09,28.16,38.93
1548463237.0,4,209348,66.85,28.16,38.69
1548467930.0,2,210145,63.19,29.63,33.56
1548467986.0,4,210395,62.69,29.65,33.04
1548468049.0,2,210667,62.18,29.66,32.52
1548468105.0,4,210898,63.69,29.66,34.03
1548468164.0,2,211140,62.94,29.66,33.28
1548468218.0,1,211362,63.93,29.66,34.27
1548468274.0,4,211741,66.13,29.66,36.47
1548468331.0,1,212105,64.43,29.66,34.77
1548468390.0,2,212389,65.4,29.66,35.74
1548468448.0,4,212652,65.16,29.66,35.5
1548468475.0,2,212774,65.4,29.66,35.74
1548468536.0,4,213033,66.37,29.66,36.71
1548468592.0,2,213268,66.61,29.66,36.95
1548468648.0,4,213487,66.13,29.66,36.47
1548468706.0,2,213690,66.13,29.66,36.47
1548468760.0,4,213877,67.09,29.66,37.43
1548468816.0,3,214034,66.61,29.66,36.95
1548468871.0,4,214179,66.85,29.66,37.19
1548468929.0,3,214324,67.09,29.66,37.43
1548468984.0,4,214448,66.85,29.66,37.19
1548469098.0,3,214641,67.57,29.66,37.91
1548469152.0,4,214733,67.57,29.66,37.91
1548473845.0,2,215393,62.43,31.79,30.64
1548473903.0,4,215650,63.44,31.85,31.59
1548473960.0,2,215889,62.94,31.9,31.04
1548474017.0,4,216133,63.44,31.96,31.48
1548474081.0,2,216395,62.69,32.02,30.67
1548474137.0,4,216622,62.69,32.07,30.62
1548474197.0,1,217001,64.18,32.13,32.05
1548474254.0,4,217368,64.18,32.18,32.0
1548474312.0,2,217672,65.89,32.24,33.65
1548474368.0,4,217918,65.89,32.29,33.6
1548474425.0,2,218159,66.85,32.34,34.51
1548474482.0,4,218395,66.61,32.4,34.21
1548474545.0,2,218634,67.33,32.46,34.87
1548474602.0,3,218818,67.09,32.51,34.58
1548474658.0,4,218974,66.85,32.57,34.28
1548474715.0,3,219127,67.57,32.62,34.95
1548474771.0,4,219279,67.09,32.67,34.42
1548474835.0,3,219422,66.85,32.73,34.12
1548474891.0,4,219543,68.04,32.79,35.25
1548474952.0,3,219652,67.33,32.84,34.49
1548475008.0,4,219751,67.33,32.9,34.43
1548484426.0,4,219751,60.9,32.18,28.72
1548484842.0,2,219913,60.13,32.18,27.95
1548484898.0,4,220160,60.64,32.18,28.46
1548484955.0,2,220412,61.16,32.18,28.98
1548485012.0,4,220660,60.64,32.18,28.46
1548485072.0,2,220914,60.9,32.18,28.72
1548485127.0,1,221209,61.42,32.18,29.24
1548485183.0,0,221679,61.67,32.18,29.49
1548485240.0,4,222161,62.18,32.18,30.0
1548485304.0,0,222656,63.44,32.18,31.26
1548485360.0,4,223077,63.69,32.18,31.51
1548485440.0,1,223637,65.4,32.18,33.22
1548485496.0,4,223895,65.65,32.18,33.47
1548485555.0,1,224156,66.61,32.18,34.43
1548485611.0,4,224392,66.13,32.18,33.95
1548485673.0,1,224565,66.37,32.18,34.19
1548485729.0,4,224708,66.37,32.18,34.19
1548491261.0,2,227436,62.94,28.65,34.29
1548491317.0,4,227637,62.94,28.59,34.35
1548491381.0,1,227960,64.43,28.51,35.92
1548491437.0,4,228273,64.43,28.45,35.98
1548491495.0,1,228573,64.92,28.38,36.54
1548491551.0,4,228782,65.4,28.32,37.08
1548491609.0,2,228973,65.89,28.25,37.64
1548491666.0,4,229160,65.89,28.18,37.71
1548491730.0,2,229360,65.89,28.11,37.78
1548491786.0,4,229519,67.09,28.05,39.04
1548496540.0,2,230864,62.69,26.42,36.27
1548496597.0,4,231108,63.19,26.42,36.77
1548496654.0,2,231343,63.19,26.42,36.77
1548496711.0,4,231579,62.43,26.42,36.01
1548496768.0,2,231811,63.44,26.42,37.02
1548496826.0,4,232035,62.94,26.41,36.53
1548496884.0,1,232387,64.43,26.39,38.04
1548496941.0,4,232740,65.16,26.36,38.8
1548497003.0,1,233090,65.16,26.34,38.82
1548497059.0,4,233334,65.16,26.32,38.84
1548497122.0,2,233577,66.13,26.29,39.84
1548497178.0,4,233785,65.4,26.27,39.13
1548497241.0,2,234007,66.37,26.24,40.13
1548497297.0,4,234204,66.13,26.22,39.91
1548497371.0,3,234424,66.85,26.19,40.66
1548497427.0,4,234558,67.33,26.17,41.16
1548497484.0,3,234652,66.85,26.15,40.7
1548497541.0,4,234752,67.09,26.12,40.97
1548497603.0,3,234864,66.61,26.1,40.51
1548497658.0,4,234946,67.33,26.08,41.25
1548501723.0,2,235560,62.18,24.38,37.8
1548501780.0,4,235795,62.94,24.36,38.58
1548501839.0,2,236038,63.19,24.33,38.86
1548501896.0,4,236271,63.44,24.31,39.13
1548502003.0,2,236694,63.44,24.26,39.18
1548502060.0,4,237020,63.93,24.23,39.7
1548502119.0,1,237383,64.67,24.21,40.46
1548502176.0,4,237714,64.92,24.18,40.74
1548502232.0,2,237965,65.4,24.16,41.24
1548502287.0,4,238177,65.89,24.13,41.76
1548502345.0,2,238397,66.13,24.1,42.03
1548502401.0,4,238604,65.65,24.08,41.57
1548502459.0,2,238807,65.89,24.05,41.84
1548502515.0,4,239000,66.61,24.03,42.58
1548502573.0,3,239153,66.61,24.0,42.61
1548502630.0,4,239298,67.33,23.98,43.35
1548502690.0,3,239427,66.61,23.95,42.66
1548502747.0,4,239531,67.09,23.92,43.17
1548502934.0,3,239835,67.57,23.84,43.73
1548502991.0,4,239927,67.33,23.81,43.52
1548506937.0,2,241047,62.69,22.77,39.92
1548506994.0,4,241286,63.19,22.76,40.43
1548507052.0,2,241526,63.19,22.75,40.44
1548507108.0,4,241758,62.43,22.74,39.69
1548507168.0,2,241998,63.19,22.73,40.46
1548507240.0,4,242303,63.93,22.71,41.22
1548507298.0,1,242661,64.67,22.7,41.97
1548507355.0,4,243003,64.67,22.69,41.98
1548507413.0,2,243323,64.92,22.68,42.24
1548507469.0,4,243551,64.92,22.67,42.25
1548507532.0,2,243786,66.61,22.65,43.96
1548507589.0,4,243994,66.13,22.64,43.49
