Stove type: M422,,Latitude of the PUMA device location,[64.8601],Longitude of the PUMA device location,[-147.895],,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PUMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Number of clicks,US gallons,US gallons per hour,F,F,F
1544032340.0,1,360,0,0.0,0.0,73.32,18.76,54.56
1544032402.0,0,871,511,0.0022254049999999997,0.12921706451612902,82.72,18.8,63.92
1544032512.0,4,2017,1146,0.00499083,0.16333625454545453,70.37,18.87,51.5
1544032568.0,3,2272,255,0.001110525,0.07139089285714285,66.61,18.9,47.71
1544032941.0,-1,-1,0,0.0,0.0,64.43,19.11,45.32
1544033241.0,-1,-1,0,0.0,0.0,63.93,19.26,44.67
1544033541.0,-1,-1,0,0.0,0.0,63.93,19.41,44.52
1544033841.0,-1,-1,0,0.0,0.0,64.18,19.56,44.62
1544034141.0,-1,-1,0,0.0,0.0,64.18,19.71,44.47
1544034441.0,-1,-1,0,0.0,0.0,64.43,19.86,44.57
1544034741.0,-1,-1,0,0.0,0.0,64.92,20.01,44.91
1544035041.0,-1,-1,0,0.0,0.0,65.16,20.16,45.0
1544035341.0,-1,-1,0,0.0,0.0,65.16,20.31,44.85
1544035641.0,-1,-1,0,0.0,0.0,64.92,20.46,44.46
1544035941.0,-1,-1,0,0.0,0.0,65.4,20.61,44.79
1544036241.0,-1,-1,0,0.0,0.0,65.89,20.76,45.13
1544036541.0,-1,-1,0,0.0,0.0,65.16,20.87,44.29
1544036841.0,-1,-1,0,0.0,0.0,65.4,20.93,44.47
1544037141.0,-1,-1,0,0.0,0.0,66.37,20.99,45.38
1544037441.0,-1,-1,0,0.0,0.0,66.37,21.05,45.32
1544037741.0,-1,-1,0,0.0,0.0,66.13,21.11,45.02
1544038041.0,-1,-1,0,0.0,0.0,66.13,21.17,44.96
1544038341.0,-1,-1,0,0.0,0.0,66.85,21.23,45.62
1544038641.0,-1,-1,0,0.0,0.0,66.61,21.29,45.32
1544038941.0,-1,-1,0,0.0,0.0,66.85,21.35,45.5
1544039241.0,-1,-1,0,0.0,0.0,67.8,21.41,46.39
1544039541.0,-1,-1,0,0.0,0.0,66.85,21.47,45.38
1544039841.0,-1,-1,0,0.0,0.0,67.33,21.53,45.8
1544040141.0,-1,-1,0,0.0,0.0,67.57,21.57,46.0
1544040441.0,-1,-1,0,0.0,0.0,67.09,21.6,45.49
1544040741.0,-1,-1,0,0.0,0.0,68.28,21.63,46.65
1544041041.0,-1,-1,0,0.0,0.0,67.33,21.66,45.67
1544041341.0,-1,-1,0,0.0,0.0,68.28,21.69,46.59
1544041640.0,-1,-1,0,0.0,0.0,67.8,21.72,46.08
1544041940.0,-1,-1,0,0.0,0.0,67.8,21.75,46.05
1544042240.0,-1,-1,0,0.0,0.0,68.04,21.78,46.26
1544042540.0,-1,-1,0,0.0,0.0,68.75,21.81,46.94
1544042840.0,-1,-1,0,0.0,0.0,68.04,21.84,46.2
1544043140.0,-1,-1,0,0.0,0.0,68.28,21.87,46.41
1544043439.0,-1,-1,0,0.0,0.0,68.75,21.9,46.85
1544043739.0,-1,-1,0,0.0,0.0,68.75,21.94,46.81
1544044040.0,-1,-1,0,0.0,0.0,68.98,21.99,46.99
1544044340.0,-1,-1,0,0.0,0.0,68.98,22.03,46.95
1544044640.0,-1,-1,0,0.0,0.0,68.75,22.08,46.67
1544044940.0,-1,-1,0,0.0,0.0,68.98,22.12,46.86
1544045240.0,-1,-1,0,0.0,0.0,69.21,22.17,47.04
1544045540.0,-1,-1,0,0.0,0.0,68.98,22.21,46.77
1544045840.0,-1,-1,0,0.0,0.0,69.91,22.26,47.65
1544046140.0,-1,-1,0,0.0,0.0,69.68,22.3,47.38
1544046440.0,-1,-1,0,0.0,0.0,69.91,22.35,47.56
1544046739.0,-1,-1,0,0.0,0.0,70.37,22.39,47.98
1544047039.0,-1,-1,0,0.0,0.0,70.14,22.44,47.7
1544047339.0,-1,-1,0,0.0,0.0,70.83,22.45,48.38
1544047639.0,-1,-1,0,0.0,0.0,70.83,22.44,48.39
1544047938.0,-1,-1,0,0.0,0.0,70.6,22.42,48.18
1544048237.0,-1,-1,0,0.0,0.0,70.83,22.41,48.42
1544048537.0,-1,-1,0,0.0,0.0,71.29,22.39,48.9
1544048836.0,-1,-1,0,0.0,0.0,71.29,22.38,48.91
1544049135.0,-1,-1,0,0.0,0.0,71.52,22.36,49.16
1544049434.0,-1,-1,0,0.0,0.0,70.83,22.35,48.48
1544049733.0,-1,-1,0,0.0,0.0,71.06,22.33,48.73
1544050033.0,-1,-1,0,0.0,0.0,71.29,22.32,48.97
1544050089.0,4,80817,78545,0.342063475,21.98979482142857,71.74,22.32,49.42
1544050461.0,-1,-1,0,0.0,0.0,71.06,22.3,48.76
1544050761.0,-1,-1,0,0.0,0.0,70.14,22.28,47.86
1544051060.0,-1,-1,0,0.0,0.0,69.68,22.27,47.41
1544051360.0,-1,-1,0,0.0,0.0,69.21,22.25,46.96
1544051659.0,-1,-1,0,0.0,0.0,68.04,22.24,45.8
1544051959.0,-1,-1,0,0.0,0.0,67.57,22.22,45.35
1544052258.0,-1,-1,0,0.0,0.0,67.57,22.21,45.36
1544052557.0,-1,-1,0,0.0,0.0,67.09,22.19,44.9
1544052857.0,-1,-1,0,0.0,0.0,66.61,22.18,44.43
1544053157.0,-1,-1,0,0.0,0.0,66.61,22.16,44.45
1544053456.0,-1,-1,0,0.0,0.0,66.61,22.15,44.46
1544053757.0,-1,-1,0,0.0,0.0,65.89,22.13,43.76
1544054056.0,-1,-1,0,0.0,0.0,65.89,22.12,43.77
1544054356.0,-1,-1,0,0.0,0.0,65.16,22.1,43.06
1544054656.0,-1,-1,0,0.0,0.0,64.67,22.0,42.67
1544054956.0,-1,-1,0,0.0,0.0,63.93,21.88,42.05
1544055255.0,-1,-1,0,0.0,0.0,64.43,21.76,42.67
1544055555.0,-1,-1,0,0.0,0.0,63.69,21.64,42.05
1544055855.0,-1,-1,0,0.0,0.0,63.69,21.52,42.17
1544056155.0,-1,-1,0,0.0,0.0,62.94,21.4,41.54
1544056455.0,-1,-1,0,0.0,0.0,63.19,21.28,41.91
1544056755.0,-1,-1,0,0.0,0.0,63.19,21.16,42.03
1544057054.0,-1,-1,0,0.0,0.0,62.94,21.04,41.9
1544057354.0,-1,-1,0,0.0,0.0,62.43,20.92,41.51
1544057654.0,-1,-1,0,0.0,0.0,62.18,20.8,41.38
1544057954.0,-1,-1,0,0.0,0.0,62.43,20.68,41.75
1544061625.0,-1,-1,0,0.0,0.0,60.13,19.03,41.1
1544061925.0,-1,-1,0,0.0,0.0,60.13,18.89,41.24
1544062224.0,-1,-1,0,0.0,0.0,59.34,18.76,40.58
1544062524.0,-1,-1,0,0.0,0.0,59.6,18.62,40.98
1544062824.0,-1,-1,0,0.0,0.0,59.87,18.49,41.38
1544063123.0,-1,-1,0,0.0,0.0,59.6,18.35,41.25
1544063424.0,-1,-1,0,0.0,0.0,59.87,18.22,41.65
1544063723.0,-1,-1,0,0.0,0.0,58.55,18.08,40.47
1544064023.0,-1,-1,0,0.0,0.0,59.08,17.95,41.13
1544064323.0,-1,-1,0,0.0,0.0,58.82,17.81,41.01
1544064623.0,-1,-1,0,0.0,0.0,58.82,17.68,41.14
1544064922.0,-1,-1,0,0.0,0.0,59.08,17.55,41.53
