Stove Type,Laser 73/730,Latitude,64.81606,Longitude,-148.002,Square Footage,1360,
Timestamp of each PUMA device reading,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",F,F,F
1543660008.0,81,7,74
1543660308.0,74,7,67
1543660608.0,73,7,65
1543660907.0,72,8,64
1543661207.0,73,8,65
1543661507.0,73,8,65
1543661807.0,72,8,63
1543662106.0,71,8,63
1543662406.0,73,8,64
1543662706.0,73,8,64
1543663005.0,74,9,65
1543663305.0,74,9,64
1543663605.0,73,9,64
1543663904.0,72,9,63
1543664204.0,73,9,63
1543664504.0,73,9,63
1543664804.0,73,10,63
1543665104.0,73,10,63
1543665403.0,73,10,63
1543665703.0,74,10,64
1543666003.0,74,10,63
1543666302.0,73,10,63
1543666602.0,74,10,64
1543666902.0,73,10,62
1543667202.0,72,10,62
1543667501.0,74,10,64
1543667801.0,73,10,63
1543668101.0,72,10,62
1543668400.0,73,10,63
1543668700.0,74,9,64
1543669000.0,74,9,64
1543669300.0,74,9,64
1543669600.0,73,9,64
1543669899.0,74,9,64
1543670199.0,74,9,65
1543670499.0,74,9,65
1543670799.0,74,9,65
1543671099.0,74,9,65
1543671398.0,74,9,65
1543671698.0,75,9,65
1543671998.0,73,9,64
1543672298.0,73,9,64
1543672598.0,74,9,65
1543672898.0,73,9,64
1543673197.0,75,9,65
1543673497.0,75,9,65
1543673797.0,73,10,63
1543674097.0,73,10,63
1543674397.0,74,10,63
1543674696.0,73,10,63
1543674996.0,74,11,62
1543675296.0,75,11,63
1543675595.0,73,11,61
1543675895.0,74,12,62
1543676195.0,73,12,61
1543676495.0,74,12,61
1543676795.0,73,13,60
1543677094.0,75,13,61
1543677394.0,75,13,61
1543677694.0,73,13,60
1543677994.0,74,13,60
1543678293.0,74,14,60
1543678593.0,74,14,59
1543678893.0,74,14,59
1543679192.0,75,14,60
1543679492.0,75,15,60
1543679791.0,75,15,60
1543680091.0,74,15,59
1543680391.0,74,15,58
1543680691.0,74,15,58
1543680990.0,75,16,59
1543681290.0,75,16,58
1543681590.0,74,16,58
1543681890.0,75,16,58
1543682190.0,74,17,57
1543682490.0,75,17,57
1543682789.0,75,17,57
1543683089.0,75,17,57
1543683389.0,75,17,57
1543683688.0,75,18,57
1543683988.0,74,18,56
1543684288.0,74,18,55
1543684587.0,73,18,55
1543684887.0,73,18,55
1543685187.0,73,18,55
1543685487.0,75,18,57
1543685786.0,75,18,57
1543686086.0,75,18,57
1543686386.0,74,18,56
1543686686.0,74,18,56
1543686985.0,75,18,57
1543687285.0,75,18,56
1543687585.0,73,18,55
1543687885.0,75,18,56
1543688184.0,75,19,56
1543688484.0,75,19,55
1543688784.0,75,19,56
1543689083.0,75,19,55
1543689383.0,74,19,54
1543689682.0,75,19,55
1543689982.0,74,19,55
1543690282.0,74,19,54
1543690581.0,74,19,54
1543690881.0,76,19,56
1543691181.0,75,19,55
1543691480.0,75,19,55
1543691779.0,74,19,54
1543692079.0,75,19,55
1543692378.0,74,19,54
1543692678.0,75,19,55
1543692977.0,75,19,55
1543693277.0,74,19,54
1543693576.0,74,19,54
1543693875.0,75,19,55
1543694175.0,75,19,55
1543694474.0,74,19,54
1543694774.0,74,19,54
1543695073.0,73,19,53
1543695372.0,75,19,55
1543695672.0,76,19,56
1543695971.0,74,19,54
1543696270.0,77,19,57
1543696570.0,76,19,56
1543696870.0,74,19,54
1543697169.0,75,19,55
1543697468.0,75,19,55
1543697768.0,74,19,54
1543698067.0,75,19,55
1543698367.0,75,19,55
1543698666.0,75,19,55
1543698965.0,76,19,56
1543699265.0,75,19,55
1543699564.0,75,19,55
1543699864.0,74,19,55
1543700164.0,74,19,55
1543700463.0,75,19,56
1543700762.0,74,19,54
1543701062.0,75,19,55
1543701361.0,75,19,56
1543701661.0,75,18,56
1543701960.0,75,18,57
1543702259.0,75,18,56
1543702559.0,75,18,57
1543702858.0,74,18,56
1543703157.0,75,17,57
1543703457.0,75,17,57
1543703756.0,76,17,58
1543704056.0,74,17,57
1543704355.0,75,16,58
1543704655.0,75,16,58
1543704954.0,74,16,58
1543705254.0,76,16,60
1543705553.0,75,16,59
1543705853.0,76,16,59
1543706152.0,75,16,59
1543706451.0,75,16,59
1543706507.0,75,16,59
1543706880.0,77,16,60
1543707180.0,75,16,59
1543707479.0,75,16,59
1543707779.0,76,16,60
1543708078.0,75,16,58
1543708379.0,73,16,57
1543708679.0,75,16,59
1543708979.0,74,16,57
1543709279.0,72,16,56
1543709579.0,73,16,57
1543709879.0,72,16,55
1543710178.0,73,16,56
1543710478.0,72,16,55
1543710563.0,72,16,55
1543710892.0,75,16,58
1543711248.0,73,16,57
1543711548.0,74,16,57
1543711848.0,73,16,57
1543712147.0,72,16,55
1543712447.0,74,16,57
1543712504.0,73,16,56
1543712876.0,72,16,56
1543713175.0,72,17,55
1543713259.0,72,17,55
1543713577.0,76,17,59
1543713650.0,75,17,58
1543714021.0,75,17,57
1543714321.0,74,17,56
1543714621.0,73,17,55
1543714920.0,74,18,56
1543715220.0,74,18,56
1543715519.0,74,18,56
1543715819.0,73,18,54
1543716119.0,73,18,54
1543716419.0,74,18,55
1543716718.0,76,19,57
1543717018.0,74,19,55
1543717317.0,74,19,54
1543717617.0,75,19,55
1543717916.0,73,19,53
1543718216.0,75,19,55
1543718515.0,73,19,54
1543718815.0,74,19,54
1543719114.0,74,19,54
1543719414.0,73,19,53
1543719713.0,73,19,53
1543720013.0,73,20,53
1543720312.0,75,20,54
1543720612.0,74,20,54
1543720911.0,74,20,53
1543721211.0,75,20,54
1543721511.0,75,20,54
1543721810.0,73,20,53
1543722110.0,75,20,54
1543722410.0,75,21,54
1543722709.0,74,21,53
1543723009.0,75,21,53
1543723308.0,75,21,53
1543723608.0,74,21,53
1543723907.0,74,20,54
1543724207.0,74,20,53
1543724506.0,74,20,54
1543724806.0,71,20,51
1543725105.0,74,19,54
1543725405.0,74,19,54
1543725704.0,73,19,54
1543726004.0,74,19,55
1543726304.0,73,18,54
1543726604.0,73,18,55
1543726903.0,74,18,56
1543727203.0,74,18,55
1543727502.0,75,18,56
1543727802.0,73,19,54
1543728102.0,74,19,55
1543728402.0,74,19,54
1543728702.0,73,20,53
1543729001.0,75,20,54
1543729300.0,74,20,54
1543729600.0,74,20,53
1543729900.0,73,21,51
1543730199.0,73,21,52
1543730499.0,74,21,52
1543730798.0,74,21,52
1543731098.0,74,22,52
1543731398.0,73,22,51
1543731697.0,72,22,50
1543731997.0,73,22,51
1543732296.0,75,22,52
1543732595.0,74,22,51
1543732895.0,74,23,51
1543733194.0,74,23,50
1543733494.0,75,23,52
1543733793.0,73,23,50
1543734092.0,75,23,51
1543734392.0,74,24,49
1543734692.0,75,25,50
1543734992.0,74,25,49
1543735292.0,74,26,48
1543735591.0,75,26,48
1543735891.0,75,27,48
1543736190.0,75,27,47
1543736490.0,75,28,46
1543736789.0,75,29,46
1543737089.0,74,29,44
1543737389.0,74,30,44
1543737688.0,73,30,43
1543737988.0,74,30,43
1543738288.0,74,30,43
1543738587.0,75,30,44
1543738887.0,75,30,44
1543739186.0,73,30,43
1543739486.0,75,30,44
1543739785.0,75,30,45
1543740084.0,75,29,45
1543740384.0,75,29,45
1543740683.0,74,29,44
1543741282.0,74,29,45
1543741581.0,74,29,44
1543741881.0,74,29,45
1543742180.0,75,29,45
1543742480.0,74,29,45
1543742779.0,75,29,45
1543743079.0,74,29,45
1543743378.0,75,28,46
1543743678.0,76,28,47
1543743977.0,76,28,47
1543744276.0,75,28,46
1543744576.0,75,28,46
1543744875.0,76,28,48
1543745174.0,75,28,47
1543745474.0,76,27,48
1543745773.0,74,27,47
1543746073.0,74,27,47
1543746292.0,75,26,48
1543746664.0,75,26,49
1543746964.0,75,26,49
1543747263.0,73,25,47
1543747562.0,74,25,48
1543747863.0,72,25,47
1543748162.0,73,24,48
1543748462.0,73,24,48
1543748762.0,72,24,48
1543749061.0,73,24,49
1543749361.0,72,23,49
1543749608.0,73,23,50
1543749937.0,75,23,52
1543750010.0,75,23,51
1543750381.0,74,22,51
1543750681.0,74,22,51
1543750981.0,73,22,50
1543751280.0,74,22,52
1543751580.0,73,21,51
1543751880.0,74,21,52
1543752180.0,73,21,52
1543752479.0,74,20,54
1543752779.0,73,20,53
1543753078.0,74,20,54
1543753378.0,73,19,53
1543753678.0,76,19,56
1543753977.0,74,19,55
1543754277.0,74,18,55
1543754577.0,74,18,55
1543754876.0,73,18,55
1543755175.0,73,17,55
1543755475.0,74,17,57
1543755775.0,75,17,57
1543756074.0,74,17,56
1543756374.0,74,17,57
1543756673.0,73,17,56
1543756973.0,73,17,56
1543757272.0,74,17,56
1543757572.0,74,17,56
1543757871.0,74,17,57
1543758171.0,74,17,56
1543758471.0,75,17,57
1543758770.0,74,17,56
1543759069.0,73,17,56
1543759369.0,75,17,57
1543759668.0,74,17,56
1543759968.0,75,17,57
1543760267.0,73,17,56
1543760567.0,74,17,57
1543760866.0,74,17,56
1543761166.0,74,17,56
1543761466.0,74,17,57
1543761765.0,74,17,57
1543762065.0,75,17,58
1543762364.0,75,17,58
1543762663.0,74,17,57
1543762963.0,75,17,58
1543763262.0,75,16,58
1543763562.0,73,16,56
1543763861.0,73,16,57
1543764161.0,75,16,58
1543764460.0,74,16,57
1543764760.0,75,16,58
1543765060.0,74,16,57
1543765359.0,75,16,58
1543765659.0,75,16,59
1543765958.0,74,16,58
1543766258.0,75,16,58
1543766557.0,75,16,58
1543766857.0,75,16,59
1543767157.0,75,16,59
1543767456.0,75,15,59
1543767755.0,74,15,58
1543768055.0,75,15,59
1543768355.0,76,15,60
1543768654.0,75,15,60
1543768954.0,74,15,59
1543769253.0,75,15,59
1543769553.0,74,14,59
1543769852.0,75,14,60
1543770152.0,76,14,61
1543770451.0,75,14,60
1543770750.0,73,14,59
1543771050.0,75,15,60
1543771349.0,75,15,60
1543771649.0,76,15,61
1543771948.0,77,15,61
1543772247.0,74,15,58
1543772547.0,75,15,60
1543772847.0,75,15,59
1543773146.0,76,15,60
1543773446.0,75,15,59
1543773745.0,75,16,59
1543774044.0,74,16,58
1543774344.0,76,16,60
1543774643.0,75,16,59
1543774942.0,74,16,58
1543775242.0,74,16,58
1543775542.0,75,16,59
1543775841.0,76,16,59
1543776141.0,75,16,58
1543776440.0,75,16,58
1543776588.0,77,16,60
1543776944.0,75,16,58
1543777244.0,74,16,57
1543777543.0,75,17,58
1543777843.0,74,17,57
1543778142.0,73,17,56
1543778442.0,74,17,57
1543778742.0,72,17,55
1543779041.0,75,17,58
1543779341.0,73,17,55
1543779640.0,72,17,54
1543779940.0,72,17,54
1543780240.0,73,17,55
1543780449.0,73,18,55
1543780778.0,75,18,57
1543781150.0,72,18,54
1543781450.0,73,18,55
1543781750.0,74,18,56
1543782050.0,74,17,56
1543782350.0,75,17,57
1543782650.0,75,17,57
1543782949.0,74,17,56
1543783249.0,73,17,55
1543783549.0,74,17,57
1543783848.0,74,17,56
1543784148.0,76,17,58
1543784448.0,75,17,57
1543784747.0,74,17,57
1543785047.0,75,17,57
1543785346.0,75,17,57
1543785646.0,75,17,57
1543785945.0,75,17,58
1543786245.0,74,17,57
1543786545.0,74,17,57
1543786844.0,75,17,57
1543787143.0,74,17,57
1543787443.0,76,17,58
1543787743.0,75,17,57
1543788042.0,73,17,56
1543788341.0,74,17,56
1543788641.0,75,17,58
1543788941.0,75,17,57
1543789240.0,76,17,58
1543789540.0,75,17,58
1543789839.0,75,17,58
1543790138.0,75,17,58
1543790438.0,76,17,59
1543790532.0,74,17,57
1543790904.0,75,17,58
1543791203.0,74,16,57
1543791503.0,73,16,57
1543791802.0,74,16,57
1543792102.0,75,16,58
1543792402.0,73,16,56
1543792701.0,73,16,56
1543793001.0,73,16,57
1543793301.0,72,16,56
1543793600.0,72,16,55
1543793900.0,73,16,57
1543794200.0,73,16,56
1543794272.0,73,16,57
1543794583.0,75,16,59
1543794955.0,73,16,56
1543795561.0,74,16,58
1543795860.0,73,16,57
1543796160.0,73,16,57
1543796459.0,74,16,58
1543796759.0,73,16,57
1543797059.0,73,16,57
1543797359.0,73,16,57
1543797659.0,74,16,58
1543797958.0,75,16,59
1543798258.0,74,16,58
1543798557.0,74,16,58
1543798857.0,74,15,58
1543798929.0,76,15,60
1543799301.0,73,15,57
1543799601.0,73,15,57
1543799673.0,74,15,58
1543799975.0,77,15,61
1543800347.0,74,15,58
1543800647.0,73,15,57
1543800947.0,75,15,59
1543801247.0,73,15,57
1543801546.0,74,15,58
1543801845.0,74,15,58
1543802145.0,75,15,59
1543802444.0,73,15,58
1543802743.0,74,15,58
1543803043.0,74,15,58
1543803342.0,75,15,60
1543803642.0,75,15,59
1543803941.0,74,15,58
1543804240.0,74,15,58
1543804540.0,74,15,58
1543804839.0,74,15,58
1543805138.0,75,15,59
1543805438.0,76,15,60
1543805737.0,74,15,58
1543806037.0,75,15,59
1543806337.0,74,15,59
1543806636.0,73,15,58
1543806935.0,73,15,58
1543807235.0,74,15,59
1543807534.0,74,14,59
1543807833.0,75,14,61
1543808133.0,75,14,60
1543808432.0,74,14,59
1543808731.0,73,14,59
1543809031.0,73,14,58
1543809330.0,74,14,60
1543809630.0,75,14,60
1543809929.0,75,14,61
1543810228.0,74,14,60
1543810528.0,75,14,60
1543810827.0,75,14,61
1543811127.0,74,14,60
1543811426.0,75,14,61
1543811726.0,74,14,60
1543812026.0,74,14,60
1543812325.0,77,14,62
1543812625.0,74,14,60
1543812924.0,75,14,61
1543813223.0,75,14,60
1543813523.0,75,14,60
1543813822.0,76,14,62
1543814121.0,74,14,59
1543814421.0,74,14,60
1543814721.0,76,14,61
1543815020.0,76,14,61
1543815319.0,75,14,61
1543815619.0,73,14,59
1543815918.0,74,14,60
1543816218.0,74,14,60
1543816517.0,74,14,60
1543816817.0,75,14,60
1543817116.0,74,14,60
1543817416.0,75,13,61
1543817716.0,75,13,61
1543818015.0,73,13,59
1543818314.0,75,13,61
1543818614.0,75,13,61
1543818913.0,74,13,61
1543819213.0,75,13,62
1543819512.0,75,13,61
1543819812.0,75,13,62
1543820111.0,75,13,62
1543820411.0,75,12,62
1543820710.0,74,13,61
1543821010.0,75,13,62
1543821309.0,73,13,60
1543821609.0,74,13,61
1543821909.0,75,13,61
1543822208.0,75,14,61
1543822508.0,75,14,61
1543822807.0,75,14,60
1543823106.0,75,14,60
1543823406.0,74,14,59
1543823705.0,74,14,59
1543824327.0,75,15,60
1543824626.0,75,15,60
1543824925.0,76,15,60
1543825225.0,75,15,59
1543825524.0,75,16,59
1543825824.0,75,16,59
1543826123.0,75,16,59
1543826422.0,76,16,59
1543826722.0,75,16,58
1543827022.0,74,17,57
1543827321.0,76,17,59
1543827621.0,75,17,58
1543827920.0,75,17,58
1543828219.0,75,17,57
1543828519.0,74,18,56
1543828818.0,75,18,56
1543829118.0,75,18,56
1543829417.0,75,18,57
1543829717.0,75,19,56
1543830016.0,75,19,55
1543830316.0,76,19,56
1543830615.0,76,19,56
1543830915.0,74,20,54
1543831215.0,75,20,55
1543831514.0,74,20,54
1543831813.0,75,20,55
1543832113.0,75,20,54
1543832413.0,77,20,56
1543832713.0,74,20,53
1543833012.0,75,20,54
1543833312.0,74,21,53
1543833611.0,75,21,54
1543833910.0,76,21,55
1543834210.0,75,21,54
1543834509.0,76,21,55
1543834809.0,76,21,54
1543835108.0,77,21,55
1543835407.0,77,21,55
1543835707.0,75,21,54
1543836006.0,75,21,54
1543836305.0,76,21,54
1543836605.0,74,21,53
1543836904.0,76,21,54
1543837204.0,75,21,53
1543837504.0,76,21,54
1543837803.0,75,21,53
1543838103.0,75,21,53
