Stove Type,Laser 56/560,Latitude,64.86369,Longitude,-147.67,Square Footage,812,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Thermistor resistance of the indoor thermistor
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Thermistor resistance (ohms)
1545053086.0,2,16,16914
1545053433.0,-1,-1,13750
1545053733.0,-1,-1,13495
1545054033.0,-1,-1,13412
1545054333.0,-1,-1,13495
1545054633.0,-1,-1,14101
1545054933.0,-1,-1,14012
1545055233.0,-1,-1,13664
1545055533.0,-1,-1,12699
1545055833.0,-1,-1,13923
1545056133.0,-1,-1,14012
1545056433.0,-1,-1,13750
1545056733.0,-1,-1,13412
1545057033.0,-1,-1,13330
1545057333.0,-1,-1,13495
1545057633.0,-1,-1,13664
1545057933.0,-1,-1,13412
1545057980.0,1,26941,15047
1545058026.0,0,27504,14191
1545058371.0,-1,-1,14101
1545058426.0,1,33831,13579
1545058772.0,-1,-1,13579
1545059072.0,-1,-1,13330
1545059371.0,-1,-1,13412
1545059420.0,2,44121,12624
1545059766.0,-1,-1,13330
1545060066.0,-1,-1,13330
1545060366.0,-1,-1,13923
1545060597.0,1,50570,14752
1545060943.0,-1,-1,13923
1545061243.0,-1,-1,12852
1545061452.0,2,59599,13008
1545061798.0,-1,-1,14561
1545061845.0,1,61782,14561
1545062189.0,-1,-1,14656
1545062489.0,-1,-1,14282
1545062789.0,-1,-1,13664
1545063088.0,-1,-1,13167
1545063388.0,-1,-1,14101
1545063432.0,2,78517,12930
1545063777.0,-1,-1,13167
1545064076.0,-1,-1,12699
1545064376.0,-1,-1,13664
1545064675.0,-1,-1,14101
1545064975.0,-1,-1,13008
1545065275.0,-1,-1,13330
1545065574.0,-1,-1,13750
1545065874.0,-1,-1,13330
1545066174.0,-1,-1,13330
1545066474.0,-1,-1,13248
1545066773.0,-1,-1,13750
1545067073.0,-1,-1,13167
1545067373.0,-1,-1,13167
1545067673.0,-1,-1,13167
1545067972.0,-1,-1,13008
1545068272.0,-1,-1,13579
1545068572.0,-1,-1,12549
1545068872.0,-1,-1,13836
1545069171.0,-1,-1,13923
1545069471.0,-1,-1,13167
1545069771.0,-1,-1,12930
1545070071.0,-1,-1,14101
1545070371.0,-1,-1,13167
1545070670.0,-1,-1,13087
1545070970.0,-1,-1,13836
1545071270.0,-1,-1,13579
1545071570.0,-1,-1,14191
1545071870.0,-1,-1,12852
