Stove Type,Laser 56/560,Latitude,64.90049,Longitude,-147.773,Square Footage,672,
Timestamp of each PUMA device reading,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",F,F,F
1543318812.0,65,9,55
1543319168.0,69,9,60
1543319468.0,65,9,56
1543319768.0,64,9,54
1543320081.0,65,9,55
1543320451.0,68,9,59
1543320751.0,71,9,62
1543320861.0,73,9,64
1543321216.0,69,9,60
1543321515.0,67,8,58
1543321815.0,67,8,58
1543322114.0,66,8,58
1543322413.0,66,8,57
1543322713.0,67,8,58
1543322798.0,67,8,58
1543322864.0,67,8,58
1543323218.0,70,8,61
1543323518.0,74,8,65
1543323622.0,73,8,64
1543323992.0,67,8,59
1543324292.0,68,8,60
1543324591.0,67,8,59
1543324890.0,68,8,59
1543325190.0,67,8,58
1543325489.0,67,8,59
1543325685.0,66,8,58
1543325741.0,67,7,59
1543326095.0,69,7,61
1543326395.0,72,7,64
1543326451.0,72,7,65
1543326811.0,68,7,61
1543327110.0,68,7,61
1543327409.0,69,7,61
1543327709.0,66,7,59
1543328008.0,67,7,59
1543328308.0,68,7,60
1543328561.0,68,7,60
1543328617.0,68,7,60
1543328973.0,70,7,62
1543329272.0,74,8,66
1543329327.0,73,8,65
1543329683.0,70,8,62
1543329982.0,68,8,60
1543330282.0,69,8,61
1543330581.0,69,8,61
1543330880.0,66,8,58
1543331180.0,67,8,59
1543331464.0,67,8,59
1543331521.0,68,8,60
1543331876.0,69,8,61
1543332175.0,73,7,65
1543332230.0,72,7,64
1543332596.0,70,7,62
1543332896.0,69,7,62
1543333196.0,67,7,59
1543333495.0,67,7,59
1543333795.0,67,7,59
1543334094.0,68,7,60
1543334394.0,68,7,60
1543334540.0,66,7,59
1543334594.0,66,7,59
1543334952.0,70,7,63
1543335243.0,73,7,66
1543335598.0,70,7,63
1543335897.0,67,7,60
1543336197.0,68,6,61
1543336496.0,68,6,61
1543336796.0,68,6,61
1543337096.0,67,6,60
1543337395.0,67,6,60
1543337695.0,67,6,60
1543337906.0,67,6,61
1543337961.0,66,6,60
1543338314.0,70,6,63
1543338614.0,72,6,65
1543338756.0,73,6,66
1543339112.0,69,6,62
1543339412.0,67,6,60
1543339711.0,68,6,61
1543340011.0,67,6,60
1543340310.0,67,6,60
1543340609.0,67,6,60
1543340692.0,66,6,59
1543340746.0,67,6,60
1543341106.0,69,7,62
1543341406.0,73,7,66
1543341469.0,72,7,65
1543341825.0,70,7,63
1543342125.0,69,7,62
1543342424.0,68,6,61
1543342724.0,67,6,60
1543343023.0,67,6,60
1543343322.0,67,6,60
1543343501.0,68,6,61
1543343557.0,66,6,60
1543343913.0,70,6,63
1543344212.0,75,6,68
1543344286.0,75,6,68
1543344640.0,71,6,65
1543344940.0,70,6,64
1543345239.0,69,6,62
1543345538.0,66,6,60
1543345838.0,68,6,62
1543346137.0,68,6,61
1543346436.0,68,6,62
1543346736.0,68,6,61
1543347035.0,67,6,60
1543347335.0,68,7,61
1543347558.0,68,7,61
1543347614.0,67,7,60
1543347970.0,70,7,63
1543348269.0,74,7,67
1543348340.0,75,7,67
1543348696.0,73,7,66
1543348996.0,72,7,64
1543349295.0,72,8,64
1543349595.0,70,8,61
1543349894.0,70,8,61
1543350193.0,70,9,61
1543350493.0,69,9,59
1543350792.0,68,10,58
1543351092.0,69,10,58
1543351391.0,70,10,59
1543351691.0,70,11,59
1543351990.0,71,11,59
1543352290.0,70,12,58
1543352589.0,70,12,58
1543352888.0,68,12,55
1543353187.0,68,12,56
1543353487.0,70,12,57
1543353786.0,69,13,56
1543354085.0,68,13,55
1543354385.0,68,13,55
1543354684.0,69,13,55
