Stove Type,M2200,Latitude,64.90272,Longitude,-147.772,Square Footage,408,
Timestamp of the clicks per interval,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,State of the stove per interval of clicks,Indoor temperature per interval,Outdoor temperature per interval,Temperature difference per interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Number of clicks,Integer units corresponding to power states; -1 indicates powered off,F,F,F,US gallons,US gallons per hour
1544116203.5,105,2,68.425,14.695,53.73,0.000457275,0.0003926043405676127
1544118459.0,1691,4,65.4,14.395,51.005,0.007364305,0.08336949056603774
1544118645.5,318,2,66.73,14.39,52.34,0.00138489,0.09064734545454546
1544118700.0,308,3,67.565,14.385,53.18,0.00134134,0.08942266666666665
1544118776.5,463,4,68.51,14.38,54.13,0.002016365,0.07332236363636363
1544120850.0,1,2,66.58,13.45,53.13,4.355e-06,3.87302371541502e-06
1544123033.0,1695,1,65.035,12.44,52.595,0.007381725,0.08356669811320754
1544123219.0,387,2,66.49,12.35,54.14,0.001685385,0.11235899999999999
1544123289.5,500,3,67.565,12.315,55.25,0.0021774999999999997,0.09010344827586206
1544123378.5,427,4,68.975,12.27,56.705,0.001859585,0.073566
1544125330.0,5,2,67.17,11.255,55.915,2.1775e-05,2.056400839454355e-05
1544127393.0,1671,4,65.04,10.165,54.875,0.007277204999999999,0.08343292356687897
1544127578.0,455,2,65.77,10.055,55.715,0.001981525,0.12738375
1544127660.0,628,4,66.965,10.005,56.96,0.00273494,0.09116466666666667
1544127741.5,256,3,68.625,9.955,58.67,0.00111488,0.07297396363636363
1544127813.0,411,4,69.56,9.915,59.645,0.0017899049999999998,0.07322338636363636
1544129662.0,2,2,67.29,9.355,57.935,8.71e-06,8.685872576177285e-06
1544131623.0,1659,4,65.28,8.845,56.435,0.007224945,0.08336475
1544131806.5,406,2,66.25,8.875,57.375,0.00176813,0.11573214545454547
1544131881.0,548,3,67.325,8.885,58.44,0.00238654,0.09139940425531914
1544131989.0,567,4,68.86,8.9,59.96,0.002469285,0.07286414754098361
1544134057.0,7,2,66.805,9.27,57.535,3.0484999999999997e-05,2.734080717488789e-05
1544136222.0,1687,1,64.665,9.665,55.0,0.007346885,0.08369868987341773
1544136434.5,894,4,65.765,9.71,56.055,0.0038933699999999997,0.12858836697247705
1544136516.5,319,2,66.85,9.725,57.125,0.0013892449999999999,0.09093239999999998
1544136571.5,300,3,68.04,9.735,58.305,0.0013065,0.08551636363636363
1544136657.0,543,4,69.095,9.75,59.345,0.002364765,0.07338925862068967
1544138213.5,3,2,67.055,9.81,57.245,1.3065e-05,1.569369369369369e-05
1544139869.0,1675,4,64.915,9.86,55.055,0.007294625,0.08363264331210192
1544140053.5,449,1,65.765,9.86,55.905,0.001955395,0.1279894909090909
1544140108.5,356,2,66.73,9.86,56.87,0.0015503799999999999,0.10147941818181817
1544140165.0,340,4,67.805,9.86,57.945,0.0014807,0.0919055172413793
1544140221.5,256,3,68.515,9.86,58.655,0.00111488,0.07297396363636363
1544140299.0,465,4,69.215,9.86,59.355,0.002025075,0.0729027
1544141772.5,2,2,67.175,10.58,56.595,8.71e-06,1.1013698630136987e-05
1544143352.0,1659,4,65.035,11.39,53.645,0.007224945,0.08336475
1544143535.5,447,2,65.765,11.5,54.265,0.0019466849999999999,0.1274193818181818
1544143625.0,720,4,67.085,11.555,55.53,0.0031355999999999997,0.09103354838709676
1544143714.0,256,3,68.51,11.605,56.905,0.00111488,0.07432533333333333
1544143779.5,357,4,69.445,11.645,57.8,0.001554735,0.07268890909090908
1544145224.5,256,2,67.17,12.625,54.545,0.00111488,0.0014267927479559188
1544146763.0,1407,1,65.16,13.675,51.485,0.006127484999999999,0.08355661363636363
1544146941.0,754,2,66.25,13.8,52.45,0.00328367,0.1284914347826087
1544147037.5,584,4,67.445,13.865,53.58,0.00254332,0.0906529900990099
1544147115.5,256,3,68.745,13.92,54.825,0.00111488,0.07297396363636363
1544147182.0,364,4,69.675,13.965,55.71,0.00158522,0.07316399999999999
1544148651.5,2,2,67.285,14.995,52.29,8.71e-06,1.095980426424327e-05
1544150239.0,1675,1,64.915,16.11,48.805,0.007294625,0.08363264331210192
1544150437.5,678,2,66.125,16.25,49.875,0.00295269,0.12806848192771086
1544150539.5,704,3,67.445,16.32,51.125,0.0030659199999999998,0.09121745454545453
1544150682.5,767,4,68.745,16.42,52.325,0.0033402849999999997,0.07287894545454546
1544152179.5,49,2,67.06,17.22,49.84,0.00021339499999999999,0.0002715524920466596
1544153746.0,1619,4,64.915,18.025,46.89,0.007050745,0.08349566447368421
1544153925.5,449,1,65.28,18.105,47.175,0.001955395,0.1279894909090909
1544153982.0,474,2,66.005,18.13,47.875,0.00206427,0.12812710344827585
1544154054.0,500,3,67.325,18.16,49.165,0.0021774999999999997,0.09115116279069767
1544154189.0,855,4,68.86,18.225,50.635,0.0037235249999999997,0.07285157608695651
1544155556.0,123,2,66.93,18.68,48.25,0.000535665,0.0007562329411764704
1544156975.5,1539,1,64.915,19.125,45.79,0.006702344999999999,0.0834894186851211
1544157160.5,666,2,66.01,19.17,46.84,0.00290043,0.128908
1544157258.5,668,3,67.325,19.195,48.13,0.0029091399999999997,0.0910687304347826
1544157398.0,763,4,68.865,19.23,49.635,0.003322865,0.07294093902439024
1544158695.5,4,2,67.06,19.525,47.535,1.742e-05,2.5796791443850267e-05
1544160067.0,1663,1,64.915,19.83,45.085,0.007242365,0.08356575000000001
1544160265.5,698,2,65.885,19.87,46.015,0.0030397899999999997,0.12874404705882353
1544160359.5,592,4,67.56,19.89,47.67,0.00257816,0.09011044660194174
1544160438.0,256,3,68.86,19.905,48.955,0.00111488,0.07432533333333333
1544160513.0,447,4,69.445,19.92,49.525,0.0019466849999999999,0.0730006875
1544161910.0,1,2,66.805,20.095,46.71,4.355e-06,5.810971089696071e-06
1544163415.5,1667,4,64.545,20.25,44.295,0.0072597849999999995,0.08349912460063896
