Stove Type,Laser 530,Latitude,64.8388,Longitude,-148.064,Square Footage,900,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Thermistor resistance of the indoor thermistor
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Thermistor resistance (ohms)
1543918706.0,4,248,11377
1543919064.0,-1,-1,11126
1543919363.0,-1,-1,11906
1543919663.0,-1,-1,12401
1543919963.0,-1,-1,12401
1543920263.0,-1,-1,12401
1543920563.0,-1,-1,12624
1543920863.0,-1,-1,13167
1543921163.0,-1,-1,12775
1543921463.0,-1,-1,12852
1543921762.0,-1,-1,12930
1543922062.0,-1,-1,12775
1543922163.0,1,249,12775
1543922497.0,2,3013,12475
1543922853.0,-1,-1,12257
1543923153.0,-1,-1,11906
1543923427.0,4,8880,11770
1543923784.0,-1,-1,12185
1543924084.0,-1,-1,12475
1543924384.0,-1,-1,12624
1543924683.0,-1,-1,12624
1544116892.0,4,38608,12401
1544116949.0,1,38620,12257
1544117259.0,4,41124,12329
1544117314.0,2,41470,12045
1544117513.0,4,42722,11975
1544117868.0,-1,-1,12115
1544118168.0,-1,-1,12185
1544118468.0,-1,-1,12329
1544118769.0,-1,-1,12115
1544119069.0,-1,-1,12401
1544119369.0,-1,-1,12257
1544119670.0,-1,-1,12549
1544119970.0,-1,-1,12624
1544120270.0,-1,-1,12775
1544120570.0,-1,-1,12699
1544120870.0,-1,-1,12624
1544121170.0,-1,-1,12852
1544121471.0,-1,-1,13008
1544121771.0,-1,-1,12852
1544121923.0,1,42727,12852
1544122257.0,2,45500,12475
1544122616.0,-1,-1,12401
1544122916.0,-1,-1,12115
1544123090.0,4,50754,12115
1544123447.0,-1,-1,12185
1544123747.0,-1,-1,12257
1544124047.0,-1,-1,12257
1544124347.0,-1,-1,12045
1544124648.0,-1,-1,12401
1544124948.0,-1,-1,12401
1544125248.0,-1,-1,12329
1544125549.0,-1,-1,12329
1544125849.0,-1,-1,12401
1544126149.0,-1,-1,12401
