Stove Type,Laser 73/730,Latitude,64.80454,Longitude,-147.449,Square Footage,576,
Timestamp of each PUMA device reading,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",F,F,F
1548414980.0,91,14,76
1548415320.0,77,14,62
1548415620.0,74,14,59
1548415921.0,72,14,57
1548416221.0,73,14,59
1548416481.0,71,14,56
1548416520.0,71,14,56
1548416860.0,75,14,60
1548417160.0,75,14,60
1548417460.0,76,15,61
1548417760.0,75,15,60
1548418061.0,77,15,62
1548418361.0,80,15,64
1548418662.0,78,15,62
1548418962.0,77,15,61
1548419256.0,80,16,64
1548419600.0,77,16,61
1548419901.0,73,16,57
1548420201.0,73,16,56
1548420502.0,72,16,55
1548420756.0,71,17,54
1548420797.0,72,17,55
1548421137.0,75,17,58
1548421437.0,74,17,56
1548421737.0,76,17,58
1548422037.0,76,17,58
1548422338.0,79,18,61
1548422445.0,79,18,61
1548422786.0,76,18,58
1548423086.0,75,18,56
1548423387.0,73,18,55
1548423687.0,72,18,53
1548423805.0,70,18,51
1548423845.0,72,18,53
1548424185.0,75,19,56
1548424485.0,75,19,56
1548424785.0,76,19,57
1548425085.0,76,19,56
1548425386.0,76,19,57
1548425686.0,76,19,56
1548425986.0,78,19,58
1548426287.0,77,19,57
1548426413.0,79,19,59
1548426754.0,76,19,56
1548427054.0,75,20,55
1548427354.0,73,20,53
1548427655.0,72,20,52
1548427886.0,71,20,51
1548427925.0,71,20,51
1548428265.0,73,20,52
1548428565.0,75,20,54
1548428865.0,75,20,54
1548429166.0,75,21,54
1548429466.0,77,21,56
1548429766.0,77,21,56
1548430067.0,77,21,55
1548430367.0,77,22,55
1548430667.0,77,22,55
1548430967.0,77,22,54
1548431268.0,78,22,55
1548431568.0,77,23,54
1548431868.0,78,23,54
1548432168.0,77,23,53
1548432468.0,78,23,54
1548432769.0,79,23,55
1548432934.0,79,23,55
1548433275.0,77,23,53
1548433575.0,74,23,50
1548433876.0,73,24,49
1548434176.0,73,24,48
1548434476.0,73,24,49
1548434657.0,71,24,47
1548434696.0,71,24,47
1548435036.0,76,24,51
1548435336.0,75,24,50
1548435636.0,76,24,51
1548435936.0,76,24,51
1548436237.0,77,24,52
1548436537.0,77,25,52
1548436837.0,78,25,52
1548437138.0,77,25,52
1548437438.0,78,25,53
1548437511.0,78,25,53
1548437852.0,77,25,52
1548438152.0,75,25,49
1548438452.0,74,25,48
1548438666.0,73,26,47
1548439007.0,71,26,45
1548439244.0,71,26,45
1548439284.0,72,26,46
1548439623.0,76,26,50
1548439923.0,75,26,49
1548440223.0,75,26,48
1548440524.0,77,26,50
1548440824.0,76,26,50
1548441124.0,78,26,51
1548441425.0,77,26,51
1548441534.0,80,26,54
1548441874.0,76,26,49
1548442174.0,74,26,47
1548442475.0,73,27,46
1548442775.0,73,27,45
1548443076.0,71,27,44
1548443116.0,71,27,44
1548443155.0,72,27,45
1548443495.0,75,27,48
1548443795.0,75,27,48
1548444095.0,76,27,48
1548444395.0,76,27,49
1548444695.0,77,27,50
1548444996.0,77,27,50
1548445296.0,78,27,51
1548445596.0,78,27,50
1548445896.0,78,27,50
1548446197.0,78,27,50
1548446781.0,76,27,49
1548447081.0,75,27,48
1548447382.0,75,27,47
1548447682.0,73,27,46
1548447983.0,73,27,45
1548448246.0,71,27,44
1548448286.0,72,27,45
1548448626.0,77,27,50
1548448926.0,74,27,47
1548449226.0,76,27,49
1548449526.0,77,27,50
1548449827.0,76,26,49
1548450127.0,78,26,51
1548450427.0,78,26,51
1548450727.0,78,26,51
1548451013.0,78,26,51
1548451355.0,77,26,50
1548451655.0,75,26,48
1548451956.0,74,26,47
1548452256.0,73,26,46
1548452556.0,73,26,46
1548452857.0,72,26,45
1548452911.0,73,26,46
1548452950.0,72,26,45
1548453290.0,73,26,47
1548453590.0,75,26,49
1548453890.0,75,26,49
1548454191.0,76,26,50
1548454491.0,77,26,51
1548454791.0,79,26,52
1548455091.0,78,26,51
1548455392.0,77,26,51
1548455692.0,78,26,51
1548455983.0,78,26,51
1548456323.0,77,26,50
1548456624.0,76,26,49
1548456924.0,73,26,46
1548457225.0,73,26,47
1548457525.0,74,27,47
