Stove Type,Laser 73/730,Latitude,64.81606,Longitude,-148.002,Square Footage,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,F,F,F
1544116855.0,4,8662,74.21,14.48,59.73
1544117001.0,1,8662,73.76,14.47,59.29
1544117321.0,2,12016,77.26,14.45,62.81
1544118335.0,4,19924,79.81,14.4,65.41
1544136449.0,1,19924,73.09,9.71,63.38
1544136769.0,2,23284,76.4,9.77,66.63
1544137584.0,4,29777,79.18,9.86,69.32
1544150923.0,1,29777,72.42,16.59,55.83
1544151244.0,2,33145,76.4,16.81,59.59
1544152785.0,4,45421,79.39,17.59,61.8
1544162705.0,1,45423,72.65,20.28,52.37
1544163025.0,4,48768,76.18,20.27,55.91
1544163081.0,2,49219,76.61,20.27,56.34
1544164155.0,4,57779,79.6,20.21,59.39
1544173664.0,1,57779,72.87,19.74,53.13
1544173985.0,4,61140,75.96,19.72,56.24
1544174041.0,2,61591,78.33,19.72,58.61
1544174872.0,4,68212,79.18,19.68,59.5
1544189445.0,1,68213,73.32,23.83,49.49
1544189764.0,4,71569,77.04,23.94,53.1
1544189821.0,2,72020,77.04,23.96,53.08
1544190323.0,4,76017,78.75,24.13,54.62
1544199066.0,1,76017,73.32,22.55,50.77
1544199385.0,4,79355,77.26,22.43,54.83
1544199442.0,2,79805,76.83,22.4,54.43
1544199870.0,4,83220,78.11,22.23,55.88
1544203445.0,4,83220,76.18,21.45,54.73
1544203590.0,1,83220,76.4,21.46,54.94
1544203869.0,4,86154,78.75,21.47,57.28
1544257652.0,1,86156,72.65,25.42,47.23
1544257973.0,4,89522,76.4,25.44,50.96
1544258030.0,2,89973,77.04,25.44,51.6
1544259582.0,4,102347,80.02,25.52,54.5
1544277537.0,1,102349,72.65,20.48,52.17
1544277859.0,2,105718,75.74,20.45,55.29
1544278914.0,4,114128,78.96,20.35,58.61
1544286314.0,1,114128,73.98,20.35,53.63
1544286634.0,2,117489,75.52,20.4,55.12
1544287547.0,4,124765,79.39,20.53,58.86
1544298469.0,1,124907,72.87,20.98,51.89
1544298780.0,4,128134,75.96,21.0,54.96
1544298837.0,2,128586,75.74,21.0,54.74
1544299999.0,4,137848,78.96,21.06,57.9
1544311631.0,1,137851,72.42,18.53,53.89
1544311951.0,2,141206,76.18,18.47,57.71
1544313012.0,4,149665,78.33,18.26,60.07
1544324927.0,1,149665,73.09,14.41,58.68
1544325247.0,2,153022,75.52,14.44,61.08
1544326597.0,4,163780,79.81,14.58,65.23
1544337692.0,1,163781,72.65,16.15,56.5
1544338012.0,2,167134,75.96,16.1,59.86
1544339324.0,4,177361,80.44,16.03,64.41
1544372656.0,1,177362,72.65,10.07,62.58
