Stove type: Laser 73/730,,Latitude of the PUMA device location,[64.90147],Longitude of the PUMA device location,[-147.72],,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PUMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Number of clicks,US gallons,US gallons per hour,F,F,F
1544357554.0,2,0,0,0.0,0.0,68.04,18.06,49.98
1544357757.0,2,0,0,0.0,0.0,69.68,18.04,51.64
1544358232.0,-1,-1,0,0.0,0.0,78.33,18.0,60.33
1544358531.0,-1,-1,0,0.0,0.0,72.65,17.97,54.68
1544358831.0,-1,-1,0,0.0,0.0,70.37,17.94,52.43
1544359130.0,-1,-1,0,0.0,0.0,70.6,17.91,52.69
1544359430.0,-1,-1,0,0.0,0.0,69.21,17.88,51.33
1544359730.0,-1,-1,0,0.0,0.0,69.45,17.85,51.6
1544360030.0,-1,-1,0,0.0,0.0,71.06,17.82,53.24
1544360329.0,-1,-1,0,0.0,0.0,70.37,17.79,52.58
1544360629.0,-1,-1,0,0.0,0.0,71.06,17.79,53.27
1544360929.0,-1,-1,0,0.0,0.0,69.68,17.81,51.87
1544361229.0,-1,-1,0,0.0,0.0,68.98,17.82,51.16
1544361528.0,-1,-1,0,0.0,0.0,68.98,17.84,51.14
1544361828.0,-1,-1,0,0.0,0.0,69.45,17.85,51.6
1544362127.0,-1,-1,0,0.0,0.0,69.21,17.87,51.34
1544362427.0,-1,-1,0,0.0,0.0,69.21,17.88,51.33
1544362726.0,-1,-1,0,0.0,0.0,68.28,17.9,50.38
1544363026.0,-1,-1,0,0.0,0.0,69.21,17.91,51.3
1544363325.0,-1,-1,0,0.0,0.0,68.51,17.93,50.58
1544363625.0,-1,-1,0,0.0,0.0,67.33,17.94,49.39
1544363924.0,-1,-1,0,0.0,0.0,68.98,17.96,51.02
1544364224.0,-1,-1,0,0.0,0.0,67.8,17.78,50.02
1544364524.0,-1,-1,0,0.0,0.0,68.28,17.54,50.74
1544364823.0,-1,-1,0,0.0,0.0,67.8,17.3,50.5
1544365123.0,-1,-1,0,0.0,0.0,68.04,17.06,50.98
1544365422.0,-1,-1,0,0.0,0.0,67.33,16.82,50.51
1544365485.0,1,643,643,0.002165624,0.12374994285714286,68.28,16.77,51.51
1544365546.0,2,1247,604,0.002034272,0.12005539672131149,68.51,16.72,51.79
1544365908.0,-1,-1,0,0.0,0.0,71.74,16.43,55.31
1544366092.0,4,5625,4378,0.014745104,0.2884911652173913,75.52,16.29,59.23
1544366454.0,-1,-1,0,0.0,0.0,72.65,16.0,56.65
1544366754.0,-1,-1,0,0.0,0.0,70.37,15.76,54.61
1544367053.0,-1,-1,0,0.0,0.0,69.68,15.52,54.16
1544367354.0,-1,-1,0,0.0,0.0,68.75,15.28,53.47
1544367653.0,-1,-1,0,0.0,0.0,68.51,15.01,53.5
1544367953.0,-1,-1,0,0.0,0.0,69.21,14.6,54.61
1544368252.0,-1,-1,0,0.0,0.0,67.09,14.2,52.89
1544368552.0,-1,-1,0,0.0,0.0,67.09,13.79,53.3
1544368851.0,-1,-1,0,0.0,0.0,67.57,13.39,54.18
1544369142.0,1,5629,4,1.3472e-05,0.0001666639175257732,67.09,13.0,54.09
1544369204.0,2,6272,643,0.002165624,0.12574590967741936,66.85,12.91,53.94
1544369348.0,1,7429,1157,0.0038967760000000002,0.0974194,69.45,12.72,56.73
1544369523.0,2,10055,2626,0.008844368,0.18194128457142858,73.32,12.48,60.84
1544369671.0,4,11244,1189,0.004004552000000001,0.09740802162162164,76.18,12.28,63.9
1544370034.0,-1,-1,0,0.0,0.0,70.83,11.79,59.04
1544370334.0,-1,-1,0,0.0,0.0,69.68,11.39,58.29
1544370634.0,-1,-1,0,0.0,0.0,68.04,10.98,57.06
1544370934.0,-1,-1,0,0.0,0.0,66.85,10.58,56.27
1544371136.0,1,11248,4,1.3472e-05,0.00024009504950495052,66.85,10.31,56.54
1544371198.0,2,11877,629,0.002118472,0.12300805161290324,67.09,10.22,56.87
1544371340.0,1,13019,1142,0.003846256,0.09751071549295776,67.57,10.21,57.36
1544371515.0,2,15648,2629,0.008854472,0.1821491382857143,71.52,10.19,61.33
1544371721.0,4,17293,1645,0.00554036,0.09682182524271846,76.18,10.17,66.01
1544372083.0,-1,-1,0,0.0,0.0,72.42,10.13,62.29
1544372383.0,-1,-1,0,0.0,0.0,70.83,10.1,60.73
1544372682.0,-1,-1,0,0.0,0.0,68.98,10.07,58.91
1544372982.0,-1,-1,0,0.0,0.0,68.51,10.04,58.47
1544373159.0,1,17296,3,1.0104e-05,0.0002055050847457627,69.21,10.02,59.19
1544373221.0,2,17923,627,0.002111736,0.12261692903225807,68.28,10.02,58.26
1544373362.0,1,19060,1137,0.0038294160000000004,0.09777232340425533,70.37,10.0,60.37
1544373537.0,2,21686,2626,0.008844368,0.18194128457142858,72.87,9.99,62.88
1544373742.0,4,23327,1641,0.005526888000000001,0.09705754536585366,77.04,9.97,67.07
1544374105.0,-1,-1,0,0.0,0.0,76.4,9.93,66.47
1544374404.0,-1,-1,0,0.0,0.0,73.09,9.9,63.19
1544374703.0,-1,-1,0,0.0,0.0,71.06,9.87,61.19
1544375003.0,-1,-1,0,0.0,0.0,71.06,9.96,61.1
1544375303.0,-1,-1,0,0.0,0.0,70.6,10.11,60.49
1544375602.0,-1,-1,0,0.0,0.0,69.21,10.26,58.95
1544375902.0,-1,-1,0,0.0,0.0,69.21,10.41,58.8
1544376054.0,1,23327,0,0.0,0.0,69.21,10.49,58.72
1544376117.0,2,23961,634,0.0021353120000000003,0.1220178285714286,69.91,10.52,59.39
1544376260.0,1,25111,1150,0.0038732000000000003,0.09750713286713288,68.98,10.59,58.39
1544376435.0,2,27736,2625,0.008841,0.18187199999999998,70.83,10.68,60.15
1544376566.0,4,28788,1052,0.003543136,0.09736862290076337,72.42,10.74,61.68
1544376928.0,-1,-1,0,0.0,0.0,72.19,10.92,61.27
1544377228.0,-1,-1,0,0.0,0.0,71.06,11.07,59.99
1544377527.0,-1,-1,0,0.0,0.0,69.21,11.22,57.99
1544377827.0,-1,-1,0,0.0,0.0,70.14,11.37,58.77
1544378126.0,-1,-1,0,0.0,0.0,69.21,11.52,57.69
1544378425.0,-1,-1,0,0.0,0.0,68.98,11.67,57.31
1544378498.0,1,28790,2,6.736e-06,0.00033218630136986303,69.91,11.71,58.2
1544378560.0,2,29424,634,0.0021353120000000003,0.12398585806451615,68.51,11.74,56.77
1544378703.0,1,30573,1149,0.003869832,0.09742234405594406,69.21,11.81,57.4
1544378878.0,2,33198,2625,0.008841,0.18187199999999998,71.06,11.9,59.16
1544379006.0,4,34226,1028,0.0034623040000000002,0.09737730000000001,72.19,11.96,60.23
1544379368.0,-1,-1,0,0.0,0.0,71.29,12.14,59.15
1544379668.0,-1,-1,0,0.0,0.0,71.52,12.29,59.23
1544379967.0,-1,-1,0,0.0,0.0,69.45,12.44,57.01
1544380266.0,-1,-1,0,0.0,0.0,68.98,12.59,56.39
1544380566.0,-1,-1,0,0.0,0.0,70.14,12.74,57.4
1544380865.0,-1,-1,0,0.0,0.0,68.75,12.89,55.86
1544380927.0,2,34696,470,0.00158296,0.0919138064516129,68.98,12.92,56.06
1544381092.0,1,36013,1317,0.0044356560000000005,0.0967779490909091,68.98,13.01,55.97
1544381267.0,2,38640,2627,0.008847736,0.18201056914285713,71.06,13.09,57.97
