Stove type: M2200,,Latitude of the PUMA device location,[64.90272],Longitude of the PUMA device location,[-147.772],,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PUMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Number of clicks,US gallons,US gallons per hour,F,F,F
1544114464.0,-1,-1,0,0.0,0.0,74.87,14.88,59.99
1544114764.0,-1,-1,0,0.0,0.0,72.87,14.79,58.08
1544115065.0,-1,-1,0,0.0,0.0,71.52,14.7,56.82
1544115365.0,-1,-1,0,0.0,0.0,69.91,14.61,55.3
1544115665.0,-1,-1,0,0.0,0.0,67.57,14.54,53.03
1544115965.0,-1,-1,0,0.0,0.0,68.04,14.52,53.52
1544116265.0,-1,-1,0,0.0,0.0,67.8,14.51,53.29
1544116566.0,-1,-1,0,0.0,0.0,66.85,14.49,52.36
1544116866.0,-1,-1,0,0.0,0.0,66.85,14.48,52.37
1544117166.0,-1,-1,0,0.0,0.0,66.37,14.46,51.91
1544117466.0,-1,-1,0,0.0,0.0,65.65,14.45,51.2
1544117767.0,-1,-1,0,0.0,0.0,65.4,14.43,50.97
1544118067.0,-1,-1,0,0.0,0.0,63.93,14.42,49.51
1544118300.0,2,257,105,0.000457275,0.00706519313304721,64.43,14.4,50.03
1544118618.0,4,1948,0,0.0,0.0,66.37,14.39,51.98
1544118673.0,2,2266,1691,0.007364305,0.48202723636363637,67.09,14.39,52.7
1544118727.0,3,2574,0,0.0,0.0,68.04,14.38,53.66
1544118826.0,4,3037,318,0.00138489,0.05035963636363636,68.98,14.38,54.6
1544119182.0,-1,-1,0,0.0,0.0,70.6,14.36,56.24
1544119482.0,-1,-1,308,0.00134134,0.01609608,69.91,14.22,55.69
1544119782.0,-1,-1,0,0.0,0.0,69.91,14.07,55.84
1544120082.0,-1,-1,463,0.002016365,0.02419638,68.75,13.92,54.83
1544120383.0,-1,-1,0,0.0,0.0,68.04,13.77,54.27
1544120683.0,-1,-1,0,0.0,0.0,67.09,13.62,53.47
1544120983.0,-1,-1,0,0.0,0.0,67.09,13.47,53.62
1544121284.0,-1,-1,0,0.0,0.0,66.61,13.32,53.29
1544121584.0,-1,-1,0,0.0,0.0,65.89,13.17,52.72
1544121884.0,-1,-1,0,0.0,0.0,65.4,13.02,52.38
1544122184.0,-1,-1,0,0.0,0.0,65.16,12.87,52.29
1544122485.0,-1,-1,0,0.0,0.0,64.92,12.72,52.2
1544122785.0,-1,-1,0,0.0,0.0,64.18,12.57,51.61
1544122874.0,2,3038,0,0.0,0.0,64.18,12.52,51.66
1544123192.0,1,4733,0,0.0,0.0,65.89,12.36,53.53
1544123246.0,2,5120,0,0.0,0.0,67.09,12.34,54.75
1544123333.0,3,5620,0,0.0,0.0,68.04,12.29,55.75
1544123424.0,4,6047,0,0.0,0.0,69.91,12.25,57.66
1544123780.0,-1,-1,1,4.355e-06,4.4039325842696625e-05,73.32,12.07,61.25
1544124080.0,-1,-1,0,0.0,0.0,73.09,11.92,61.17
1544124380.0,-1,-1,1695,0.007381725,0.08858069999999998,71.52,11.77,59.75
1544124680.0,-1,-1,0,0.0,0.0,70.37,11.62,58.75
1544124981.0,-1,-1,387,0.001685385,0.02015742857142857,69.21,11.47,57.74
1544125281.0,-1,-1,0,0.0,0.0,67.57,11.32,56.25
1544125581.0,-1,-1,500,0.0021774999999999997,0.026129999999999997,67.09,11.17,55.92
1544125881.0,-1,-1,0,0.0,0.0,66.37,11.02,55.35
1544126182.0,-1,-1,427,0.001859585,0.02224088372093023,65.89,10.87,55.02
1544126482.0,-1,-1,0,0.0,0.0,65.4,10.71,54.69
1544126782.0,-1,-1,0,0.0,0.0,64.92,10.53,54.39
1544127082.0,-1,-1,0,0.0,0.0,64.43,10.35,54.08
1544127236.0,2,6052,0,0.0,0.0,64.43,10.26,54.17
1544127550.0,4,7723,0,0.0,0.0,65.65,10.07,55.58
1544127606.0,2,8178,0,0.0,0.0,65.89,10.04,55.85
1544127714.0,4,8806,0,0.0,0.0,68.04,9.97,58.07
1544127769.0,3,9062,0,0.0,0.0,69.21,9.94,59.27
1544127857.0,4,9473,0,0.0,0.0,69.91,9.89,60.02
1544128213.0,-1,-1,0,0.0,0.0,71.29,9.67,61.62
1544128513.0,-1,-1,0,0.0,0.0,70.37,9.49,60.88
1544128813.0,-1,-1,0,0.0,0.0,68.98,9.31,59.67
1544129113.0,-1,-1,0,0.0,0.0,67.57,9.13,58.44
1544129414.0,-1,-1,5,2.1775e-05,0.00026043189368770765,67.09,8.95,58.14
1544129714.0,-1,-1,0,0.0,0.0,66.37,8.77,57.6
1544130014.0,-1,-1,1671,0.007277204999999999,0.08732646,65.89,8.6,57.29
1544130314.0,-1,-1,0,0.0,0.0,66.13,8.65,57.48
1544130615.0,-1,-1,455,0.001981525,0.023699302325581394,65.89,8.69,57.2
1544130915.0,-1,-1,0,0.0,0.0,65.89,8.74,57.15
1544131215.0,-1,-1,628,0.00273494,0.03281928,64.92,8.78,56.14
1544131467.0,2,9475,0,0.0,0.0,64.67,8.82,55.85
1544131779.0,4,11134,256,0.00111488,0.012863999999999999,65.89,8.87,57.02
1544131834.0,2,11540,0,0.0,0.0,66.61,8.88,57.73
1544131928.0,3,12088,411,0.0017899049999999998,0.06854955319148935,68.04,8.89,59.15
1544132050.0,4,12655,0,0.0,0.0,69.68,8.91,60.77
1544132405.0,-1,-1,0,0.0,0.0,74.21,8.96,65.25
1544132705.0,-1,-1,0,0.0,0.0,73.54,9.01,64.53
1544133006.0,-1,-1,0,0.0,0.0,71.52,9.05,62.47
1544133306.0,-1,-1,0,0.0,0.0,70.6,9.1,61.5
1544133606.0,-1,-1,0,0.0,0.0,68.98,9.14,59.84
1544133906.0,-1,-1,0,0.0,0.0,68.28,9.2,59.08
1544134207.0,-1,-1,0,0.0,0.0,67.33,9.26,58.07
1544134507.0,-1,-1,0,0.0,0.0,66.61,9.32,57.29
1544134807.0,-1,-1,0,0.0,0.0,66.37,9.38,56.99
1544135108.0,-1,-1,0,0.0,0.0,65.65,9.44,56.21
1544135408.0,-1,-1,0,0.0,0.0,65.4,9.5,55.9
1544135708.0,-1,-1,2,8.71e-06,0.00010452,64.92,9.56,55.36
1544136009.0,-1,-1,0,0.0,0.0,64.92,9.62,55.3
1544136064.0,2,12662,1659,0.007224945,0.4729054909090909,63.93,9.63,54.3
1544136380.0,1,14349,0,0.0,0.0,65.4,9.7,55.7
1544136489.0,4,15243,406,0.00176813,0.05839695412844037,66.13,9.72,56.41
1544136544.0,2,15562,0,0.0,0.0,67.57,9.73,57.84
1544136599.0,3,15862,548,0.00238654,0.1562098909090909,68.51,9.74,58.77
1544136715.0,4,16405,0,0.0,0.0,69.68,9.76,59.92
1544137071.0,-1,-1,567,0.002469285,0.024970297752808988,70.37,9.83,60.54
1544137371.0,-1,-1,0,0.0,0.0,70.83,9.86,60.97
1544137671.0,-1,-1,0,0.0,0.0,68.51,9.86,58.65
1544137971.0,-1,-1,0,0.0,0.0,68.04,9.86,58.18
1544138272.0,-1,-1,0,0.0,0.0,67.09,9.86,57.23
1544138572.0,-1,-1,0,0.0,0.0,66.37,9.86,56.51
1544138872.0,-1,-1,0,0.0,0.0,65.16,9.86,55.3
1544139173.0,-1,-1,0,0.0,0.0,64.92,9.86,55.06
1544139473.0,-1,-1,0,0.0,0.0,64.92,9.86,55.06
