Stove type: Laser 730,,Latitude of the PUMA device location,[64.92216],Longitude of the PUMA device location,[-147.931],,,
1543952771.0,-1,-1,0,0.0,0.0,70.14,6.77,63.37
1543953071.0,-1,-1,0,0.0,0.0,70.37,6.85,63.52
1543953371.0,-1,-1,0,0.0,0.0,71.06,6.92,64.14
1543953680.0,-1,-1,0,0.0,0.0,70.83,6.94,63.89
1543953980.0,-1,-1,0,0.0,0.0,69.91,6.79,63.12
1543954280.0,-1,-1,0,0.0,0.0,70.37,6.64,63.73
1543954580.0,-1,-1,0,0.0,0.0,70.14,6.49,63.65
1543954879.0,-1,-1,0,0.0,0.0,70.37,6.34,64.03
1543955179.0,-1,-1,0,0.0,0.0,70.14,6.19,63.95
1543955479.0,-1,-1,0,0.0,0.0,69.91,6.04,63.87
1543955778.0,-1,-1,0,0.0,0.0,70.14,5.89,64.25
1543956078.0,-1,-1,0,0.0,0.0,70.37,5.74,64.63
1543956378.0,-1,-1,0,0.0,0.0,70.37,5.59,64.78
1543956678.0,-1,-1,0,0.0,0.0,70.37,5.44,64.93
1543956978.0,-1,-1,0,0.0,0.0,69.91,5.29,64.62
1543957278.0,-1,-1,0,0.0,0.0,69.21,5.2,64.01
1543957577.0,-1,-1,0,0.0,0.0,69.68,5.27,64.41
1543957877.0,-1,-1,0,0.0,0.0,69.21,5.35,63.86
1543958177.0,-1,-1,0,0.0,0.0,68.98,5.42,63.56
1543958477.0,-1,-1,0,0.0,0.0,69.21,5.5,63.71
1543958777.0,-1,-1,0,0.0,0.0,68.98,5.57,63.41
1543959077.0,-1,-1,0,0.0,0.0,68.51,5.65,62.86
1543959376.0,-1,-1,0,0.0,0.0,68.98,5.72,63.26
1543959676.0,-1,-1,0,0.0,0.0,68.75,5.8,62.95
1543959976.0,-1,-1,0,0.0,0.0,69.21,5.87,63.34
1543960276.0,-1,-1,0,0.0,0.0,69.21,5.95,63.26
1543960567.0,1,84601,4,1.3472e-05,0.0001666639175257732,68.98,6.02,62.96
1543960890.0,4,88017,3416,0.011505088,0.12823008297213623,70.37,6.09,64.28
1543960947.0,2,88469,452,0.001522336,0.09614753684210527,70.6,6.09,64.51
1543961303.0,-1,-1,0,0.0,0.0,70.6,6.13,64.47
1543961603.0,-1,-1,0,0.0,0.0,71.29,6.16,65.13
1543961903.0,-1,-1,0,0.0,0.0,70.83,6.19,64.64
1543962203.0,-1,-1,0,0.0,0.0,72.42,6.22,66.2
1543962502.0,-1,-1,0,0.0,0.0,71.29,6.25,65.04
1543962802.0,-1,-1,0,0.0,0.0,71.97,6.28,65.69
1543962924.0,4,104247,15778,0.053140304000000006,1.5680745442622952,72.19,6.29,65.9
1543963280.0,-1,-1,0,0.0,0.0,71.97,6.33,65.64
1543963580.0,-1,-1,0,0.0,0.0,70.83,6.36,64.47
1543963880.0,-1,-1,0,0.0,0.0,70.6,6.39,64.21
1543964180.0,-1,-1,0,0.0,0.0,70.83,6.42,64.41
1543964480.0,-1,-1,0,0.0,0.0,70.14,6.49,63.65
1543964780.0,-1,-1,0,0.0,0.0,70.37,6.67,63.7
1543965080.0,-1,-1,0,0.0,0.0,70.14,6.85,63.29
1543965380.0,-1,-1,0,0.0,0.0,69.68,7.03,62.65
1543965679.0,-1,-1,0,0.0,0.0,69.45,7.21,62.24
1543965979.0,-1,-1,0,0.0,0.0,69.21,7.39,61.82
1543966279.0,-1,-1,0,0.0,0.0,69.45,7.57,61.88
1543966579.0,-1,-1,0,0.0,0.0,68.98,7.75,61.23
1543966878.0,-1,-1,0,0.0,0.0,68.98,7.93,61.05
1543967178.0,-1,-1,0,0.0,0.0,68.75,8.11,60.64
1543967478.0,-1,-1,0,0.0,0.0,68.51,8.29,60.22
1543967534.0,1,104442,195,0.00065676,0.04222028571428572,68.04,8.32,59.72
1543967855.0,2,107815,3373,0.011360264,0.12740482990654206,70.14,8.51,61.63
1543968211.0,-1,-1,0,0.0,0.0,69.91,8.84,61.07
1543968511.0,-1,-1,0,0.0,0.0,70.14,9.19,60.95
1543968811.0,-1,-1,0,0.0,0.0,70.37,9.53,60.84
1543969111.0,-1,-1,0,0.0,0.0,71.06,9.88,61.18
1543969410.0,-1,-1,0,0.0,0.0,71.06,10.22,60.84
1543969710.0,-1,-1,0,0.0,0.0,71.06,10.57,60.49
1543970009.0,-1,-1,0,0.0,0.0,71.06,10.91,60.15
1543970309.0,-1,-1,0,0.0,0.0,71.52,11.26,60.26
1543970608.0,-1,-1,0,0.0,0.0,71.29,11.6,59.69
1543970908.0,-1,-1,0,0.0,0.0,71.52,11.94,59.58
1543971207.0,-1,-1,0,0.0,0.0,71.97,12.29,59.68
1543971507.0,-1,-1,0,0.0,0.0,71.97,12.63,59.34
1543971807.0,-1,-1,0,0.0,0.0,71.52,12.85,58.67
1543972106.0,-1,-1,0,0.0,0.0,71.97,13.02,58.95
1543972293.0,4,143238,35423,0.119304664,2.2967742802139037,71.74,13.12,58.62
1543972649.0,-1,-1,0,0.0,0.0,71.74,13.32,58.42
1543972949.0,-1,-1,0,0.0,0.0,71.29,13.48,57.81
1543973248.0,-1,-1,0,0.0,0.0,70.83,13.65,57.18
1543973548.0,-1,-1,0,0.0,0.0,70.83,13.81,57.02
1543973847.0,-1,-1,0,0.0,0.0,70.37,13.98,56.39
1543974147.0,-1,-1,0,0.0,0.0,70.14,14.14,56.0
1543974447.0,-1,-1,0,0.0,0.0,69.91,14.31,55.6
1543974746.0,-1,-1,0,0.0,0.0,69.91,14.47,55.44
1543975046.0,-1,-1,0,0.0,0.0,69.91,14.64,55.27
1543975346.0,-1,-1,0,0.0,0.0,69.45,14.75,54.7
1543975646.0,-1,-1,0,0.0,0.0,69.45,14.81,54.64
1543975945.0,-1,-1,0,0.0,0.0,70.14,14.87,55.27
1543976246.0,-1,-1,0,0.0,0.0,69.21,14.93,54.28
1543976545.0,-1,-1,0,0.0,0.0,68.98,14.99,53.99
1543976846.0,-1,-1,0,0.0,0.0,68.75,15.05,53.7
1543977145.0,-1,-1,0,0.0,0.0,68.98,15.11,53.87
1543977374.0,1,143239,1,3.368e-06,5.29467248908297e-05,68.75,15.15,53.6
1543977704.0,4,146732,3493,0.011764424,0.12833917090909092,70.37,15.22,55.15
1543977761.0,2,147184,452,0.001522336,0.09614753684210527,69.91,15.23,54.68
1543978116.0,-1,-1,0,0.0,0.0,71.29,15.3,55.99
1543978416.0,-1,-1,0,0.0,0.0,71.29,15.36,55.93
1543978716.0,-1,-1,0,0.0,0.0,70.6,15.42,55.18
1543979015.0,-1,-1,0,0.0,0.0,70.83,15.34,55.49
1543979315.0,-1,-1,0,0.0,0.0,71.29,15.21,56.08
1543979615.0,-1,-1,0,0.0,0.0,71.74,15.07,56.67
1543979915.0,-1,-1,0,0.0,0.0,71.74,14.94,56.8
1543980214.0,-1,-1,0,0.0,0.0,71.97,14.8,57.17
1543980514.0,-1,-1,0,0.0,0.0,71.29,14.67,56.62
1543980813.0,-1,-1,0,0.0,0.0,72.19,14.53,57.66
1543980869.0,4,171740,24556,0.082704608,5.316724799999999,72.19,14.51,57.68
1543981226.0,-1,-1,0,0.0,0.0,71.52,14.35,57.17
1543981526.0,-1,-1,0,0.0,0.0,71.06,14.21,56.85
1543981826.0,-1,-1,0,0.0,0.0,70.83,14.08,56.75
1543982125.0,-1,-1,0,0.0,0.0,70.6,13.94,56.66
1548288098.0,-1,-1,0,0.0,0.0,72.19,12.97,59.22
1548288130.0,4,10739646,10567906,35.592707408,4004.1795834000004,72.19,12.98,59.21
1548288471.0,-1,-1,0,0.0,0.0,71.74,13.16,58.58
1548288788.0,-1,-1,0,0.0,0.0,70.83,13.31,57.52
1548289105.0,-1,-1,0,0.0,0.0,70.14,13.47,56.67
1548289405.0,-1,-1,0,0.0,0.0,70.14,13.62,56.52
1548289706.0,-1,-1,0,0.0,0.0,70.14,13.77,56.37
1548290006.0,-1,-1,0,0.0,0.0,69.45,13.92,55.53
1548290307.0,-1,-1,0,0.0,0.0,70.14,14.07,56.07
1548290607.0,-1,-1,0,0.0,0.0,69.21,14.22,54.99
1548290907.0,-1,-1,0,0.0,0.0,69.45,14.37,55.08
1548291208.0,-1,-1,0,0.0,0.0,69.45,14.52,54.93
1548291508.0,-1,-1,0,0.0,0.0,68.75,14.67,54.08
1548291809.0,-1,-1,0,0.0,0.0,68.28,14.8,53.48
1548291948.0,1,10739647,1,3.368e-06,8.722877697841727e-05,68.04,14.86,53.18
1548292273.0,-1,-1,0,0.0,0.0,69.68,14.99,54.69
1548292299.0,2,10743361,3714,0.012508752000000001,1.7319810461538463,69.91,15.0,54.91
1548292624.0,-1,-1,0,0.0,0.0,68.75,15.13,53.62
1548292924.0,-1,-1,0,0.0,0.0,69.68,15.25,54.43
1548293224.0,-1,-1,0,0.0,0.0,70.83,15.37,55.46
1548293524.0,-1,-1,0,0.0,0.0,71.06,15.49,55.57
1548293825.0,-1,-1,0,0.0,0.0,71.29,15.61,55.68
1548294125.0,-1,-1,0,0.0,0.0,71.06,15.73,55.33
1548294425.0,-1,-1,0,0.0,0.0,71.29,15.85,55.44
1548294725.0,-1,-1,0,0.0,0.0,71.29,15.97,55.32
1548295025.0,-1,-1,0,0.0,0.0,71.97,16.09,55.88
1548295325.0,-1,-1,0,0.0,0.0,71.06,16.18,54.88
1548295530.0,4,10769155,25794,0.086874192,1.5255955668292684,71.74,16.21,55.53
1548295857.0,-1,-1,0,0.0,0.0,71.97,16.26,55.71
1548296157.0,-1,-1,0,0.0,0.0,70.37,16.3,54.07
1548296457.0,-1,-1,0,0.0,0.0,69.68,16.35,53.33
1548296758.0,-1,-1,0,0.0,0.0,69.91,16.39,53.52
1548297058.0,-1,-1,0,0.0,0.0,70.37,16.44,53.93
1548297359.0,-1,-1,0,0.0,0.0,69.45,16.48,52.97
1548297659.0,-1,-1,0,0.0,0.0,69.21,16.53,52.68
1548297960.0,-1,-1,0,0.0,0.0,69.91,16.57,53.34
1548298260.0,-1,-1,0,0.0,0.0,69.21,16.62,52.59
1548298561.0,-1,-1,0,0.0,0.0,69.68,16.66,53.02
1548298861.0,-1,-1,0,0.0,0.0,68.98,16.68,52.3
1548299162.0,-1,-1,0,0.0,0.0,68.51,16.56,51.95
1548299448.0,1,10769156,1,3.368e-06,4.2394405594405597e-05,68.04,16.44,51.6
1548299774.0,-1,-1,0,0.0,0.0,68.98,16.31,52.67
1548299799.0,2,10772877,3721,0.012532328,1.8046552320000002,69.68,16.3,53.38
1548300125.0,-1,-1,0,0.0,0.0,70.14,16.17,53.97
1548300425.0,-1,-1,0,0.0,0.0,69.91,16.05,53.86
1548300725.0,-1,-1,0,0.0,0.0,70.14,15.93,54.21
1548301025.0,-1,-1,0,0.0,0.0,71.29,15.81,55.48
1548301325.0,-1,-1,0,0.0,0.0,71.29,15.69,55.6
1548301625.0,-1,-1,0,0.0,0.0,70.83,15.57,55.26
1548301925.0,-1,-1,0,0.0,0.0,71.29,15.45,55.84
1548302225.0,-1,-1,0,0.0,0.0,70.83,15.33,55.5
1548302526.0,-1,-1,0,0.0,0.0,71.52,15.17,56.35
1548302728.0,4,10796257,23380,0.07874384000000001,1.403355564356436,71.74,15.01,56.73
1548303069.0,-1,-1,0,0.0,0.0,71.74,14.76,56.98
1548303386.0,-1,-1,0,0.0,0.0,69.91,14.52,55.39
1548303687.0,-1,-1,0,0.0,0.0,70.6,14.29,56.31
1548303987.0,-1,-1,0,0.0,0.0,69.45,14.07,55.38
1548304287.0,-1,-1,0,0.0,0.0,69.21,13.84,55.37
1548304588.0,-1,-1,0,0.0,0.0,69.68,13.62,56.06
1548304888.0,-1,-1,0,0.0,0.0,69.21,13.39,55.82
1548305189.0,-1,-1,0,0.0,0.0,69.68,13.17,56.51
1548305489.0,-1,-1,0,0.0,0.0,69.68,12.94,56.74
1548305790.0,-1,-1,0,0.0,0.0,69.21,12.72,56.49
1548306090.0,-1,-1,0,0.0,0.0,68.04,12.5,55.54
1548306391.0,-1,-1,0,0.0,0.0,68.98,12.31,56.67
1548306494.0,1,10796257,0,0.0,0.0,68.04,12.24,55.8
1548306819.0,-1,-1,0,0.0,0.0,70.14,12.03,58.11
1548306844.0,2,10799974,3717,0.012518856,1.802715264,70.14,12.01,58.13
1548307170.0,-1,-1,0,0.0,0.0,69.45,11.8,57.65
1548307470.0,-1,-1,0,0.0,0.0,70.14,11.6,58.54
1548307770.0,-1,-1,0,0.0,0.0,70.14,11.41,58.73
1548308070.0,-1,-1,0,0.0,0.0,70.83,11.21,59.62
1548308370.0,-1,-1,0,0.0,0.0,71.06,11.02,60.04
1548308670.0,-1,-1,0,0.0,0.0,70.6,10.82,59.78
1548308970.0,-1,-1,0,0.0,0.0,71.29,10.63,60.66
1548309270.0,-1,-1,0,0.0,0.0,71.06,10.43,60.63
1548309570.0,-1,-1,0,0.0,0.0,71.29,10.24,61.05
1548309870.0,-1,-1,0,0.0,0.0,71.06,10.18,60.88
1548310170.0,-1,-1,0,0.0,0.0,72.19,10.13,62.06
1548310196.0,4,10826671,26697,0.08991549600000001,12.44983790769231,71.52,10.13,61.39
1548310522.0,-1,-1,0,0.0,0.0,71.97,10.08,61.89
1548310823.0,-1,-1,0,0.0,0.0,70.37,10.04,60.33
1548311123.0,-1,-1,0,0.0,0.0,70.14,9.99,60.15
1548311424.0,-1,-1,0,0.0,0.0,71.06,9.95,61.11
1548311724.0,-1,-1,0,0.0,0.0,70.14,9.9,60.24
1548312025.0,-1,-1,0,0.0,0.0,69.21,9.86,59.35
1548312325.0,-1,-1,0,0.0,0.0,70.6,9.81,60.79
1548312625.0,-1,-1,0,0.0,0.0,69.91,9.77,60.14
1548312926.0,-1,-1,0,0.0,0.0,68.98,9.72,59.26
1548313226.0,-1,-1,0,0.0,0.0,69.45,9.66,59.79
1548313527.0,-1,-1,0,0.0,0.0,68.28,9.48,58.8
1548313827.0,-1,-1,0,0.0,0.0,68.04,9.3,58.74
1548314128.0,-1,-1,0,0.0,0.0,68.28,9.12,59.16
1548314188.0,1,10826671,0,0.0,0.0,68.75,9.09,59.66
1548314514.0,-1,-1,0,0.0,0.0,70.37,8.89,61.48
1548314539.0,2,10830392,3721,0.012532328,1.8046552320000002,70.14,8.88,61.26
1548314864.0,-1,-1,0,0.0,0.0,70.14,8.68,61.46
1548315164.0,-1,-1,0,0.0,0.0,69.91,8.5,61.41
1548315464.0,-1,-1,0,0.0,0.0,70.6,8.32,62.28
1548315764.0,-1,-1,0,0.0,0.0,70.83,8.14,62.69
1548316064.0,-1,-1,0,0.0,0.0,70.14,7.96,62.18
1548316365.0,-1,-1,0,0.0,0.0,71.52,7.78,63.74
1548316665.0,-1,-1,0,0.0,0.0,71.52,7.6,63.92
1548316965.0,-1,-1,0,0.0,0.0,71.06,7.48,63.58
1548317265.0,-1,-1,0,0.0,0.0,71.74,7.4,64.34
1548317565.0,-1,-1,0,0.0,0.0,71.97,7.33,64.64
1548317592.0,4,10854733,24341,0.081980488,10.930731733333335,72.19,7.32,64.87
1548317933.0,-1,-1,0,0.0,0.0,71.97,7.24,64.73
1548318234.0,-1,-1,0,0.0,0.0,70.37,7.16,63.21
1548318534.0,-1,-1,0,0.0,0.0,70.14,7.09,63.05
1548318835.0,-1,-1,0,0.0,0.0,70.14,7.01,63.13
1548319135.0,-1,-1,0,0.0,0.0,70.6,6.94,63.66
1548319436.0,-1,-1,0,0.0,0.0,70.37,6.86,63.51
1548319736.0,-1,-1,0,0.0,0.0,69.91,6.79,63.12
1548320037.0,-1,-1,0,0.0,0.0,68.98,6.71,62.27
1548320337.0,-1,-1,0,0.0,0.0,68.28,6.64,61.64
1548320638.0,-1,-1,0,0.0,0.0,69.21,6.5,62.71
1548320938.0,-1,-1,0,0.0,0.0,69.21,6.35,62.86
1548321238.0,-1,-1,0,0.0,0.0,68.75,6.2,62.55
1548321539.0,-1,-1,0,0.0,0.0,69.21,6.05,63.16
1548321739.0,1,10854733,0,0.0,0.0,69.21,5.95,63.26
1548322065.0,-1,-1,0,0.0,0.0,69.21,5.79,63.42
1548322090.0,2,10858451,3718,0.012522224,1.8032002559999998,69.45,5.78,63.67
1548322416.0,-1,-1,0,0.0,0.0,70.37,5.61,64.76
1548322716.0,-1,-1,0,0.0,0.0,70.14,5.46,64.68
1548323016.0,-1,-1,0,0.0,0.0,70.83,5.31,65.52
1548323316.0,-1,-1,0,0.0,0.0,70.37,5.16,65.21
1548323616.0,-1,-1,0,0.0,0.0,71.29,5.01,66.28
1548323916.0,-1,-1,0,0.0,0.0,71.52,4.86,66.66
1548324216.0,-1,-1,0,0.0,0.0,71.29,4.85,66.44
1548324516.0,-1,-1,0,0.0,0.0,70.83,4.9,65.93
1548324816.0,-1,-1,0,0.0,0.0,70.83,4.94,65.89
1548325116.0,-1,-1,0,0.0,0.0,71.52,4.99,66.53
1548325333.0,4,10884340,25889,0.08719415200000001,1.4465389271889404,72.42,5.02,67.4
1548325660.0,-1,-1,0,0.0,0.0,72.65,5.07,67.58
1548325960.0,-1,-1,0,0.0,0.0,70.83,5.11,65.72
1548326261.0,-1,-1,0,0.0,0.0,71.29,5.16,66.13
1548326561.0,-1,-1,0,0.0,0.0,70.83,5.2,65.63
1548326862.0,-1,-1,0,0.0,0.0,70.6,5.25,65.35
1548327162.0,-1,-1,0,0.0,0.0,69.45,5.29,64.16
1548327463.0,-1,-1,0,0.0,0.0,68.51,5.34,63.17
1548327763.0,-1,-1,0,0.0,0.0,69.91,5.41,64.5
1548328063.0,-1,-1,0,0.0,0.0,69.68,5.5,64.18
1548328364.0,-1,-1,0,0.0,0.0,69.68,5.59,64.09
1548328664.0,-1,-1,0,0.0,0.0,67.57,5.68,61.89
1548328965.0,-1,-1,0,0.0,0.0,68.51,5.77,62.74
1548329265.0,-1,-1,0,0.0,0.0,68.75,5.86,62.89
1548329496.0,1,10884342,2,6.736e-06,0.00010497662337662338,68.51,5.93,62.58
1548329821.0,-1,-1,0,0.0,0.0,69.91,6.03,63.88
1548329847.0,2,10888058,3716,0.012515488,1.7329137230769232,70.83,6.03,64.8
1548330172.0,-1,-1,0,0.0,0.0,70.6,6.13,64.47
1548330472.0,-1,-1,0,0.0,0.0,69.68,6.22,63.46
1548330772.0,-1,-1,0,0.0,0.0,70.37,6.31,64.06
1548331072.0,-1,-1,0,0.0,0.0,71.29,6.4,64.89
1548331674.0,-1,-1,0,0.0,0.0,70.6,6.32,64.28
1548331974.0,-1,-1,0,0.0,0.0,71.52,6.25,65.27
1548332274.0,-1,-1,0,0.0,0.0,72.19,6.17,66.02
1548332498.0,4,10909225,21167,0.071290456,1.1457394714285714,72.42,6.12,66.3
1548332825.0,-1,-1,0,0.0,0.0,71.97,6.03,65.94
1548333125.0,-1,-1,0,0.0,0.0,70.6,5.96,64.64
1548333426.0,-1,-1,0,0.0,0.0,70.6,5.88,64.72
1548333726.0,-1,-1,0,0.0,0.0,71.06,5.81,65.25
1548334026.0,-1,-1,0,0.0,0.0,70.6,5.73,64.87
1548334327.0,-1,-1,0,0.0,0.0,69.45,5.66,63.79
1548334627.0,-1,-1,0,0.0,0.0,70.37,5.58,64.79
1548334928.0,-1,-1,0,0.0,0.0,69.91,5.5,64.41
1548335228.0,-1,-1,0,0.0,0.0,69.45,5.41,64.04
1548335529.0,-1,-1,0,0.0,0.0,69.68,5.32,64.36
1548335829.0,-1,-1,0,0.0,0.0,69.21,5.23,63.98
1548336130.0,-1,-1,0,0.0,0.0,69.21,5.14,64.07
1548336430.0,-1,-1,0,0.0,0.0,68.98,5.05,63.93
1548336731.0,-1,-1,0,0.0,0.0,68.28,4.96,63.32
1548336756.0,1,10909450,225,0.0007578000000000001,0.10912320000000002,69.45,4.95,64.5
1548337079.0,2,10912857,3407,0.011474776,0.12789224024767804,70.14,4.86,65.28
1548337406.0,-1,-1,0,0.0,0.0,70.83,4.76,66.07
1548337706.0,-1,-1,0,0.0,0.0,69.45,4.67,64.78
1548338006.0,-1,-1,0,0.0,0.0,70.83,4.58,66.25
1548338306.0,-1,-1,0,0.0,0.0,71.74,4.49,67.25
