Stove type: Laser 56/560,,Latitude of the PUMA device location,[64.90049],Longitude of the PUMA device location,[-147.773],,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PUMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Number of clicks,US gallons,US gallons per hour,F,F,F
1543318812.0,4,256,0,0.0,0.0,65.89,9.97,55.92
1543319168.0,-1,-1,0,0.0,0.0,69.91,9.78,60.13
1543319468.0,-1,-1,0,0.0,0.0,65.89,9.61,56.28
1543319768.0,-1,-1,0,0.0,0.0,64.18,9.45,54.73
1543320081.0,2,782,526,0.001529082,0.017586885623003194,65.16,9.3,55.86
1543320451.0,-1,-1,0,0.0,0.0,68.98,9.21,59.77
1543320751.0,-1,-1,0,0.0,0.0,71.29,9.13,62.16
1543320861.0,4,5075,4293,0.012479750999999999,0.4084282145454545,73.32,9.1,64.22
1543321216.0,-1,-1,0,0.0,0.0,69.45,9.02,60.43
1543321515.0,-1,-1,0,0.0,0.0,67.09,8.94,58.15
1543321815.0,-1,-1,0,0.0,0.0,67.09,8.87,58.22
1543322114.0,-1,-1,0,0.0,0.0,66.85,8.79,58.06
1543322413.0,-1,-1,0,0.0,0.0,66.61,8.72,57.89
1543322713.0,-1,-1,0,0.0,0.0,67.57,8.64,58.93
1543322798.0,1,5082,7,2.0348999999999998e-05,0.00086184,67.33,8.62,58.71
1543322864.0,2,5664,582,0.001691874,0.09228403636363636,67.57,8.6,58.97
1543323218.0,-1,-1,0,0.0,0.0,70.14,8.52,61.62
1543323518.0,-1,-1,0,0.0,0.0,74.42,8.44,65.98
1543323622.0,4,9830,4166,0.012110562,0.4192117615384615,73.32,8.42,64.9
1543323992.0,-1,-1,0,0.0,0.0,67.57,8.34,59.23
1543324292.0,-1,-1,0,0.0,0.0,68.28,8.28,60.0
1543324591.0,-1,-1,0,0.0,0.0,67.8,8.22,59.58
1543324890.0,-1,-1,0,0.0,0.0,68.04,8.16,59.88
1543325190.0,-1,-1,0,0.0,0.0,67.09,8.1,58.99
1543325489.0,-1,-1,0,0.0,0.0,67.09,8.04,59.05
1543325685.0,1,9832,2,5.814e-06,0.00010678775510204081,66.37,8.0,58.37
1543325741.0,2,10357,525,0.0015261749999999998,0.09811124999999998,67.09,7.99,59.1
1543326095.0,-1,-1,0,0.0,0.0,69.91,7.92,61.99
1543326395.0,-1,-1,0,0.0,0.0,72.19,7.86,64.33
1543326451.0,4,14158,3801,0.011049507,0.71032545,72.87,7.85,65.02
1543326811.0,-1,-1,0,0.0,0.0,68.98,7.78,61.2
1543327110.0,-1,-1,0,0.0,0.0,68.75,7.72,61.03
1543327409.0,-1,-1,0,0.0,0.0,69.21,7.73,61.48
1543327709.0,-1,-1,0,0.0,0.0,66.85,7.78,59.07
1543328008.0,-1,-1,0,0.0,0.0,67.8,7.82,59.98
1543328308.0,-1,-1,0,0.0,0.0,68.75,7.87,60.88
1543328561.0,1,14158,0,0.0,0.0,68.04,7.9,60.14
1543328617.0,2,14683,525,0.0015261749999999998,0.09811124999999998,68.75,7.91,60.84
1543328973.0,-1,-1,0,0.0,0.0,70.6,7.97,62.63
1543329272.0,-1,-1,0,0.0,0.0,74.21,8.01,66.2
1543329327.0,4,18560,3877,0.011270439,0.7377014618181819,73.32,8.02,65.3
1543329683.0,-1,-1,0,0.0,0.0,70.83,8.07,62.76
1543329982.0,-1,-1,0,0.0,0.0,68.28,8.12,60.16
1543330282.0,-1,-1,0,0.0,0.0,69.45,8.16,61.29
1543330581.0,-1,-1,0,0.0,0.0,69.45,8.21,61.24
1543330880.0,-1,-1,0,0.0,0.0,66.85,8.22,58.63
1543331180.0,-1,-1,0,0.0,0.0,67.8,8.16,59.64
1543331464.0,1,18560,0,0.0,0.0,67.8,8.11,59.69
1543331521.0,2,19095,535,0.001555245,0.09822600000000001,68.51,8.1,60.41
1543331876.0,-1,-1,0,0.0,0.0,69.68,8.02,61.66
1543332175.0,-1,-1,0,0.0,0.0,73.09,7.96,65.13
1543332230.0,4,22821,3726,0.010831482,0.708969730909091,72.42,7.95,64.47
1543332596.0,-1,-1,0,0.0,0.0,70.6,7.88,62.72
1543332896.0,-1,-1,0,0.0,0.0,69.91,7.82,62.09
1543333196.0,-1,-1,0,0.0,0.0,67.57,7.76,59.81
1543333495.0,-1,-1,0,0.0,0.0,67.57,7.7,59.87
1543333795.0,-1,-1,0,0.0,0.0,67.57,7.64,59.93
1543334094.0,-1,-1,0,0.0,0.0,68.28,7.58,60.7
1543334394.0,-1,-1,0,0.0,0.0,68.28,7.52,60.76
1543334540.0,1,23053,232,0.000674424,0.016629632876712326,66.85,7.48,59.37
1543334594.0,2,23464,411,0.001194777,0.0796518,66.61,7.46,59.15
1543334952.0,-1,-1,0,0.0,0.0,70.6,7.35,63.25
1543335243.0,4,27037,3573,0.010386711,0.128495393814433,73.76,7.27,66.49
1543335598.0,-1,-1,0,0.0,0.0,70.6,7.16,63.44
1543335897.0,-1,-1,0,0.0,0.0,67.8,7.07,60.73
1543336197.0,-1,-1,0,0.0,0.0,68.04,6.98,61.06
1543336496.0,-1,-1,0,0.0,0.0,68.51,6.89,61.62
1543336796.0,-1,-1,0,0.0,0.0,68.51,6.8,61.71
1543337096.0,-1,-1,0,0.0,0.0,67.33,6.71,60.62
1543337395.0,-1,-1,0,0.0,0.0,67.33,6.62,60.71
1543337695.0,-1,-1,0,0.0,0.0,67.33,6.53,60.8
1543337906.0,1,27043,6,1.7442e-05,0.00029758862559241706,67.57,6.47,61.1
1543337961.0,2,27563,520,0.0015116399999999999,0.09894370909090909,66.85,6.45,60.4
1543338314.0,-1,-1,0,0.0,0.0,70.14,6.5,63.64
1543338614.0,-1,-1,0,0.0,0.0,72.42,6.56,65.86
1543338756.0,4,31940,4377,0.012723939,0.3225787352112676,73.09,6.59,66.5
1543339112.0,-1,-1,0,0.0,0.0,69.21,6.66,62.55
1543339412.0,-1,-1,0,0.0,0.0,67.33,6.72,60.61
1543339711.0,-1,-1,0,0.0,0.0,68.04,6.78,61.26
1543340011.0,-1,-1,0,0.0,0.0,67.57,6.84,60.73
1543340310.0,-1,-1,0,0.0,0.0,67.09,6.9,60.19
1543340609.0,-1,-1,0,0.0,0.0,67.57,6.96,60.61
1543340692.0,1,31943,3,8.721e-06,0.0003782602409638554,66.37,6.98,59.39
1543340746.0,2,32459,516,0.001500012,0.1000008,67.57,6.99,60.58
1543341106.0,-1,-1,0,0.0,0.0,69.45,7.06,62.39
1543341406.0,-1,-1,0,0.0,0.0,73.76,7.12,66.64
1543341469.0,4,36435,3976,0.011558232,0.6604704,72.87,7.13,65.74
1543341825.0,-1,-1,0,0.0,0.0,70.37,7.1,63.27
1543342125.0,-1,-1,0,0.0,0.0,69.68,7.03,62.65
1543342424.0,-1,-1,0,0.0,0.0,68.04,6.95,61.09
1543342724.0,-1,-1,0,0.0,0.0,67.57,6.88,60.69
1543343023.0,-1,-1,0,0.0,0.0,67.09,6.8,60.29
1543343322.0,-1,-1,0,0.0,0.0,67.09,6.73,60.36
1543343501.0,1,36439,4,1.1628e-05,0.00023385921787709497,68.04,6.68,61.36
1543343557.0,2,36964,525,0.0015261749999999998,0.09811124999999998,66.85,6.67,60.18
1543343913.0,-1,-1,0,0.0,0.0,70.37,6.58,63.79
1543344212.0,-1,-1,0,0.0,0.0,75.08,6.51,68.57
