Stove type: M441,,Latitude of the PUMA device location,[64.83723],Longitude of the PUMA device location,[-148.027],,,
1543625384.0,-1,-1,0,0.0,0.0,77.26,2.52,74.74
1543625684.0,-1,-1,146,0.00063583,0.00762996,76.61,2.33,74.28
1543625983.0,-1,-1,0,0.0,0.0,77.04,2.13,74.91
1543626283.0,-1,-1,1718,0.00748189,0.08978267999999999,78.11,2.01,76.1
1543626582.0,-1,-1,0,0.0,0.0,77.69,1.89,75.8
1543626883.0,-1,-1,0,0.0,0.0,77.69,1.77,75.92
1543627183.0,-1,-1,0,0.0,0.0,77.47,1.65,75.82
1543627483.0,-1,-1,0,0.0,0.0,76.83,1.53,75.3
1543627782.0,-1,-1,0,0.0,0.0,77.47,1.41,76.06
1543628082.0,-1,-1,0,0.0,0.0,77.9,1.29,76.61
1543628382.0,-1,-1,0,0.0,0.0,77.47,1.17,76.3
1543628681.0,-1,-1,0,0.0,0.0,77.26,1.05,76.21
1543628981.0,-1,-1,0,0.0,0.0,76.4,0.93,75.47
1543629280.0,-1,-1,0,0.0,0.0,78.33,0.81,77.52
1543629580.0,-1,-1,0,0.0,0.0,77.47,0.69,76.78
1543629880.0,-1,-1,0,0.0,0.0,77.9,0.72,77.18
1543630180.0,-1,-1,0,0.0,0.0,77.47,0.77,76.7
1543630480.0,-1,-1,0,0.0,0.0,77.69,0.81,76.88
1543630780.0,-1,-1,0,0.0,0.0,77.47,0.86,76.61
1543631080.0,-1,-1,0,0.0,0.0,77.69,0.9,76.79
1543631379.0,-1,-1,0,0.0,0.0,77.69,0.95,76.74
1543631452.0,4,116047,0,0.0,0.0,77.9,0.96,76.94
1543631808.0,-1,-1,0,0.0,0.0,75.3,1.01,74.29
1543632108.0,-1,-1,0,0.0,0.0,75.08,1.06,74.02
1543632408.0,-1,-1,0,0.0,0.0,73.76,1.1,72.66
1543632708.0,-1,-1,0,0.0,0.0,73.54,1.15,72.39
1543632991.0,2,116047,0,0.0,0.0,73.76,1.19,72.57
1543633351.0,4,117910,0,0.0,0.0,75.08,1.22,73.86
1543633408.0,3,118164,0,0.0,0.0,75.08,1.22,73.86
1543633765.0,-1,-1,0,0.0,0.0,75.52,1.22,74.3
1543634065.0,-1,-1,0,0.0,0.0,76.83,1.22,75.61
1543634365.0,-1,-1,0,0.0,0.0,76.18,1.22,74.96
1543634664.0,-1,-1,0,0.0,0.0,76.18,1.22,74.96
1543634964.0,-1,-1,0,0.0,0.0,76.61,1.22,75.39
1543635264.0,-1,-1,0,0.0,0.0,77.26,1.22,76.04
1543635564.0,-1,-1,40883,0.17804546499999999,2.13654558,77.47,1.22,76.25
1543635863.0,-1,-1,0,0.0,0.0,76.83,1.22,75.61
1543636163.0,-1,-1,0,0.0,0.0,76.61,1.22,75.39
1543636463.0,-1,-1,0,0.0,0.0,77.47,1.22,76.25
1543636762.0,-1,-1,0,0.0,0.0,78.11,1.22,76.89
1543637062.0,-1,-1,0,0.0,0.0,76.83,1.19,75.64
1543637362.0,-1,-1,0,0.0,0.0,77.9,1.16,76.74
1543637662.0,-1,-1,1863,0.008113364999999999,0.09736038,77.04,1.13,75.91
1543637962.0,-1,-1,0,0.0,0.0,78.33,1.1,77.23
1543638262.0,-1,-1,254,0.0011061699999999999,0.013274039999999999,77.47,1.07,76.4
1543638561.0,-1,-1,0,0.0,0.0,77.04,1.04,76.0
1543638861.0,-1,-1,0,0.0,0.0,77.04,1.01,76.03
1543639161.0,-1,-1,0,0.0,0.0,77.26,0.98,76.28
1543639460.0,-1,-1,0,0.0,0.0,77.9,0.95,76.95
1543639760.0,-1,-1,0,0.0,0.0,77.47,0.92,76.55
1543640060.0,-1,-1,0,0.0,0.0,76.83,0.89,75.94
1543640360.0,-1,-1,0,0.0,0.0,78.11,0.86,77.25
1543640601.0,4,150454,0,0.0,0.0,77.26,0.97,76.29
1543640974.0,-1,-1,0,0.0,0.0,76.18,1.18,75.0
1543641273.0,-1,-1,0,0.0,0.0,75.08,1.34,73.74
1543641573.0,-1,-1,0,0.0,0.0,74.21,1.51,72.7
1543641873.0,-1,-1,0,0.0,0.0,73.54,1.67,71.87
1543642172.0,-1,-1,0,0.0,0.0,73.32,1.83,71.49
1543642229.0,2,150623,0,0.0,0.0,73.09,1.87,71.22
1543642527.0,3,152165,0,0.0,0.0,73.98,2.03,71.95
1543642883.0,-1,-1,0,0.0,0.0,77.04,2.23,74.81
1543643184.0,-1,-1,0,0.0,0.0,76.4,2.39,74.01
1543643484.0,-1,-1,0,0.0,0.0,76.61,2.56,74.05
1543643783.0,-1,-1,0,0.0,0.0,76.4,2.72,73.68
1543644083.0,-1,-1,0,0.0,0.0,77.26,2.84,74.42
1543644382.0,-1,-1,0,0.0,0.0,76.83,2.84,73.99
1543644682.0,-1,-1,0,0.0,0.0,77.69,2.84,74.85
1543644982.0,-1,-1,0,0.0,0.0,77.04,2.84,74.2
1543645282.0,-1,-1,0,0.0,0.0,76.83,2.84,73.99
1543645582.0,-1,-1,32290,0.14062295,1.6874754,76.83,2.84,73.99
1543645882.0,-1,-1,0,0.0,0.0,76.18,2.84,73.34
1543646182.0,-1,-1,0,0.0,0.0,76.83,2.84,73.99
1543646482.0,-1,-1,0,0.0,0.0,77.26,2.84,74.42
1543646782.0,-1,-1,0,0.0,0.0,76.61,2.84,73.77
1543647082.0,-1,-1,0,0.0,0.0,76.83,2.84,73.99
1543647381.0,-1,-1,0,0.0,0.0,76.61,2.84,73.77
1543647681.0,-1,-1,169,0.0007359949999999999,0.00883194,76.83,2.86,73.97
1543647981.0,-1,-1,0,0.0,0.0,77.26,2.92,74.34
1543648280.0,-1,-1,1542,0.00671541,0.08085443478260869,77.47,2.98,74.49
1543648580.0,-1,-1,0,0.0,0.0,77.04,3.04,74.0
1543648880.0,-1,-1,0,0.0,0.0,76.61,3.1,73.51
1543649179.0,-1,-1,0,0.0,0.0,77.26,3.16,74.1
1543649479.0,-1,-1,0,0.0,0.0,76.83,3.22,73.61
1543649778.0,-1,-1,0,0.0,0.0,76.61,3.28,73.33
1543650078.0,-1,-1,0,0.0,0.0,78.33,3.34,74.99
1543650378.0,-1,-1,0,0.0,0.0,77.9,3.4,74.5
1543650678.0,-1,-1,0,0.0,0.0,77.9,3.46,74.44
1543650978.0,-1,-1,0,0.0,0.0,77.47,3.52,73.95
1543651278.0,-1,-1,0,0.0,0.0,77.47,3.6,73.87
1543651577.0,-1,-1,0,0.0,0.0,78.11,3.77,74.34
1543651878.0,-1,-1,0,0.0,0.0,78.54,3.93,74.61
1543652177.0,-1,-1,0,0.0,0.0,77.04,4.1,72.94
1543652478.0,-1,-1,0,0.0,0.0,77.04,4.26,72.78
1543652778.0,-1,-1,0,0.0,0.0,77.47,4.43,73.04
1543653077.0,-1,-1,0,0.0,0.0,77.9,4.59,73.31
1543653377.0,-1,-1,0,0.0,0.0,77.04,4.76,72.28
1543653450.0,4,201201,0,0.0,0.0,77.69,4.8,72.89
1543653823.0,-1,-1,0,0.0,0.0,75.3,5.0,70.3
1543654123.0,-1,-1,0,0.0,0.0,74.65,5.17,69.48
1543654423.0,-1,-1,0,0.0,0.0,74.65,5.33,69.32
1543654723.0,-1,-1,0,0.0,0.0,73.76,5.5,68.26
1543655023.0,-1,-1,0,0.0,0.0,73.54,5.61,67.93
1543655258.0,2,201205,0,0.0,0.0,74.21,5.68,68.53
1543655588.0,3,202911,0,0.0,0.0,73.98,5.78,68.2
1543655944.0,-1,-1,0,0.0,0.0,75.74,5.88,69.86
1543656245.0,-1,-1,0,0.0,0.0,75.96,5.97,69.99
1543656544.0,-1,-1,0,0.0,0.0,76.61,6.06,70.55
1543656845.0,-1,-1,0,0.0,0.0,76.61,6.15,70.46
1543657144.0,-1,-1,0,0.0,0.0,76.4,6.24,70.16
1543657444.0,-1,-1,0,0.0,0.0,76.83,6.33,70.5
1543657744.0,-1,-1,0,0.0,0.0,76.18,6.42,69.76
1543658044.0,-1,-1,0,0.0,0.0,76.4,6.51,69.89
1543658344.0,-1,-1,0,0.0,0.0,76.4,6.6,69.8
1543658643.0,-1,-1,0,0.0,0.0,76.61,6.75,69.86
1543658943.0,-1,-1,0,0.0,0.0,77.04,6.92,70.12
1543659243.0,-1,-1,0,0.0,0.0,76.61,7.08,69.53
1543659542.0,-1,-1,49036,0.21355178,2.571192,76.4,7.25,69.15
1543659842.0,-1,-1,0,0.0,0.0,77.04,7.41,69.63
1543660142.0,-1,-1,0,0.0,0.0,77.04,7.58,69.46
1543660442.0,-1,-1,0,0.0,0.0,77.04,7.74,69.3
1543660704.0,4,225876,0,0.0,0.0,77.9,7.89,70.01
1543661060.0,-1,-1,0,0.0,0.0,75.96,8.08,67.88
1543661360.0,-1,-1,0,0.0,0.0,75.3,8.25,67.05
1543661659.0,-1,-1,4,1.742e-05,0.0002097391304347826,74.65,8.41,66.24
1543661959.0,-1,-1,0,0.0,0.0,74.21,8.58,65.63
1543662259.0,-1,-1,1706,0.00742963,0.08915556,73.76,8.74,65.02
1543662559.0,-1,-1,0,0.0,0.0,74.42,8.91,65.51
1543662858.0,-1,-1,0,0.0,0.0,73.98,9.07,64.91
1543663158.0,-1,-1,0,0.0,0.0,73.98,9.24,64.74
1543663458.0,-1,-1,0,0.0,0.0,74.21,9.4,64.81
1543663710.0,2,225878,0,0.0,0.0,74.65,9.54,65.11
1543664067.0,-1,-1,0,0.0,0.0,75.08,9.74,65.34
1543664140.0,3,228052,0,0.0,0.0,75.08,9.78,65.3
1543664512.0,-1,-1,0,0.0,0.0,77.04,9.98,67.06
1543664813.0,-1,-1,0,0.0,0.0,76.83,10.15,66.68
1543665113.0,-1,-1,0,0.0,0.0,77.9,10.31,67.59
1543665412.0,-1,-1,0,0.0,0.0,77.26,10.48,66.78
1543665713.0,-1,-1,0,0.0,0.0,77.26,10.56,66.7
1543665890.0,4,235910,0,0.0,0.0,77.47,10.52,66.95
1543666263.0,-1,-1,0,0.0,0.0,75.96,10.45,65.51
1543666562.0,-1,-1,0,0.0,0.0,75.08,10.39,64.69
1543666862.0,-1,-1,0,0.0,0.0,74.42,10.33,64.09
1543667162.0,-1,-1,0,0.0,0.0,74.21,10.27,63.94
1543667462.0,-1,-1,22965,0.10001257499999999,1.2001509,74.65,10.21,64.44
1543667762.0,-1,-1,0,0.0,0.0,74.65,10.15,64.5
1543668062.0,-1,-1,0,0.0,0.0,74.21,10.09,64.12
1543668362.0,-1,-1,0,0.0,0.0,74.21,10.03,64.18
1543668661.0,-1,-1,0,0.0,0.0,74.21,9.97,64.24
1543668961.0,-1,-1,0,0.0,0.0,73.54,9.91,63.63
1543669034.0,2,236046,0,0.0,0.0,72.65,9.89,62.76
1543669368.0,4,237776,0,0.0,0.0,74.21,9.82,64.39
1543669424.0,3,238030,0,0.0,0.0,75.3,9.8,65.5
1543669797.0,-1,-1,0,0.0,0.0,75.74,9.71,66.03
1543670097.0,-1,-1,0,0.0,0.0,75.96,9.64,66.32
1543670398.0,-1,-1,2,8.71e-06,0.00010417275747508304,76.4,9.56,66.84
1543670698.0,-1,-1,0,0.0,0.0,77.26,9.49,67.77
1543670998.0,-1,-1,0,0.0,0.0,77.47,9.41,68.06
1543671298.0,-1,-1,2174,0.00946777,0.11361324,77.26,9.34,67.92
1543671598.0,-1,-1,0,0.0,0.0,77.47,9.26,68.21
1543671898.0,-1,-1,0,0.0,0.0,77.04,9.19,67.85
1543672197.0,-1,-1,0,0.0,0.0,77.04,9.11,67.93
1543672497.0,-1,-1,0,0.0,0.0,77.04,9.04,68.0
1543672797.0,-1,-1,0,0.0,0.0,77.47,8.96,68.51
1543673096.0,-1,-1,0,0.0,0.0,76.83,9.27,67.56
1543673396.0,-1,-1,7858,0.034221589999999996,0.41065907999999995,77.69,9.59,68.1
1543673696.0,-1,-1,0,0.0,0.0,77.26,9.9,67.36
1543673996.0,-1,-1,0,0.0,0.0,77.9,10.22,67.68
1543674295.0,-1,-1,0,0.0,0.0,77.26,10.53,66.73
1543674595.0,-1,-1,0,0.0,0.0,77.9,10.84,67.06
1543674895.0,-1,-1,0,0.0,0.0,78.54,11.16,67.38
1543675194.0,-1,-1,0,0.0,0.0,78.11,11.47,66.64
1543675384.0,4,264782,0,0.0,0.0,77.47,11.67,65.8
1543675756.0,-1,-1,0,0.0,0.0,76.61,12.06,64.55
1543676056.0,-1,-1,0,0.0,0.0,75.08,12.38,62.7
1543676356.0,-1,-1,0,0.0,0.0,74.65,12.69,61.96
1543676656.0,-1,-1,0,0.0,0.0,74.42,12.93,61.49
1543676955.0,-1,-1,136,0.0005922799999999999,0.007131130434782608,74.42,13.16,61.26
1543677255.0,-1,-1,0,0.0,0.0,74.42,13.38,61.04
1543677555.0,-1,-1,1730,0.00753415,0.0904098,73.76,13.61,60.15
1543677854.0,-1,-1,0,0.0,0.0,74.42,13.83,60.59
1543678154.0,-1,-1,254,0.0011061699999999999,0.013274039999999999,73.54,14.06,59.48
1543678454.0,-1,-1,0,0.0,0.0,74.65,14.28,60.37
1543678753.0,-1,-1,0,0.0,0.0,72.19,14.5,57.69
1543679053.0,-1,-1,0,0.0,0.0,73.98,14.73,59.25
1543679306.0,2,264788,0,0.0,0.0,74.65,14.92,59.73
1543679662.0,-1,-1,0,0.0,0.0,74.87,15.19,59.68
1543679725.0,4,266960,0,0.0,0.0,75.08,15.23,59.85
1543679798.0,3,267286,0,0.0,0.0,75.08,15.29,59.79
1543680171.0,-1,-1,0,0.0,0.0,76.83,15.57,61.26
1543680470.0,-1,-1,0,0.0,0.0,77.69,15.79,61.9
1543680770.0,-1,-1,0,0.0,0.0,77.47,16.02,61.45
1543681070.0,-1,-1,0,0.0,0.0,78.75,16.24,62.51
1543681143.0,4,273058,0,0.0,0.0,77.26,16.3,60.96
1543681515.0,-1,-1,0,0.0,0.0,75.96,16.58,59.38
1543681815.0,-1,-1,0,0.0,0.0,75.3,16.8,58.5
1543682114.0,-1,-1,0,0.0,0.0,74.65,17.03,57.62
1543682414.0,-1,-1,0,0.0,0.0,74.87,17.25,57.62
1543682714.0,-1,-1,0,0.0,0.0,74.42,17.48,56.94
1543683013.0,-1,-1,0,0.0,0.0,75.08,17.7,57.38
1543683313.0,-1,-1,0,0.0,0.0,74.87,17.92,56.95
1543683613.0,-1,-1,0,0.0,0.0,74.21,18.14,56.07
1543683913.0,-1,-1,26752,0.11650495999999999,1.39805952,73.98,18.19,55.79
1543684212.0,-1,-1,0,0.0,0.0,73.76,18.23,55.53
1543684512.0,-1,-1,0,0.0,0.0,73.32,18.28,55.04
1543685112.0,-1,-1,0,0.0,0.0,75.52,18.37,57.15
1543685412.0,-1,-1,0,0.0,0.0,73.32,18.41,54.91
1543685561.0,2,273058,0,0.0,0.0,73.32,18.43,54.89
1543685917.0,-1,-1,0,0.0,0.0,74.21,18.49,55.72
1543685974.0,3,275160,0,0.0,0.0,75.08,18.5,56.58
1543686330.0,-1,-1,0,0.0,0.0,76.4,18.55,57.85
1543686631.0,-1,-1,0,0.0,0.0,76.18,18.59,57.59
1543686931.0,-1,-1,0,0.0,0.0,77.04,18.64,58.4
1543687231.0,-1,-1,0,0.0,0.0,77.26,18.69,58.57
1543687531.0,-1,-1,0,0.0,0.0,77.69,18.8,58.89
1543687831.0,-1,-1,0,0.0,0.0,76.83,18.9,57.93
1543688131.0,-1,-1,6,2.613e-05,0.00031356,77.47,19.01,58.46
1543688430.0,-1,-1,0,0.0,0.0,77.26,19.11,58.15
1543688731.0,-1,-1,0,0.0,0.0,77.47,19.22,58.25
1543689031.0,-1,-1,2172,0.00945906,0.11350872,77.47,19.32,58.15
1543689234.0,4,289797,0,0.0,0.0,78.11,19.39,58.72
1543689607.0,-1,-1,326,0.00141973,0.013702487935656836,76.4,19.52,56.88
1543689907.0,-1,-1,0,0.0,0.0,75.74,19.63,56.11
1543690207.0,-1,-1,0,0.0,0.0,75.52,19.73,55.79
1543690506.0,-1,-1,0,0.0,0.0,75.3,19.84,55.46
1543690806.0,-1,-1,0,0.0,0.0,74.65,19.94,54.71
1543691106.0,-1,-1,0,0.0,0.0,74.65,19.94,54.71
1543691406.0,-1,-1,5772,0.02513706,0.30164472,75.74,19.94,55.8
1543691705.0,-1,-1,0,0.0,0.0,74.65,19.94,54.71
1543692005.0,-1,-1,0,0.0,0.0,75.08,19.94,55.14
1543692305.0,-1,-1,0,0.0,0.0,74.65,19.94,54.71
1543692605.0,-1,-1,0,0.0,0.0,73.98,19.94,54.04
1543692905.0,-1,-1,0,0.0,0.0,73.98,19.94,54.04
1543693205.0,-1,-1,0,0.0,0.0,73.98,19.94,54.04
1543693505.0,-1,-1,0,0.0,0.0,74.21,19.94,54.27
1543693805.0,-1,-1,0,0.0,0.0,74.21,19.94,54.27
1543694105.0,-1,-1,0,0.0,0.0,73.32,19.94,53.38
1543694498.0,-1,-1,0,0.0,0.0,73.32,19.94,53.38
1543694555.0,2,289933,0,0.0,0.0,73.32,19.94,53.38
1543694858.0,4,291505,0,0.0,0.0,75.52,19.94,55.58
1543694915.0,3,291759,0,0.0,0.0,74.42,19.94,54.48
1543695271.0,-1,-1,0,0.0,0.0,76.61,19.94,56.67
1543695571.0,-1,-1,0,0.0,0.0,76.4,19.94,56.46
1543695871.0,-1,-1,0,0.0,0.0,77.04,19.94,57.1
1543696172.0,-1,-1,2102,0.00915421,0.10948556810631228,77.69,19.94,57.75
1543696472.0,-1,-1,0,0.0,0.0,77.47,19.94,57.53
1543696772.0,-1,-1,0,0.0,0.0,77.9,19.94,57.96
1543697071.0,-1,-1,0,0.0,0.0,77.69,19.94,57.75
1543697371.0,-1,-1,0,0.0,0.0,77.47,19.94,57.53
1543697578.0,4,303712,0,0.0,0.0,78.11,19.94,58.17
1543697950.0,-1,-1,0,0.0,0.0,75.74,19.94,55.8
1543698250.0,-1,-1,0,0.0,0.0,75.3,19.88,55.42
1543698550.0,-1,-1,0,0.0,0.0,75.3,19.8,55.5
1543698849.0,-1,-1,0,0.0,0.0,75.52,19.73,55.79
1543699149.0,-1,-1,0,0.0,0.0,74.87,19.65,55.22
1543699450.0,-1,-1,0,0.0,0.0,74.87,19.58,55.29
1543699749.0,-1,-1,14637,0.063744135,0.7674879130434782,74.65,19.5,55.15
1543700049.0,-1,-1,0,0.0,0.0,75.08,19.43,55.65
1543700349.0,-1,-1,0,0.0,0.0,74.42,19.35,55.07
1543700649.0,-1,-1,0,0.0,0.0,73.98,19.28,54.7
1543700949.0,-1,-1,0,0.0,0.0,74.42,19.2,55.22
1543701249.0,-1,-1,0,0.0,0.0,73.98,19.13,54.85
1543701549.0,-1,-1,0,0.0,0.0,74.21,19.05,55.16
1543701848.0,-1,-1,0,0.0,0.0,74.42,18.85,55.57
1543702148.0,-1,-1,0,0.0,0.0,74.42,18.63,55.79
1543702449.0,-1,-1,0,0.0,0.0,73.54,18.4,55.14
1543702749.0,-1,-1,0,0.0,0.0,73.09,18.18,54.91
1543702984.0,2,303713,0,0.0,0.0,73.54,18.0,55.54
1543703314.0,4,305419,0,0.0,0.0,74.87,17.75,57.12
1543703370.0,3,305673,0,0.0,0.0,74.65,17.71,56.94
1543703727.0,-1,-1,0,0.0,0.0,76.4,17.44,58.96
1543704027.0,-1,-1,0,0.0,0.0,76.61,17.22,59.39
1543704328.0,-1,-1,0,0.0,0.0,77.04,16.99,60.05
1543704628.0,-1,-1,0,0.0,0.0,76.83,16.77,60.06
1543704928.0,-1,-1,0,0.0,0.0,78.11,16.54,61.57
1543705227.0,-1,-1,136,0.0005922799999999999,0.007131130434782608,77.69,16.34,61.35
1543705366.0,4,314632,0,0.0,0.0,77.9,16.35,61.55
1543705723.0,-1,-1,1572,0.006846059999999999,0.06903589915966385,76.61,16.37,60.24
1543706023.0,-1,-1,0,0.0,0.0,74.87,16.38,58.49
1543706322.0,-1,-1,254,0.0011061699999999999,0.013318434782608694,75.3,16.4,58.9
1543706622.0,-1,-1,0,0.0,0.0,75.52,16.41,59.11
