Stove type: Laser 530,,Latitude of the PUMA device location,[64.8388],Longitude of the PUMA device location,[-148.064],,,
1544139772.0,-1,-1,0,0.0,0.0,67.09,9.86,57.23
1544140072.0,-1,-1,0,0.0,0.0,67.09,9.86,57.23
1544140373.0,-1,-1,0,0.0,0.0,67.09,9.86,57.23
1544140429.0,1,57347,0,0.0,0.0,66.85,9.86,56.99
1544140725.0,4,59704,0,0.0,0.0,66.85,9.86,56.99
1544140782.0,2,60061,0,0.0,0.0,66.13,9.86,56.27
1544141139.0,-1,-1,0,0.0,0.0,68.51,10.06,58.45
1544141439.0,-1,-1,0,0.0,0.0,68.51,10.24,58.27
1544141728.0,4,66030,0,0.0,0.0,69.68,10.42,59.26
1544142085.0,-1,-1,0,0.0,0.0,69.45,10.63,58.82
1544142385.0,-1,-1,0,0.0,0.0,68.04,10.81,57.23
1544142686.0,-1,-1,0,0.0,0.0,69.21,10.99,58.22
1544142986.0,-1,-1,0,0.0,0.0,68.04,11.17,56.87
1544143286.0,-1,-1,0,0.0,0.0,66.61,11.35,55.26
1544143586.0,-1,-1,0,0.0,0.0,69.21,11.53,57.68
1544143887.0,-1,-1,0,0.0,0.0,67.8,11.71,56.09
1544144187.0,-1,-1,0,0.0,0.0,67.57,11.89,55.68
1544144487.0,-1,-1,422,0.001226754,0.014721048,67.57,12.08,55.49
1544144787.0,-1,-1,0,0.0,0.0,67.09,12.29,54.8
1544145087.0,-1,-1,2357,0.0068517989999999996,0.082221588,66.85,12.5,54.35
1544145144.0,1,66093,0,0.0,0.0,66.85,12.54,54.31
1544145447.0,2,68510,357,0.001037799,0.012330285148514851,67.57,12.75,54.82
1544145806.0,-1,-1,0,0.0,0.0,68.28,13.0,55.28
1544146106.0,-1,-1,0,0.0,0.0,68.98,13.21,55.77
1544146406.0,-1,-1,0,0.0,0.0,69.21,13.42,55.79
1544146641.0,4,76048,5969,0.017351883,0.26581607999999995,68.98,13.59,55.39
1544146999.0,-1,-1,0,0.0,0.0,69.21,13.84,55.37
1544147299.0,-1,-1,0,0.0,0.0,68.28,14.05,54.23
1544147599.0,-1,-1,0,0.0,0.0,68.98,14.26,54.72
1544147899.0,-1,-1,0,0.0,0.0,68.51,14.47,54.04
1544148199.0,-1,-1,0,0.0,0.0,68.28,14.68,53.6
1544148500.0,-1,-1,0,0.0,0.0,67.33,14.89,52.44
1544148800.0,-1,-1,0,0.0,0.0,67.57,15.1,52.47
1544149100.0,-1,-1,0,0.0,0.0,67.09,15.31,51.78
1544149400.0,-1,-1,0,0.0,0.0,67.09,15.52,51.57
1544149517.0,1,76049,0,0.0,0.0,66.85,15.6,51.25
1544149844.0,4,78748,0,0.0,0.0,67.57,15.83,51.74
1544149901.0,2,79107,0,0.0,0.0,67.33,15.87,51.46
1544150258.0,-1,-1,63,0.000183141,0.0018468,69.21,16.12,53.09
1544150558.0,-1,-1,0,0.0,0.0,68.28,16.33,51.95
1544150858.0,-1,-1,2417,0.007026218999999999,0.08431462799999999,68.98,16.54,52.44
1544150976.0,4,85890,0,0.0,0.0,69.45,16.62,52.83
1544151333.0,-1,-1,0,0.0,0.0,68.98,16.87,52.11
1544151633.0,-1,-1,0,0.0,0.0,68.75,17.07,51.68
1544151934.0,-1,-1,0,0.0,0.0,68.98,17.21,51.77
1544152234.0,-1,-1,7538,0.021912966,0.262955592,68.28,17.35,50.93
1544152535.0,-1,-1,0,0.0,0.0,68.28,17.48,50.8
1544152835.0,-1,-1,0,0.0,0.0,68.51,17.62,50.89
1544153135.0,-1,-1,0,0.0,0.0,67.57,17.75,49.82
1544153436.0,-1,-1,0,0.0,0.0,67.09,17.89,49.2
1544153736.0,-1,-1,0,0.0,0.0,67.09,18.02,49.07
1544153793.0,1,86362,0,0.0,0.0,66.61,18.05,48.56
1544154074.0,4,88601,0,0.0,0.0,67.57,18.17,49.4
1544154134.0,2,88977,0,0.0,0.0,67.8,18.2,49.6
1544154490.0,-1,-1,0,0.0,0.0,68.28,18.36,49.92
1544154791.0,-1,-1,0,0.0,0.0,68.28,18.5,49.78
1544155091.0,-1,-1,1,2.907e-06,3.4884e-05,68.98,18.63,50.35
1544155188.0,4,95629,0,0.0,0.0,69.21,18.67,50.54
1544155544.0,-1,-1,2699,0.007845992999999999,0.07934150224719101,68.75,18.77,49.98
1544155845.0,-1,-1,0,0.0,0.0,68.51,18.84,49.67
1544156145.0,-1,-1,359,0.0010436129999999999,0.012523356,69.21,18.92,50.29
1544156445.0,-1,-1,0,0.0,0.0,68.28,18.99,49.29
1544156745.0,-1,-1,0,0.0,0.0,68.04,19.07,48.97
1544157046.0,-1,-1,0,0.0,0.0,66.13,19.14,46.99
1544157346.0,-1,-1,0,0.0,0.0,67.8,19.22,48.58
1544157647.0,-1,-1,6783,0.019718180999999998,0.23583206511627905,67.33,19.29,48.04
1544157826.0,1,95629,0,0.0,0.0,65.4,19.34,46.06
1544158154.0,2,98327,0,0.0,0.0,67.8,19.42,48.38
1544158511.0,-1,-1,0,0.0,0.0,68.04,19.51,48.53
1544158811.0,-1,-1,0,0.0,0.0,68.75,19.58,49.17
1544159111.0,-1,-1,0,0.0,0.0,68.75,19.64,49.11
1544159250.0,4,105242,0,0.0,0.0,69.91,19.67,50.24
1544159607.0,-1,-1,0,0.0,0.0,68.28,19.74,48.54
1544159907.0,-1,-1,0,0.0,0.0,67.8,19.8,48.0
1544160207.0,-1,-1,0,0.0,0.0,68.51,19.86,48.65
1544160508.0,-1,-1,0,0.0,0.0,66.85,19.92,46.93
1544160808.0,-1,-1,472,0.0013721039999999999,0.016465248,68.28,19.98,48.3
1544161108.0,-1,-1,0,0.0,0.0,66.85,20.04,46.81
1544161408.0,-1,-1,2239,0.006508773,0.078105276,66.61,20.1,46.51
1544161709.0,-1,-1,0,0.0,0.0,67.33,20.16,47.17
1544161908.0,1,105245,376,0.0010930319999999999,0.019773443216080402,65.89,20.2,45.69
1544162235.0,4,107940,0,0.0,0.0,67.8,20.27,47.53
1544162292.0,2,108296,0,0.0,0.0,67.8,20.28,47.52
1544162648.0,-1,-1,0,0.0,0.0,68.51,20.29,48.22
1544162949.0,-1,-1,0,0.0,0.0,69.21,20.27,48.94
1544163249.0,-1,-1,6652,0.019337364,0.232048368,68.75,20.26,48.49
1544163495.0,4,115886,0,0.0,0.0,69.68,20.25,49.43
1544163852.0,-1,-1,0,0.0,0.0,68.98,20.23,48.75
1544164152.0,-1,-1,0,0.0,0.0,69.21,20.21,49.0
1544164452.0,-1,-1,0,0.0,0.0,69.45,20.2,49.25
1544164753.0,-1,-1,0,0.0,0.0,68.28,20.18,48.1
1544165053.0,-1,-1,0,0.0,0.0,67.8,20.17,47.63
1544165353.0,-1,-1,0,0.0,0.0,67.8,20.15,47.65
1544165653.0,-1,-1,0,0.0,0.0,67.09,20.14,46.95
1544165953.0,-1,-1,0,0.0,0.0,66.85,20.12,46.73
1544169627.0,-1,-1,0,0.0,0.0,66.85,20.83,46.02
1544169928.0,-1,-1,2698,0.007843085999999999,0.09380435083056478,67.09,20.74,46.35
1544170228.0,-1,-1,0,0.0,0.0,67.33,20.65,46.68
1544170367.0,1,124256,0,0.0,0.0,66.85,20.61,46.24
1544170694.0,4,126955,0,0.0,0.0,67.57,20.51,47.06
1544170751.0,2,127313,0,0.0,0.0,68.04,20.49,47.55
1544171108.0,-1,-1,6915,0.020101905,0.2027082857142857,68.98,20.39,48.59
1544171408.0,-1,-1,0,0.0,0.0,68.75,20.3,48.45
1544171708.0,-1,-1,0,0.0,0.0,69.21,20.21,49.0
1544171878.0,4,134424,0,0.0,0.0,68.98,20.16,48.82
1544172235.0,-1,-1,0,0.0,0.0,69.45,20.05,49.4
1544172535.0,-1,-1,0,0.0,0.0,68.28,19.96,48.32
1544172835.0,-1,-1,0,0.0,0.0,68.98,19.87,49.11
1544173136.0,-1,-1,0,0.0,0.0,68.51,19.78,48.73
1544173436.0,-1,-1,0,0.0,0.0,67.8,19.75,48.05
1544173736.0,-1,-1,0,0.0,0.0,67.33,19.73,47.6
1544174037.0,-1,-1,3,8.721e-06,0.00010430431893687707,68.28,19.72,48.56
1544174337.0,-1,-1,0,0.0,0.0,67.33,19.7,47.63
1544174638.0,-1,-1,2695,0.007834365,0.0937000465116279,67.8,19.69,48.11
1544174785.0,1,134426,0,0.0,0.0,66.85,19.68,47.17
1544175113.0,4,137133,356,0.001034892,0.011358570731707316,67.33,19.66,47.67
1544175170.0,2,137490,0,0.0,0.0,67.09,19.66,47.43
1544175526.0,-1,-1,0,0.0,0.0,68.98,19.64,49.34
1544175827.0,-1,-1,0,0.0,0.0,68.51,19.63,48.88
1544176127.0,-1,-1,0,0.0,0.0,70.6,19.61,50.99
1544176342.0,4,144888,7590,0.022064129999999998,0.36944589767441854,68.98,19.6,49.38
1544176698.0,-1,-1,0,0.0,0.0,68.28,19.59,48.69
1544176998.0,-1,-1,0,0.0,0.0,69.21,19.63,49.58
1544177298.0,-1,-1,0,0.0,0.0,68.98,19.7,49.28
1544177599.0,-1,-1,0,0.0,0.0,68.98,19.78,49.2
1544177899.0,-1,-1,0,0.0,0.0,69.21,19.85,49.36
1544178199.0,-1,-1,0,0.0,0.0,67.57,19.93,47.64
1544178500.0,-1,-1,0,0.0,0.0,67.09,20.0,47.09
1544178800.0,-1,-1,0,0.0,0.0,67.09,20.08,47.01
1544179100.0,-1,-1,0,0.0,0.0,67.57,20.16,47.41
1544179400.0,-1,-1,0,0.0,0.0,66.37,20.23,46.14
1544179700.0,-1,-1,0,0.0,0.0,66.85,20.3,46.55
1544179799.0,1,144890,0,0.0,0.0,67.09,20.33,46.76
1544180130.0,2,147634,8370,0.02433159,0.2646336072507553,67.57,20.41,47.16
1544180487.0,-1,-1,0,0.0,0.0,68.28,20.53,47.75
1544180787.0,-1,-1,2699,0.007845992999999999,0.09415191599999999,69.45,20.69,48.76
1544180945.0,4,152774,0,0.0,0.0,69.21,20.78,48.43
1544181302.0,-1,-1,358,0.001040706,0.010494514285714285,67.8,20.98,46.82
1544181602.0,-1,-1,0,0.0,0.0,68.75,21.14,47.61
1544181902.0,-1,-1,0,0.0,0.0,68.04,21.31,46.73
1544182203.0,-1,-1,0,0.0,0.0,67.8,21.47,46.33
1544182503.0,-1,-1,0,0.0,0.0,68.75,21.64,47.11
1544182803.0,-1,-1,7111,0.020671677,0.24806012399999997,68.51,21.8,46.71
1544183103.0,-1,-1,0,0.0,0.0,68.04,21.97,46.07
1544183403.0,-1,-1,0,0.0,0.0,63.44,22.13,41.31
1544183703.0,-1,-1,0,0.0,0.0,67.57,22.3,45.27
1544184075.0,-1,-1,0,0.0,0.0,65.89,22.48,43.41
1544184375.0,-1,-1,0,0.0,0.0,68.28,22.54,45.74
1544184432.0,1,152816,0,0.0,0.0,68.04,22.55,45.49
1544184759.0,2,155514,0,0.0,0.0,67.33,22.61,44.72
1544185114.0,-1,-1,0,0.0,0.0,69.45,22.68,46.77
1544185415.0,-1,-1,0,0.0,0.0,68.51,22.74,45.77
1544185715.0,-1,-1,0,0.0,0.0,68.98,22.8,46.18
1544185946.0,4,163000,2,5.814e-06,9.06077922077922e-05,69.68,22.85,46.83
1544186303.0,-1,-1,0,0.0,0.0,68.75,22.92,45.83
1544186603.0,-1,-1,2707,0.007869249,0.09443098800000001,68.98,22.98,46.0
1544186904.0,-1,-1,0,0.0,0.0,68.75,23.04,45.71
1544187204.0,-1,-1,357,0.001037799,0.012453588,68.75,23.1,45.65
1544187504.0,-1,-1,0,0.0,0.0,66.85,23.16,43.69
1544187804.0,-1,-1,0,0.0,0.0,68.28,23.25,45.03
1544188104.0,-1,-1,0,0.0,0.0,67.8,23.36,44.44
1544188405.0,-1,-1,0,0.0,0.0,67.8,23.46,44.34
1544188705.0,-1,-1,7398,0.021505985999999998,0.258071832,67.33,23.57,43.76
1544189005.0,-1,-1,0,0.0,0.0,67.33,23.67,43.66
1544189293.0,1,163002,0,0.0,0.0,66.61,23.77,42.84
1544189624.0,4,165740,0,0.0,0.0,66.61,23.89,42.72
1544189680.0,2,166097,0,0.0,0.0,68.28,23.91,44.37
1544190037.0,-1,-1,0,0.0,0.0,68.51,24.03,44.48
1544190337.0,-1,-1,0,0.0,0.0,69.45,24.14,45.31
1544190628.0,4,172074,0,0.0,0.0,69.45,24.24,45.21
1544190985.0,-1,-1,0,0.0,0.0,68.98,24.36,44.62
1544191285.0,-1,-1,0,0.0,0.0,68.98,24.44,44.54
1544191586.0,-1,-1,0,0.0,0.0,68.28,24.42,43.86
1544191886.0,-1,-1,0,0.0,0.0,68.51,24.41,44.1
1544192186.0,-1,-1,0,0.0,0.0,66.85,24.39,42.46
1544192486.0,-1,-1,2,5.814e-06,6.9768e-05,67.33,24.38,42.95
1544192786.0,-1,-1,0,0.0,0.0,67.09,24.36,42.73
1544193086.0,-1,-1,2744,0.007976808,0.095721696,66.85,24.35,42.5
1544193387.0,-1,-1,0,0.0,0.0,66.85,24.33,42.52
1544193443.0,1,172612,0,0.0,0.0,66.61,24.33,42.28
1544193715.0,4,174776,0,0.0,0.0,67.57,24.31,43.26
1544193772.0,2,175134,5140,0.014941979999999999,0.9437039999999999,67.8,24.31,43.49
1544194129.0,-1,-1,0,0.0,0.0,68.51,24.29,44.22
1544194429.0,-1,-1,0,0.0,0.0,68.98,24.28,44.7
1544194729.0,-1,-1,0,0.0,0.0,68.75,24.26,44.49
1544194872.0,4,182074,0,0.0,0.0,69.21,24.23,44.98
1544195232.0,-1,-1,0,0.0,0.0,68.75,24.09,44.66
1544195532.0,-1,-1,0,0.0,0.0,68.75,23.97,44.78
1544195832.0,-1,-1,0,0.0,0.0,68.75,23.85,44.9
1544196132.0,-1,-1,0,0.0,0.0,68.04,23.73,44.31
1544196432.0,-1,-1,0,0.0,0.0,67.8,23.61,44.19
1544196733.0,-1,-1,0,0.0,0.0,66.61,23.49,43.12
1544197033.0,-1,-1,0,0.0,0.0,66.61,23.37,43.24
1544197333.0,-1,-1,0,0.0,0.0,67.33,23.25,44.08
1544197588.0,1,182074,42,0.000122094,0.00172368,67.09,23.14,43.95
1544197916.0,2,184776,0,0.0,0.0,66.85,23.01,43.84
1544198271.0,-1,-1,2698,0.007843085999999999,0.07953551999999998,68.51,22.87,45.64
1544198572.0,-1,-1,0,0.0,0.0,69.45,22.75,46.7
1544198772.0,4,190172,0,0.0,0.0,69.68,22.67,47.01
1544199139.0,-1,-1,0,0.0,0.0,68.75,22.52,46.23
1544199439.0,-1,-1,0,0.0,0.0,68.51,22.4,46.11
1544199739.0,-1,-1,7486,0.021761802,0.261141624,68.28,22.28,46.0
1544200039.0,-1,-1,0,0.0,0.0,68.04,22.16,45.88
1544200340.0,-1,-1,0,0.0,0.0,67.33,22.04,45.29
1544200640.0,-1,-1,0,0.0,0.0,67.33,21.92,45.41
1544200940.0,-1,-1,0,0.0,0.0,66.85,21.8,45.05
1544200996.0,1,190207,0,0.0,0.0,67.33,21.78,45.55
1544201318.0,4,192838,0,0.0,0.0,68.04,21.65,46.39
1544201373.0,2,193185,0,0.0,0.0,68.51,21.63,46.88
1544201730.0,-1,-1,0,0.0,0.0,67.8,21.49,46.31
1544202030.0,-1,-1,0,0.0,0.0,68.75,21.38,47.37
1544202330.0,-1,-1,0,0.0,0.0,68.75,21.4,47.35
1544202428.0,4,199843,0,0.0,0.0,69.21,21.4,47.81
1544202785.0,-1,-1,2,5.814e-06,5.862857142857142e-05,69.21,21.42,47.79
1544203085.0,-1,-1,0,0.0,0.0,69.68,21.43,48.25
1544203512.0,4,199843,2738,0.007959365999999999,0.06710472505854799,68.51,21.46,47.05
1544203571.0,1,199843,0,0.0,0.0,68.28,21.46,46.82
1544203886.0,4,202397,357,0.001037799,0.011860560000000001,69.45,21.47,47.98
1544203943.0,2,202753,0,0.0,0.0,70.83,21.48,49.35
1544204021.0,4,203248,0,0.0,0.0,69.45,21.48,47.97
1544204378.0,-1,-1,0,0.0,0.0,68.98,21.5,47.48
1544204679.0,-1,-1,5977,0.017375138999999998,0.2078089714285714,69.45,21.51,47.94
1544204979.0,-1,-1,0,0.0,0.0,68.98,21.53,47.45
1544205279.0,-1,-1,0,0.0,0.0,69.21,21.54,47.67
1544205580.0,-1,-1,0,0.0,0.0,69.91,21.56,48.35
1544205880.0,-1,-1,0,0.0,0.0,68.51,21.56,46.95
1544206180.0,-1,-1,0,0.0,0.0,68.28,21.56,46.72
1544206480.0,-1,-1,0,0.0,0.0,68.51,21.56,46.95
1544206780.0,-1,-1,0,0.0,0.0,68.04,21.56,46.48
1544207080.0,-1,-1,0,0.0,0.0,68.51,21.56,46.95
1544207381.0,-1,-1,0,0.0,0.0,68.75,21.56,47.19
1544207681.0,-1,-1,0,0.0,0.0,67.8,21.56,46.24
1544207981.0,-1,-1,538,0.001563966,0.018767592,68.28,21.56,46.72
1544208281.0,-1,-1,0,0.0,0.0,68.28,21.56,46.72
1544208581.0,-1,-1,2164,0.006290748,0.075488976,68.51,21.56,46.95
1544208881.0,-1,-1,0,0.0,0.0,68.04,21.56,46.48
1544209182.0,-1,-1,358,0.001040706,0.012446982059800665,68.28,21.56,46.72
1544209482.0,-1,-1,0,0.0,0.0,68.04,21.56,46.48
1544209782.0,-1,-1,0,0.0,0.0,68.28,21.56,46.72
1544210082.0,-1,-1,0,0.0,0.0,67.8,21.56,46.24
1544210382.0,-1,-1,0,0.0,0.0,67.09,21.56,45.53
1544210683.0,-1,-1,6940,0.020174579999999998,0.24129065780730893,67.8,21.56,46.24
1544210983.0,-1,-1,0,0.0,0.0,67.8,21.56,46.24
1544211283.0,-1,-1,0,0.0,0.0,67.57,21.56,46.01
1544211583.0,-1,-1,0,0.0,0.0,67.57,21.56,46.01
1544211883.0,-1,-1,0,0.0,0.0,68.04,21.56,46.48
1544212183.0,-1,-1,0,0.0,0.0,66.85,21.56,45.29
1544212484.0,-1,-1,0,0.0,0.0,67.09,21.56,45.53
1544212784.0,-1,-1,0,0.0,0.0,67.57,21.56,46.01
1544213085.0,-1,-1,0,0.0,0.0,67.57,21.75,45.82
1544213385.0,-1,-1,0,0.0,0.0,67.09,21.94,45.15
1544213685.0,-1,-1,0,0.0,0.0,66.37,22.14,44.23
1544213986.0,-1,-1,2702,0.007854714,0.09394342325581397,67.57,22.33,45.24
1544214286.0,-1,-1,0,0.0,0.0,66.85,22.53,44.32
1544214586.0,-1,-1,0,0.0,0.0,66.85,22.72,44.13
1544214886.0,-1,-1,0,0.0,0.0,67.09,22.92,44.17
1544215187.0,-1,-1,5396,0.015686171999999998,0.18760870166112956,66.37,23.11,43.26
1544215487.0,-1,-1,0,0.0,0.0,66.85,23.31,43.54
1544215543.0,1,203400,0,0.0,0.0,67.09,23.34,43.75
1544215867.0,2,206054,0,0.0,0.0,68.04,23.55,44.49
1544216224.0,-1,-1,0,0.0,0.0,68.51,23.79,44.72
1544216397.0,4,209399,0,0.0,0.0,69.91,23.9,46.01
1544216754.0,-1,-1,0,0.0,0.0,68.51,24.02,44.49
1544217054.0,-1,-1,0,0.0,0.0,69.91,24.13,45.78
1544217355.0,-1,-1,0,0.0,0.0,67.09,24.23,42.86
1544217655.0,-1,-1,35,0.000101745,0.0012209399999999998,67.33,24.34,42.99
1544217955.0,-1,-1,0,0.0,0.0,68.04,24.44,43.6
1544218256.0,-1,-1,2631,0.007648317,0.09147488770764119,67.33,24.55,42.78
1544218556.0,-1,-1,0,0.0,0.0,67.33,24.65,42.68
1544218856.0,-1,-1,347,0.0010087289999999999,0.012104747999999999,67.57,24.76,42.81
1544219156.0,-1,-1,0,0.0,0.0,67.09,24.86,42.23
1544219456.0,-1,-1,0,0.0,0.0,68.04,24.97,43.07
1544219757.0,-1,-1,0,0.0,0.0,67.8,25.07,42.73
1544220057.0,-1,-1,0,0.0,0.0,67.09,25.16,41.93
1544220357.0,-1,-1,6658,0.019354806,0.23225767199999997,66.85,25.16,41.69
1544220658.0,-1,-1,0,0.0,0.0,67.33,25.16,42.17
