Stove type: Laser 73/730,,Latitude of the PUMA device location,[64.8496],Longitude of the PUMA device location,[-147.715],,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PUMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Number of clicks,US gallons,US gallons per hour,F,F,F
1543414116.0,4,0,0,0.0,0.0,73.09,2.15,70.94
1543429271.0,1,488,488,0.001643584,0.00039042576047509074,75.74,6.3,69.44
1543429529.0,2,4148,3660,0.01232688,0.17200297674418605,90.13,6.24,83.89
1543429585.0,4,4317,169,0.000569192,0.03659091428571429,76.4,6.22,70.18
1543429943.0,-1,-1,0,0.0,0.0,69.21,6.13,63.08
1543430026.0,1,4317,0,0.0,0.0,68.51,6.11,62.4
1543430382.0,-1,-1,0,0.0,0.0,69.21,6.02,63.19
1543430682.0,-1,-1,0,0.0,0.0,71.06,5.95,65.11
1543430982.0,-1,-1,0,0.0,0.0,71.97,5.87,66.1
1543431282.0,-1,-1,0,0.0,0.0,71.74,5.8,65.94
1543431481.0,2,23822,19505,0.06569284,1.1884131859296483,72.42,5.75,66.67
1543431834.0,1,26645,2823,0.009507864000000001,0.0969640521246459,70.14,5.74,64.4
1543432191.0,-1,-1,0,0.0,0.0,72.19,5.78,66.41
1543432301.0,2,33279,6634,0.022343312,0.7312356654545454,71.29,5.79,65.5
1543432661.0,-1,-1,0,0.0,0.0,69.68,5.83,63.85
1543432717.0,1,36825,3546,0.011942928,0.7677596571428572,70.14,5.83,64.31
1543433001.0,2,40861,4036,0.013593248,0.17230877746478873,72.65,5.86,66.79
1543433356.0,-1,-1,0,0.0,0.0,69.68,5.9,63.78
1543433412.0,1,44249,3388,0.011410784,0.7335503999999999,68.51,5.9,62.61
1543433727.0,2,48728,4479,0.015085272,0.17240310857142857,71.97,5.93,66.04
1543434083.0,-1,-1,0,0.0,0.0,69.68,5.97,63.71
1543434142.0,1,52292,3564,0.012003552,0.7324201220338984,70.14,5.97,64.17
1543434465.0,4,56896,4604,0.015506272000000001,0.17282532260061922,73.32,6.01,67.31
1543434522.0,2,57347,451,0.001518968,0.09593482105263158,72.19,6.01,66.18
1543434871.0,1,60134,2787,0.009386616,0.09682469226361032,69.91,6.05,63.86
1543435578.0,-1,-1,0,0.0,0.0,69.45,6.21,63.24
1543435647.0,1,68486,8352,0.028129536,1.4676279652173914,69.91,6.24,63.67
1543435965.0,2,73011,4525,0.0152402,0.17253056603773584,71.74,6.35,65.39
1543436322.0,-1,-1,0,0.0,0.0,68.51,6.47,62.04
1543436382.0,1,76333,3322,0.011188496000000001,0.67130976,69.45,6.49,62.96
1543436667.0,2,80389,4056,0.013660608000000001,0.17255504842105263,72.87,6.59,66.28
1543437024.0,-1,-1,0,0.0,0.0,69.21,6.72,62.49
1543437081.0,1,83701,3312,0.011154816000000001,0.7045146947368421,69.68,6.74,62.94
1543437359.0,2,87666,3965,0.01335412,0.17293105035971224,72.65,6.84,65.81
1543437714.0,-1,-1,0,0.0,0.0,69.91,6.96,62.95
1543437784.0,1,91052,3386,0.011404048,0.5864938971428572,69.45,6.98,62.47
1543438100.0,2,95548,4496,0.015142528,0.17250981265822785,72.42,7.09,65.33
1543438455.0,-1,-1,0,0.0,0.0,70.37,7.22,63.15
1543438542.0,1,99073,3525,0.011872200000000001,0.4912634482758621,69.91,7.25,62.66
1543438848.0,2,103426,4353,0.014660904,0.17248122352941178,72.87,7.35,65.52
1543439207.0,-1,-1,0,0.0,0.0,69.68,7.44,62.24
1543439310.0,1,107110,3684,0.012407712000000001,0.4336676038834952,69.21,7.47,61.74
1543439625.0,2,111592,4482,0.015095376,0.17251858285714286,72.19,7.55,64.64
1543439992.0,-1,-1,0,0.0,0.0,70.14,7.64,62.5
1543440096.0,1,115350,3758,0.012656944000000002,0.4381249846153847,69.91,7.66,62.25
1543440409.0,2,119804,4454,0.015001072,0.17253629137380191,74.87,7.74,67.13
1543440768.0,-1,-1,0,0.0,0.0,69.68,7.83,61.85
1543440904.0,1,123750,3946,0.013290128,0.3517975058823529,70.37,7.87,62.5
1543441181.0,2,127703,3953,0.013313704,0.1730300880866426,72.65,7.94,64.71
1543441537.0,-1,-1,0,0.0,0.0,69.68,8.02,61.66
1543441675.0,1,131643,3940,0.013269920000000001,0.3461718260869565,70.37,8.06,62.31
1543441931.0,2,135273,3630,0.01222584,0.171925875,72.87,8.12,64.75
1543442286.0,-1,-1,0,0.0,0.0,69.68,8.21,61.47
1543442432.0,1,139274,4001,0.013475368000000001,0.3322693479452055,70.14,8.25,61.89
1543442673.0,2,142703,3429,0.011548872,0.1725142705394191,71.74,8.31,63.43
1543443030.0,-1,-1,0,0.0,0.0,69.91,8.4,61.51
1543443133.0,1,146365,3662,0.012333616,0.43107784077669903,69.21,8.42,60.79
1543443379.0,2,149864,3499,0.011784632000000001,0.1724580292682927,72.65,8.48,64.17
1543443735.0,-1,-1,0,0.0,0.0,69.21,8.57,60.64
1543443851.0,1,153629,3765,0.01268052,0.3935333793103448,69.91,8.6,61.31
1543444093.0,2,157084,3455,0.011636440000000001,0.1731040661157025,72.19,8.66,63.53
1543444450.0,-1,-1,0,0.0,0.0,69.68,8.75,60.93
1543444565.0,1,160847,3763,0.012673784,0.3967445426086957,69.91,8.78,61.13
1543444800.0,2,164190,3343,0.011259224,0.17248172936170214,72.42,8.84,63.58
1543445159.0,-1,-1,0,0.0,0.0,70.6,8.93,61.67
1543445280.0,1,168018,3828,0.012892704000000001,0.38358458181818184,70.14,8.96,61.18
1543445528.0,4,171548,3530,0.01188904,0.17258283870967742,72.42,9.02,63.4
1543445588.0,2,172024,476,0.001603168,0.09619008,72.19,9.04,63.15
1543445945.0,-1,-1,0,0.0,0.0,70.14,9.13,61.01
1543446001.0,1,175320,3296,0.011100928000000001,0.7136310857142858,70.37,9.14,61.23
1543446276.0,2,179245,3925,0.013219400000000001,0.17305396363636363,72.19,9.21,62.98
1543446633.0,-1,-1,0,0.0,0.0,71.06,9.3,61.76
1543446787.0,1,183315,4070,0.013707760000000001,0.32044114285714287,69.91,9.34,60.57
1543446985.0,2,186146,2831,0.009534808,0.17336014545454548,73.09,9.39,63.7
1543447042.0,4,186559,413,0.001390984,0.08785162105263158,71.52,9.4,62.12
1543447099.0,2,186992,433,0.001458344,0.09210593684210526,70.6,9.41,61.19
1543447160.0,4,187476,484,0.0016301120000000002,0.096203331147541,70.6,9.43,61.17
1543447219.0,2,187943,467,0.001572856,0.0959708745762712,70.14,9.44,60.7
1543447365.0,4,189108,1165,0.00392372,0.0967492602739726,69.21,9.48,59.73
1543447422.0,2,189559,451,0.001518968,0.09593482105263158,69.68,9.5,60.18
1543447478.0,1,190220,661,0.002226248,0.14311594285714288,70.37,9.51,60.86
1543447556.0,4,191315,1095,0.00368796,0.17021353846153847,71.97,9.53,62.44
1543447613.0,1,192040,725,0.0024418,0.15421894736842107,71.74,9.54,62.2
1543447669.0,4,192613,573,0.001929864,0.12406268571428573,73.09,9.56,63.53
1543447753.0,2,192857,244,0.000821792,0.03521965714285714,72.19,9.58,62.61
1543447809.0,4,192997,140,0.00047152,0.030312000000000002,71.29,9.59,61.7
1543447874.0,2,193206,209,0.000703912,0.03898589538461539,71.06,9.61,61.45
1543447930.0,4,193409,203,0.000683704,0.0439524,70.6,9.62,60.98
