Stove type: Laser 73/730,,Latitude of the PUMA device location,[64.83624],Longitude of the PUMA device location,[-147.929],,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PUMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Number of clicks,US gallons,US gallons per hour,F,F,F
1545157098.0,4,0,0,0.0,0.0,63.93,0.91,63.02
1545157445.0,-1,-1,0,0.0,0.0,58.82,0.93,57.89
1545157491.0,2,416,416,0.001401088,0.1096503652173913,58.82,0.93,57.89
1545157838.0,-1,-1,0,0.0,0.0,70.37,0.95,69.42
1545158139.0,-1,-1,0,0.0,0.0,65.4,0.97,64.43
1545158439.0,-1,-1,0,0.0,0.0,65.65,0.98,64.67
1545158739.0,-1,-1,0,0.0,0.0,65.89,1.0,64.89
1545159039.0,-1,-1,0,0.0,0.0,65.16,1.01,64.15
1545159130.0,4,12714,12298,0.041419664,1.6385801142857144,66.61,1.02,65.59
1545159488.0,-1,-1,0,0.0,0.0,61.16,1.03,60.13
1545159756.0,1,12718,4,1.3472e-05,0.00018096716417910448,58.02,1.06,56.96
1545159804.0,2,13265,547,0.0018422960000000002,0.13817220000000002,58.55,1.06,57.49
1545159970.0,1,14518,1253,0.0042201040000000006,0.09152032771084338,57.21,1.08,56.13
1545160230.0,2,18200,3682,0.012400976000000001,0.17170582153846153,65.89,1.1,64.79
1545160575.0,-1,-1,0,0.0,0.0,66.37,1.14,65.23
1545160630.0,4,20840,2640,0.00889152,0.5819904,66.13,1.14,64.99
1545160989.0,-1,-1,0,0.0,0.0,60.13,1.18,58.95
1545161195.0,1,20840,0,0.0,0.0,58.02,1.2,56.82
1545161251.0,2,21441,601,0.0020241680000000002,0.13012508571428572,58.55,1.21,57.34
1545161408.0,1,22625,1184,0.003987712,0.09143798216560509,57.48,1.22,56.26
1545161668.0,2,26315,3690,0.01242792,0.1720788923076923,66.61,1.25,65.36
1545162015.0,-1,-1,0,0.0,0.0,66.85,1.28,65.57
1545162243.0,4,30631,4316,0.014536288000000001,0.22952033684210527,66.37,1.3,65.07
1545162590.0,-1,-1,0,0.0,0.0,60.39,1.34,59.05
1545162866.0,1,30637,6,2.0208e-05,0.0002635826086956522,57.75,1.37,56.38
1545162912.0,2,31169,532,0.0017917760000000001,0.14022594782608697,58.82,1.37,57.45
1545163078.0,1,32418,1249,0.004206632,0.09122816385542169,56.94,1.39,55.55
1545163339.0,2,36123,3705,0.01247844,0.17211641379310347,66.37,1.41,64.96
1545163608.0,4,38139,2016,0.006789888,0.09086838959107807,67.33,1.42,65.91
1545163955.0,-1,-1,0,0.0,0.0,61.67,1.44,60.23
1545164221.0,1,38141,2,6.736e-06,9.116390977443609e-05,58.55,1.45,57.1
1545164268.0,2,38675,534,0.0017985120000000002,0.1377583659574468,57.75,1.45,56.3
1545164434.0,1,39925,1250,0.00421,0.09130120481927712,57.48,1.46,56.02
1545164690.0,2,43564,3639,0.012256152000000001,0.1723521375,66.13,1.47,64.66
1545164992.0,4,45831,2267,0.007635256000000001,0.09101629668874174,66.13,1.49,64.64
1545165340.0,-1,-1,0,0.0,0.0,61.16,1.51,59.65
1545165593.0,1,45834,3,1.0104e-05,0.0001437723320158103,58.55,1.52,57.03
1545165640.0,2,46360,526,0.001771568,0.13569457021276596,58.02,1.52,56.5
1545165805.0,1,47605,1245,0.0041931600000000005,0.09148712727272729,58.28,1.53,56.75
1545166083.0,2,51545,3940,0.013269920000000001,0.17184069064748203,66.85,1.54,65.31
1545166429.0,-1,-1,0,0.0,0.0,66.37,1.56,64.81
1545166648.0,4,55791,4246,0.014300528000000002,0.23507717260273975,65.89,1.57,64.32
1545166999.0,-1,-1,0,0.0,0.0,61.93,1.58,60.35
1545167299.0,-1,-1,0,0.0,0.0,58.28,1.58,56.7
1545167347.0,1,55793,2,6.736e-06,0.0005052,56.94,1.58,55.36
1545167393.0,2,56339,546,0.001838928,0.14391610434782612,58.02,1.58,56.44
1545167562.0,1,57607,1268,0.004270624000000001,0.09097187218934913,59.08,1.58,57.5
1545167771.0,2,60574,2967,0.009992856000000001,0.17212574928229668,66.13,1.58,64.55
1545168005.0,4,62333,1759,0.005924312,0.09114326153846154,66.85,1.58,65.27
1545168353.0,-1,-1,0,0.0,0.0,61.42,1.58,59.84
1545168653.0,-1,-1,0,0.0,0.0,59.34,1.58,57.76
1545168700.0,1,62559,226,0.000761168,0.05830222978723404,58.82,1.58,57.24
1545168746.0,2,62980,421,0.0014179280000000002,0.11096827826086957,58.82,1.58,57.24
1545168895.0,1,64106,1126,0.0037923680000000004,0.09162768322147652,58.82,1.58,57.24
1545169094.0,2,66928,2822,0.009504496000000001,0.17194063115577893,65.16,1.58,63.58
1545169333.0,4,68723,1795,0.00604556,0.09106282845188285,67.09,1.58,65.51
1545169681.0,-1,-1,0,0.0,0.0,60.64,1.58,59.06
1545169981.0,-1,-1,0,0.0,0.0,58.82,1.58,57.24
1545170028.0,1,68760,37,0.000124616,0.009545055319148937,59.08,1.58,57.5
1545170074.0,2,69285,525,0.0017682000000000002,0.13838086956521742,59.08,1.58,57.5
1545170239.0,1,70526,1241,0.004179688,0.09119319272727272,59.34,1.58,57.76
1545170438.0,2,73345,2819,0.009494392,0.17175784522613066,65.65,1.58,64.07
1545170664.0,4,75041,1696,0.005712128,0.09098964955752213,66.13,1.59,64.54
1545171011.0,-1,-1,0,0.0,0.0,61.42,1.61,59.81
1545171312.0,-1,-1,0,0.0,0.0,59.87,1.63,58.24
1545171359.0,1,75303,262,0.000882416,0.06758931063829787,59.08,1.63,57.45
1545171405.0,2,75713,410,0.0013808800000000001,0.1080688695652174,59.34,1.63,57.71
1545171553.0,1,76830,1117,0.003762056,0.09150947027027027,59.08,1.64,57.44
1545171753.0,2,79670,2840,0.00956512,0.17217216,65.89,1.65,64.24
1545171970.0,4,81302,1632,0.005496576,0.09118743594470047,66.61,1.66,64.95
1545172318.0,-1,-1,0,0.0,0.0,60.64,1.68,58.96
1545172618.0,-1,-1,0,0.0,0.0,58.82,1.69,57.13
1545172665.0,1,81431,129,0.00043447200000000004,0.03327870638297873,59.34,1.69,57.65
1545172711.0,4,81602,171,0.0005759280000000001,0.04507262608695653,59.08,1.7,57.38
1545173061.0,-1,-1,0,0.0,0.0,58.28,1.71,56.57
1545173362.0,-1,-1,0,0.0,0.0,57.48,1.73,55.75
1545173662.0,-1,-1,0,0.0,0.0,56.94,1.74,55.2
1545173962.0,-1,-1,0,0.0,0.0,56.67,1.76,54.91
1545177630.0,2,86716,5114,0.017223952,0.01690464209378408,54.17,1.58,52.59
1545177976.0,-1,-1,0,0.0,0.0,60.13,1.58,58.55
1545178134.0,4,90508,3792,0.012771456,0.2909952,62.18,1.58,60.6
1545178482.0,-1,-1,0,0.0,0.0,58.28,1.58,56.7
1545178782.0,-1,-1,0,0.0,0.0,55.29,1.58,53.71
1545179083.0,-1,-1,0,0.0,0.0,54.73,1.58,53.15
1545179384.0,-1,-1,0,0.0,0.0,53.88,1.58,52.3
1545179539.0,1,90509,1,3.368e-06,7.822451612903227e-05,54.17,1.58,52.59
1545179585.0,2,91070,561,0.0018894480000000002,0.14786984347826088,54.17,1.58,52.59
1545179932.0,-1,-1,0,0.0,0.0,59.34,1.58,57.76
1545180164.0,4,95422,4352,0.014657536,0.22744452413793104,61.67,1.58,60.09
