Stove type: Laser 73/730,,Latitude of the PUMA device location,[64.84648],Longitude of the PUMA device location,[-147.826],,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PUMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Number of clicks,US gallons,US gallons per hour,F,F,F
1544523659.0,2,0,0,0.0,0.0,71.06,-5.22,76.28
1544523940.0,2,0,0,0.0,0.0,71.06,-5.34,76.4
1544524002.0,1,463,463,0.001559384,0.09054487741935484,71.29,-5.36,76.65
1544524047.0,4,811,348,0.001172064,0.09376512000000001,71.06,-5.38,76.44
1544524392.0,-1,-1,0,0.0,0.0,76.61,-5.52,82.13
1544524692.0,-1,-1,0,0.0,0.0,73.54,-5.64,79.18
1544524992.0,-1,-1,0,0.0,0.0,72.87,-5.76,78.63
1544525125.0,1,811,0,0.0,0.0,71.74,-5.81,77.55
1544525171.0,2,1284,473,0.0015930640000000002,0.12467457391304348,70.83,-5.83,76.66
1544525331.0,1,2493,1209,0.0040719120000000004,0.09161802000000001,72.19,-5.89,78.08
1544525604.0,2,6200,3707,0.012485176,0.16463968351648353,76.18,-6.0,82.18
1544525950.0,-1,-1,0,0.0,0.0,76.61,-6.14,82.75
1544526250.0,-1,-1,0,0.0,0.0,76.61,-6.15,82.76
1544526550.0,-1,-1,0,0.0,0.0,76.61,-6.13,82.74
1544526850.0,-1,-1,0,0.0,0.0,78.75,-6.12,84.87
1544527150.0,-1,-1,0,0.0,0.0,77.47,-6.1,83.57
1544527432.0,4,20085,13885,0.04676468,0.596995914893617,77.9,-6.09,83.99
1544527778.0,-1,-1,0,0.0,0.0,75.3,-6.07,81.37
1544528078.0,-1,-1,0,0.0,0.0,73.32,-6.06,79.38
1544528328.0,1,20087,2,6.736e-06,9.699840000000001e-05,72.42,-6.04,78.46
1544528375.0,2,20555,468,0.001576224,0.12073205106382978,71.74,-6.04,77.78
1544528534.0,1,21760,1205,0.00405844,0.09188920754716981,73.09,-6.03,79.12
1544528798.0,2,25355,3595,0.012107960000000001,0.16510854545454545,75.74,-6.02,81.76
1544529144.0,-1,-1,0,0.0,0.0,77.47,-6.0,83.47
1544529444.0,-1,-1,0,0.0,0.0,77.47,-5.99,83.46
1544529744.0,-1,-1,0,0.0,0.0,76.83,-5.67,82.5
1544530044.0,-1,-1,0,0.0,0.0,77.26,-5.03,82.29
1544530344.0,-1,-1,0,0.0,0.0,77.9,-4.38,82.28
1544530500.0,4,38288,12933,0.043558344000000006,1.005192553846154,77.69,-4.04,81.73
1544530847.0,-1,-1,0,0.0,0.0,74.65,-3.3,77.95
1544531146.0,-1,-1,0,0.0,0.0,73.54,-2.66,76.2
1544531433.0,1,38289,1,3.368e-06,4.224668989547039e-05,72.65,-2.04,74.69
1544531479.0,2,38756,467,0.001572856,0.12309307826086957,71.97,-1.94,73.91
1544531638.0,1,39958,1202,0.0040483360000000005,0.09166043773584907,73.09,-1.6,74.69
1544531845.0,2,42766,2808,0.009457344000000001,0.16447554782608698,76.4,-1.15,77.55
1544532190.0,-1,-1,0,0.0,0.0,77.69,-0.41,78.1
1544532313.0,4,46326,3560,0.01199008,0.3509291707317073,78.11,-0.15,78.26
1544532660.0,-1,-1,0,0.0,0.0,74.87,0.6,74.27
1544532960.0,-1,-1,0,0.0,0.0,73.76,1.24,72.52
1544533260.0,-1,-1,0,0.0,0.0,72.87,1.75,71.12
1544533335.0,1,46327,1,3.368e-06,0.000161664,72.19,1.73,70.46
1544533381.0,2,46794,467,0.001572856,0.12309307826086957,72.65,1.71,70.94
1544533539.0,1,47995,1201,0.004044968,0.09216382784810127,72.65,1.68,70.97
1544533788.0,2,51376,3381,0.011387208000000001,0.1646343325301205,75.96,1.61,74.35
1544534134.0,-1,-1,0,0.0,0.0,76.83,1.53,75.3
1544534434.0,-1,-1,0,0.0,0.0,77.47,1.45,76.02
1544534734.0,-1,-1,0,0.0,0.0,77.69,1.38,76.31
1544534780.0,4,58785,7409,0.024953512,1.952883547826087,78.11,1.36,76.75
1544535127.0,-1,-1,0,0.0,0.0,74.65,1.28,73.37
1544535427.0,-1,-1,0,0.0,0.0,73.09,1.2,71.89
1544535693.0,1,58786,1,3.368e-06,4.5581954887218046e-05,71.52,1.14,70.38
1544535739.0,2,59253,467,0.001572856,0.12309307826086957,71.97,1.13,70.84
1544535897.0,1,60454,1201,0.004044968,0.09216382784810127,71.97,1.09,70.88
1544536146.0,2,63830,3376,0.011370368,0.1643908626506024,75.96,1.02,74.94
1544536491.0,-1,-1,0,0.0,0.0,77.26,0.94,76.32
1544536791.0,-1,-1,0,0.0,0.0,78.11,0.86,77.25
1544537091.0,-1,-1,0,0.0,0.0,77.9,0.93,76.97
1544537391.0,-1,-1,0,0.0,0.0,77.9,1.01,76.89
1544537646.0,4,75229,11399,0.038391832,0.5420023341176471,77.69,1.07,76.62
1544537993.0,-1,-1,0,0.0,0.0,75.08,1.16,73.92
1544538293.0,-1,-1,0,0.0,0.0,73.09,1.23,71.86
1544538563.0,1,75233,4,1.3472e-05,0.00017962666666666667,72.42,1.3,71.12
1544538610.0,2,75700,467,0.001572856,0.12047407659574469,71.74,1.31,70.43
1544538769.0,1,76906,1206,0.004061808,0.0919654641509434,71.97,1.35,70.62
1544539040.0,2,80595,3689,0.012424552,0.1650493992619926,76.18,1.42,74.76
1544539387.0,-1,-1,0,0.0,0.0,77.04,1.51,75.53
1544539686.0,-1,-1,0,0.0,0.0,77.69,1.58,76.11
1544539986.0,-1,-1,0,0.0,0.0,76.83,1.66,75.17
1544540286.0,-1,-1,0,0.0,0.0,77.47,1.73,75.74
1544540586.0,-1,-1,0,0.0,0.0,77.69,1.84,75.85
1544540885.0,-1,-1,0,0.0,0.0,77.69,1.98,75.71
1544541185.0,-1,-1,0,0.0,0.0,77.04,2.11,74.93
1544541485.0,-1,-1,0,0.0,0.0,77.04,2.25,74.79
1544541531.0,4,99521,18926,0.063742768,4.988564452173914,77.9,2.27,75.63
1544541878.0,-1,-1,0,0.0,0.0,74.87,2.43,72.44
1544542178.0,-1,-1,0,0.0,0.0,72.65,2.56,70.09
1544542400.0,1,99521,0,0.0,0.0,72.19,2.66,69.53
1544542447.0,2,99988,467,0.001572856,0.12047407659574469,72.42,2.68,69.74
1544542606.0,1,101193,1205,0.00405844,0.09188920754716981,72.19,2.75,69.44
1544542875.0,2,104848,3655,0.012310040000000001,0.16474402973977695,75.74,2.87,72.87
1544543221.0,-1,-1,0,0.0,0.0,76.83,3.03,73.8
1544543521.0,-1,-1,0,0.0,0.0,76.83,3.16,73.67
1544543821.0,-1,-1,0,0.0,0.0,76.4,3.3,73.1
1544544120.0,-1,-1,0,0.0,0.0,77.9,3.51,74.39
1544544420.0,-1,-1,0,0.0,0.0,76.83,3.84,72.99
1544544720.0,-1,-1,0,0.0,0.0,77.47,4.17,73.3
1544544858.0,4,119920,15072,0.050762496000000004,1.3242390260869565,76.83,4.32,72.51
1544545205.0,-1,-1,0,0.0,0.0,74.21,4.71,69.5
1544545505.0,-1,-1,0,0.0,0.0,73.09,5.04,68.05
1544545805.0,-1,-1,0,0.0,0.0,71.97,5.37,66.6
1544546105.0,-1,-1,0,0.0,0.0,70.83,5.7,65.13
1544546404.0,-1,-1,0,0.0,0.0,70.14,6.02,64.12
1544546704.0,-1,-1,0,0.0,0.0,69.68,6.35,63.33
