Stove type: M2200,,Latitude of the PUMA device location,[64.85657],Longitude of the PUMA device location,[-147.893],,,
1543869376.0,1,43438,0,0.0,0.0,76.18,24.44,51.74
1543869732.0,-1,-1,0,0.0,0.0,76.18,24.53,51.65
1543869913.0,2,47834,0,0.0,0.0,78.33,24.58,53.75
1543870283.0,-1,-1,0,0.0,0.0,75.08,24.67,50.41
1543870584.0,-1,-1,0,0.0,0.0,74.21,24.75,49.46
1543870884.0,-1,-1,0,0.0,0.0,74.65,24.81,49.84
1543871184.0,-1,-1,0,0.0,0.0,74.87,24.84,50.03
1543871485.0,-1,-1,4,1.742e-05,0.00020834551495016608,74.21,24.87,49.34
1543871785.0,-1,-1,0,0.0,0.0,74.21,24.9,49.31
1543872085.0,-1,-1,1590,0.0069244499999999995,0.0830934,73.76,24.93,48.83
1543872385.0,-1,-1,0,0.0,0.0,74.42,24.96,49.46
1543872685.0,-1,-1,519,0.0022602449999999997,0.027122939999999995,75.08,24.99,50.09
1543872985.0,-1,-1,0,0.0,0.0,74.87,25.02,49.85
1543873285.0,-1,-1,0,0.0,0.0,74.65,25.05,49.6
1543873585.0,-1,-1,0,0.0,0.0,75.08,25.08,50.0
1543873885.0,-1,-1,0,0.0,0.0,74.65,25.11,49.54
1543874186.0,-1,-1,0,0.0,0.0,75.3,25.14,50.16
1543874486.0,-1,-1,0,0.0,0.0,74.65,25.16,49.49
1543874786.0,-1,-1,0,0.0,0.0,75.52,25.18,50.34
1543874842.0,4,76344,21875,0.09526562499999999,6.124218749999999,74.87,25.18,49.69
1543875199.0,-1,-1,0,0.0,0.0,74.87,25.2,49.67
1543875499.0,-1,-1,0,0.0,0.0,73.76,25.21,48.55
1543875800.0,-1,-1,4396,0.019144579999999998,0.22897172093023255,73.09,25.23,47.86
1543876100.0,-1,-1,0,0.0,0.0,71.97,25.25,46.72
1543876400.0,-1,-1,0,0.0,0.0,72.42,25.26,47.16
1543876700.0,-1,-1,0,0.0,0.0,66.13,25.27,40.86
1543877000.0,-1,-1,0,0.0,0.0,64.92,25.29,39.63
1543877301.0,-1,-1,0,0.0,0.0,65.4,25.31,40.09
1543877600.0,-1,-1,0,0.0,0.0,65.16,25.32,39.84
1543877901.0,-1,-1,0,0.0,0.0,65.16,25.34,39.82
1543878201.0,-1,-1,0,0.0,0.0,64.43,25.36,39.07
1543878502.0,-1,-1,0,0.0,0.0,65.16,25.39,39.77
1543878802.0,-1,-1,0,0.0,0.0,64.18,25.42,38.76
1543879102.0,-1,-1,0,0.0,0.0,64.18,25.45,38.73
1543879402.0,-1,-1,0,0.0,0.0,64.67,25.48,39.19
1543879702.0,-1,-1,0,0.0,0.0,64.43,25.51,38.92
1543880002.0,-1,-1,0,0.0,0.0,64.43,25.54,38.89
1543880303.0,-1,-1,0,0.0,0.0,63.93,25.57,38.36
1543880603.0,-1,-1,0,0.0,0.0,64.18,25.6,38.58
1543880903.0,-1,-1,0,0.0,0.0,64.18,25.63,38.55
1543881203.0,-1,-1,28510,0.12416105,1.4899326,64.18,25.66,38.52
1543881503.0,-1,-1,0,0.0,0.0,64.43,25.69,38.74
1543881803.0,-1,-1,0,0.0,0.0,64.43,25.66,38.77
1543882104.0,-1,-1,0,0.0,0.0,63.93,25.6,38.33
1543882404.0,-1,-1,0,0.0,0.0,63.93,25.54,38.39
1543882704.0,-1,-1,0,0.0,0.0,63.19,25.48,37.71
1543883004.0,-1,-1,0,0.0,0.0,64.18,25.42,38.76
1543883304.0,-1,-1,0,0.0,0.0,63.19,25.36,37.83
1543883605.0,-1,-1,0,0.0,0.0,63.19,25.3,37.89
1543883905.0,-1,-1,0,0.0,0.0,63.44,25.24,38.2
1543884205.0,-1,-1,0,0.0,0.0,62.94,25.18,37.76
1543884506.0,-1,-1,0,0.0,0.0,63.19,25.12,38.07
1543884806.0,-1,-1,0,0.0,0.0,63.69,25.06,38.63
1543885106.0,-1,-1,0,0.0,0.0,62.43,25.0,37.43
1543885407.0,-1,-1,0,0.0,0.0,63.19,25.01,38.18
1543885707.0,-1,-1,0,0.0,0.0,62.69,25.06,37.63
1543886007.0,-1,-1,0,0.0,0.0,62.43,25.1,37.33
1543886307.0,-1,-1,0,0.0,0.0,62.43,25.15,37.28
1543886607.0,-1,-1,0,0.0,0.0,62.18,25.19,36.99
1543886908.0,-1,-1,0,0.0,0.0,61.93,25.24,36.69
1543887208.0,-1,-1,0,0.0,0.0,62.43,25.28,37.15
1543887509.0,-1,-1,0,0.0,0.0,62.94,25.33,37.61
1543887809.0,-1,-1,0,0.0,0.0,62.43,25.37,37.06
1543888109.0,-1,-1,0,0.0,0.0,61.93,25.42,36.51
1543888410.0,-1,-1,0,0.0,0.0,61.67,25.46,36.21
1543888484.0,2,76346,0,0.0,0.0,61.42,25.47,35.95
1543888782.0,1,77937,0,0.0,0.0,61.93,25.52,36.41
1543888839.0,2,78335,0,0.0,0.0,61.67,25.5,36.17
1543889108.0,3,79894,0,0.0,0.0,61.42,25.38,36.04
1543889463.0,-1,-1,0,0.0,0.0,61.67,25.22,36.45
1543889733.0,4,82803,0,0.0,0.0,62.69,25.1,37.59
1543890090.0,-1,-1,0,0.0,0.0,61.93,24.94,36.99
1543890390.0,-1,-1,0,0.0,0.0,62.43,24.8,37.63
1543890691.0,-1,-1,0,0.0,0.0,62.43,24.67,37.76
1543890991.0,-1,-1,0,0.0,0.0,62.43,24.53,37.9
1543891291.0,-1,-1,0,0.0,0.0,62.18,24.4,37.78
1543891591.0,-1,-1,0,0.0,0.0,61.67,24.26,37.41
1543891892.0,-1,-1,0,0.0,0.0,61.16,24.13,37.03
1543892192.0,-1,-1,0,0.0,0.0,62.18,23.99,38.19
1543892492.0,-1,-1,0,0.0,0.0,60.9,23.89,37.01
1543892793.0,-1,-1,0,0.0,0.0,61.16,23.84,37.32
1543893093.0,-1,-1,0,0.0,0.0,63.19,23.8,39.39
1543893393.0,-1,-1,0,0.0,0.0,61.67,23.75,37.92
1543893693.0,-1,-1,0,0.0,0.0,62.18,23.71,38.47
1543893994.0,-1,-1,0,0.0,0.0,61.67,23.66,38.01
1543894294.0,-1,-1,0,0.0,0.0,61.16,23.62,37.54
1543894595.0,-1,-1,0,0.0,0.0,61.42,23.57,37.85
1543894654.0,2,82947,2,8.71e-06,0.0005314576271186441,59.87,23.56,36.31
1543894926.0,4,84393,0,0.0,0.0,60.9,23.52,37.38
1543894983.0,1,84857,1591,0.006928805,0.4376087368421052,61.42,23.51,37.91
1543895037.0,2,85216,0,0.0,0.0,60.64,23.5,37.14
1543895318.0,3,86844,398,0.00173329,0.02220585053380783,60.9,23.46,37.44
1543895689.0,-1,-1,0,0.0,0.0,62.18,23.41,38.77
1543895989.0,-1,-1,1559,0.006789445,0.08147333999999999,62.18,23.36,38.82
1543896222.0,4,91052,0,0.0,0.0,61.16,23.33,37.83
1543896580.0,-1,-1,0,0.0,0.0,61.42,23.27,38.15
1543896880.0,-1,-1,2909,0.012668694999999999,0.15202433999999998,61.93,23.23,38.7
1543897181.0,-1,-1,0,0.0,0.0,61.67,23.18,38.49
1543897481.0,-1,-1,0,0.0,0.0,61.42,23.14,38.28
1543897781.0,-1,-1,0,0.0,0.0,61.67,23.09,38.58
1543898082.0,-1,-1,0,0.0,0.0,61.93,23.05,38.88
1543898382.0,-1,-1,0,0.0,0.0,61.93,23.0,38.93
1543898682.0,-1,-1,0,0.0,0.0,61.93,22.96,38.97
1543898983.0,-1,-1,0,0.0,0.0,61.16,22.91,38.25
1543899283.0,-1,-1,0,0.0,0.0,60.64,22.87,37.77
1543899583.0,-1,-1,0,0.0,0.0,60.64,22.82,37.82
1543899883.0,-1,-1,0,0.0,0.0,60.64,22.45,38.19
1543900184.0,-1,-1,0,0.0,0.0,60.9,22.06,38.84
1543900436.0,2,91053,0,0.0,0.0,61.67,21.73,39.94
1543900735.0,4,92643,0,0.0,0.0,60.64,21.34,39.3
1543900792.0,1,93106,0,0.0,0.0,61.16,21.27,39.89
1543900850.0,2,93587,0,0.0,0.0,61.42,21.2,40.22
1543901185.0,4,95524,0,0.0,0.0,60.64,20.76,39.88
1543901242.0,3,95790,0,0.0,0.0,61.16,20.69,40.47
1543901599.0,-1,-1,144,0.00062712,0.0063238991596638655,61.42,20.22,41.2
1543901899.0,-1,-1,0,0.0,0.0,61.16,19.83,41.33
1543902199.0,-1,-1,1446,0.006297329999999999,0.07556796,60.9,19.44,41.46
1543902256.0,4,100494,0,0.0,0.0,61.67,19.37,42.3
1543902613.0,-1,-1,464,0.0020207199999999997,0.020377008403361343,61.16,18.9,42.26
1543902913.0,-1,-1,0,0.0,0.0,61.67,18.51,43.16
1543903213.0,-1,-1,359,0.001563445,0.01876134,61.93,18.12,43.81
1543903513.0,-1,-1,0,0.0,0.0,61.93,17.76,44.17
1543903814.0,-1,-1,1628,0.0070899399999999994,0.08479662458471761,61.67,17.4,44.27
1543904114.0,-1,-1,0,0.0,0.0,61.67,17.04,44.63
1543904414.0,-1,-1,0,0.0,0.0,61.16,16.68,44.48
1543904714.0,-1,-1,0,0.0,0.0,60.64,16.32,44.32
1543905014.0,-1,-1,4208,0.01832584,0.21991008,61.16,15.96,45.2
1543905315.0,-1,-1,0,0.0,0.0,60.64,15.6,45.04
1543905615.0,-1,-1,0,0.0,0.0,60.9,15.24,45.66
1543905915.0,-1,-1,0,0.0,0.0,60.9,14.88,46.02
1543906131.0,2,100494,0,0.0,0.0,60.9,14.62,46.28
1543906430.0,1,102087,0,0.0,0.0,59.6,14.26,45.34
1543906564.0,2,103182,0,0.0,0.0,60.9,14.1,46.8
1543906920.0,-1,-1,0,0.0,0.0,60.64,13.74,46.9
1543906979.0,3,105525,0,0.0,0.0,60.64,13.69,46.95
1543907336.0,-1,-1,0,0.0,0.0,60.9,13.44,47.46
1543907636.0,-1,-1,0,0.0,0.0,60.39,13.23,47.16
1543907936.0,-1,-1,0,0.0,0.0,60.9,13.02,47.88
1543908156.0,4,111002,0,0.0,0.0,61.42,12.87,48.55
1543908513.0,-1,-1,0,0.0,0.0,60.9,12.62,48.28
1543908814.0,-1,-1,0,0.0,0.0,60.9,12.41,48.49
1543909114.0,-1,-1,1,4.355e-06,5.226e-05,63.93,12.2,51.73
1543909272.0,2,111006,0,0.0,0.0,64.43,12.09,52.34
1543909570.0,4,112594,1590,0.0069244499999999995,0.08365107382550335,64.67,11.88,52.79
1543909627.0,0,113117,0,0.0,0.0,65.65,11.84,53.81
1543909983.0,-1,-1,463,0.002016365,0.02039020786516854,69.91,11.59,58.32
1543910283.0,-1,-1,0,0.0,0.0,71.06,11.38,59.68
1543910583.0,-1,-1,481,0.002094755,0.02513706,72.65,11.36,61.29
1543910792.0,1,125290,0,0.0,0.0,73.09,11.44,61.65
1543911149.0,-1,-1,1937,0.008435635,0.08506522689075631,72.65,11.56,61.09
1543911380.0,4,130102,0,0.0,0.0,73.09,11.64,61.45
1543911737.0,-1,-1,266,0.00115843,0.011681647058823531,71.74,11.77,59.97
1543912037.0,-1,-1,0,0.0,0.0,70.6,11.87,58.73
1543912337.0,-1,-1,0,0.0,0.0,68.51,11.98,56.53
1543912638.0,-1,-1,0,0.0,0.0,68.51,12.08,56.43
1543912938.0,-1,-1,0,0.0,0.0,68.51,12.19,56.32
1543913238.0,-1,-1,4704,0.020485919999999998,0.24583103999999997,66.61,12.29,54.32
1543913538.0,-1,-1,0,0.0,0.0,66.85,12.4,54.45
1543913838.0,-1,-1,0,0.0,0.0,65.89,12.5,53.39
1543914138.0,-1,-1,0,0.0,0.0,65.4,12.57,52.83
1543914437.0,-1,-1,0,0.0,0.0,65.4,12.6,52.8
1543914738.0,-1,-1,0,0.0,0.0,64.43,12.63,51.8
1543915038.0,-1,-1,0,0.0,0.0,64.18,12.66,51.52
1543915338.0,-1,-1,0,0.0,0.0,63.19,12.69,50.5
1543915638.0,-1,-1,0,0.0,0.0,63.44,12.72,50.72
1543915938.0,-1,-1,0,0.0,0.0,63.19,12.75,50.44
1543916238.0,-1,-1,0,0.0,0.0,62.18,12.78,49.4
1543916538.0,-1,-1,0,0.0,0.0,62.18,12.81,49.37
1543916838.0,-1,-1,0,0.0,0.0,62.43,12.84,49.59
1543917138.0,-1,-1,0,0.0,0.0,62.18,12.87,49.31
1543917438.0,-1,-1,0,0.0,0.0,61.67,12.9,48.77
1543917739.0,-1,-1,1593,0.006937515,0.08297360132890366,61.67,12.84,48.83
1543918039.0,-1,-1,0,0.0,0.0,60.39,12.68,47.71
1543918339.0,-1,-1,1095,0.004768725,0.05722469999999999,61.67,12.51,49.16
1543918639.0,-1,-1,0,0.0,0.0,61.16,12.35,48.81
1543918939.0,-1,-1,0,0.0,0.0,60.64,12.18,48.46
1543919239.0,-1,-1,2343,0.010203765,0.12244518000000001,61.16,12.02,49.14
1543919539.0,-1,-1,0,0.0,0.0,61.42,11.85,49.57
1543919839.0,-1,-1,0,0.0,0.0,60.64,11.69,48.95
1543920140.0,-1,-1,0,0.0,0.0,60.39,11.52,48.87
1543920439.0,-1,-1,0,0.0,0.0,60.39,11.36,49.03
1543920740.0,-1,-1,5477,0.023852335,0.2852770963455149,60.13,11.19,48.94
1543921040.0,-1,-1,0,0.0,0.0,60.39,11.03,49.36
1543921340.0,-1,-1,0,0.0,0.0,59.6,10.91,48.69
1543921641.0,-1,-1,0,0.0,0.0,60.13,10.85,49.28
1543921941.0,-1,-1,0,0.0,0.0,59.34,10.79,48.55
1543922241.0,-1,-1,4,1.742e-05,0.00020904,59.34,10.73,48.61
1543922541.0,-1,-1,0,0.0,0.0,59.34,10.67,48.67
1543922841.0,-1,-1,1588,0.00691574,0.08298888,59.34,10.61,48.73
1543923141.0,-1,-1,0,0.0,0.0,59.08,10.55,48.53
1543923441.0,-1,-1,523,0.002277665,0.02733198,58.82,10.49,48.33
1543923742.0,-1,-1,0,0.0,0.0,59.08,10.43,48.65
1543924042.0,-1,-1,0,0.0,0.0,58.02,10.37,47.65
1543924342.0,-1,-1,0,0.0,0.0,58.82,10.31,48.51
1543924642.0,-1,-1,0,0.0,0.0,58.82,10.25,48.57
1543924943.0,-1,-1,12173,0.053013414999999994,0.6340474883720929,58.28,10.21,48.07
1543925243.0,-1,-1,0,0.0,0.0,57.21,10.18,47.03
1543925543.0,-1,-1,0,0.0,0.0,58.02,10.15,47.87
1543925843.0,-1,-1,4812,0.020956259999999997,0.25147511999999994,57.48,10.12,47.36
1543926143.0,-1,-1,0,0.0,0.0,57.48,10.09,47.39
1543926443.0,-1,-1,0,0.0,0.0,57.48,10.06,47.42
1543926743.0,-1,-1,0,0.0,0.0,57.48,10.03,47.45
1543927044.0,-1,-1,0,0.0,0.0,57.75,10.0,47.75
1543927344.0,-1,-1,0,0.0,0.0,57.21,9.97,47.24
1543927644.0,-1,-1,0,0.0,0.0,57.48,9.94,47.54
1543927945.0,-1,-1,0,0.0,0.0,56.67,9.91,46.76
1543928246.0,-1,-1,0,0.0,0.0,56.67,9.88,46.79
1543928546.0,-1,-1,0,0.0,0.0,56.39,9.84,46.55
1543928846.0,-1,-1,0,0.0,0.0,57.21,9.79,47.42
1543929146.0,-1,-1,0,0.0,0.0,56.94,9.75,47.19
1543929446.0,-1,-1,0,0.0,0.0,56.94,9.7,47.24
1543929747.0,-1,-1,0,0.0,0.0,58.02,9.66,48.36
1543930047.0,-1,-1,0,0.0,0.0,56.39,9.61,46.78
1543930247.0,2,130102,0,0.0,0.0,56.12,9.58,46.54
1543930546.0,1,131694,0,0.0,0.0,58.02,9.54,48.48
1543930696.0,2,132926,0,0.0,0.0,59.6,9.52,50.08
1543931000.0,3,134686,0,0.0,0.0,61.93,9.47,52.46
1543931356.0,-1,-1,0,0.0,0.0,62.18,9.42,52.76
1543931657.0,-1,-1,0,0.0,0.0,62.43,9.37,53.06
1543931782.0,4,138327,0,0.0,0.0,62.43,9.35,53.08
1543932138.0,-1,-1,0,0.0,0.0,59.87,9.25,50.62
1543932438.0,-1,-1,0,0.0,0.0,59.08,9.1,49.98
1543932738.0,-1,-1,0,0.0,0.0,59.08,8.95,50.13
1543933038.0,-1,-1,0,0.0,0.0,57.21,8.8,48.41
1543933338.0,-1,-1,0,0.0,0.0,57.75,8.65,49.1
1543933639.0,-1,-1,0,0.0,0.0,58.55,8.5,50.05
1543933939.0,-1,-1,0,0.0,0.0,57.21,8.35,48.86
1543934239.0,-1,-1,0,0.0,0.0,56.67,8.2,48.47
1543934539.0,-1,-1,0,0.0,0.0,56.67,8.05,48.62
1543934839.0,-1,-1,0,0.0,0.0,56.39,7.9,48.49
1543935139.0,-1,-1,0,0.0,0.0,56.12,7.75,48.37
1543935440.0,-1,-1,0,0.0,0.0,56.12,7.6,48.52
1543935740.0,-1,-1,0,0.0,0.0,56.12,7.48,48.64
1543936040.0,-1,-1,0,0.0,0.0,56.39,7.39,49.0
1543936136.0,2,138329,0,0.0,0.0,56.12,7.36,48.76
1543936435.0,1,139922,0,0.0,0.0,57.75,7.27,50.48
1543936592.0,4,141207,0,0.0,0.0,60.13,7.22,52.91
1543936649.0,2,141536,0,0.0,0.0,61.16,7.21,53.95
1543936928.0,3,143155,0,0.0,0.0,61.93,7.12,54.81
1543937284.0,-1,-1,0,0.0,0.0,61.67,7.01,54.66
1543937585.0,-1,-1,0,0.0,0.0,61.93,6.92,55.01
1543937765.0,4,147052,0,0.0,0.0,62.18,6.87,55.31
1543938122.0,-1,-1,0,0.0,0.0,60.39,6.76,53.63
1543938423.0,-1,-1,0,0.0,0.0,58.55,6.67,51.88
1543938723.0,-1,-1,0,0.0,0.0,58.82,6.58,52.24
1543939023.0,-1,-1,0,0.0,0.0,57.75,6.49,51.26
1548437188.0,4,185145,0,0.0,0.0,63.69,25.33,38.36
1548437545.0,-1,-1,0,0.0,0.0,63.44,25.5,37.94
1548437845.0,-1,-1,0,0.0,0.0,63.19,25.63,37.56
1548437904.0,2,185180,0,0.0,0.0,62.43,25.66,36.77
1548437960.0,4,185415,0,0.0,0.0,63.19,25.68,37.51
1548438017.0,2,185644,0,0.0,0.0,62.94,25.71,37.23
1548438074.0,4,185874,0,0.0,0.0,63.44,25.73,37.71
1548438160.0,2,186202,0,0.0,0.0,64.67,25.77,38.9
1548438216.0,4,186458,0,0.0,0.0,64.18,25.8,38.38
1548438276.0,2,186790,0,0.0,0.0,65.16,25.82,39.34
1548438335.0,4,187016,0,0.0,0.0,65.16,25.85,39.31
1548438394.0,2,187230,0,0.0,0.0,65.65,25.88,39.77
1548438451.0,4,187426,0,0.0,0.0,65.4,25.9,39.5
1548438511.0,2,187628,0,0.0,0.0,66.13,25.93,40.2
1548438567.0,4,187809,0,0.0,0.0,66.13,25.96,40.17
1548438639.0,2,188022,0,0.0,0.0,67.09,25.99,41.1
1548438695.0,4,188153,0,0.0,0.0,66.61,26.01,40.6
1548439052.0,-1,-1,1592,0.00693316,0.06991421848739494,66.61,26.17,40.44
1548439353.0,-1,-1,0,0.0,0.0,67.09,26.28,40.81
1548439653.0,-1,-1,1232,0.00536536,0.06438432,67.8,26.35,41.45
1548439953.0,-1,-1,0,0.0,0.0,65.89,26.43,39.46
1548440253.0,-1,-1,1760,0.007664799999999999,0.09197759999999999,66.13,26.5,39.63
1548440554.0,-1,-1,0,0.0,0.0,64.43,26.58,37.85
1548440854.0,-1,-1,0,0.0,0.0,64.92,26.65,38.27
1548441154.0,-1,-1,0,0.0,0.0,64.18,26.73,37.45
1548441454.0,-1,-1,3641,0.015856554999999998,0.19027865999999996,63.93,26.8,37.13
1548441755.0,-1,-1,0,0.0,0.0,64.18,26.88,37.3
1548442055.0,-1,-1,0,0.0,0.0,63.69,26.95,36.74
1548442355.0,-1,-1,0,0.0,0.0,63.19,27.03,36.16
1548442655.0,-1,-1,0,0.0,0.0,63.93,27.1,36.83
1548442955.0,-1,-1,0,0.0,0.0,63.44,27.15,36.29
1548443255.0,-1,-1,0,0.0,0.0,62.94,27.16,35.78
1548443556.0,-1,-1,0,0.0,0.0,62.18,27.18,35.0
