Stove type: M2200,,Latitude of the PUMA device location,[64.85885],Longitude of the PUMA device location,[-147.962],,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PUMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Number of clicks,US gallons,US gallons per hour,F,F,F
1544203868.0,-1,-1,0,0.0,0.0,72.87,21.47,51.4
1544204168.0,-1,-1,0,0.0,0.0,71.29,21.49,49.8
1544204469.0,-1,-1,0,0.0,0.0,71.97,21.5,50.47
1544204769.0,-1,-1,0,0.0,0.0,71.52,21.52,50.0
1544205070.0,-1,-1,0,0.0,0.0,71.97,21.53,50.44
1544205370.0,-1,-1,0,0.0,0.0,71.06,21.55,49.51
1544205670.0,-1,-1,0,0.0,0.0,71.06,21.56,49.5
1544205971.0,-1,-1,0,0.0,0.0,70.83,21.56,49.27
1544206082.0,2,488699,0,0.0,0.0,70.6,21.56,49.04
1544206391.0,4,490348,1649,0.007181394999999999,0.08366673786407766,70.37,21.56,48.81
1544206462.0,1,490927,0,0.0,0.0,70.83,21.56,49.27
1544206520.0,2,491309,579,0.002521545,0.15650968965517242,71.52,21.56,49.96
1544206691.0,4,492297,0,0.0,0.0,72.42,21.56,50.86
1544206762.0,3,492627,382,0.0016636099999999998,0.08435205633802816,72.65,21.56,51.09
1544207098.0,-1,-1,0,0.0,0.0,73.32,21.56,51.76
1544207134.0,4,494267,988,0.00430274,0.430274,73.98,21.56,52.42
1544207460.0,-1,-1,0,0.0,0.0,72.65,21.56,51.09
1544207761.0,-1,-1,330,0.0014371499999999999,0.0171885049833887,73.32,21.56,51.76
1544208061.0,-1,-1,0,0.0,0.0,72.19,21.56,50.63
1544208362.0,-1,-1,0,0.0,0.0,71.74,21.56,50.18
1544208662.0,-1,-1,1640,0.0071422,0.08570639999999999,72.19,21.56,50.63
1544208963.0,-1,-1,0,0.0,0.0,71.06,21.56,49.5
1544209263.0,-1,-1,0,0.0,0.0,71.52,21.56,49.96
1544209563.0,-1,-1,0,0.0,0.0,72.19,21.56,50.63
1544209864.0,-1,-1,0,0.0,0.0,72.19,21.56,50.63
1544210164.0,-1,-1,0,0.0,0.0,71.06,21.56,49.5
1544210465.0,-1,-1,0,0.0,0.0,71.52,21.56,49.96
1544210765.0,-1,-1,0,0.0,0.0,70.83,21.56,49.27
1544211066.0,-1,-1,0,0.0,0.0,71.06,21.56,49.5
1544211319.0,2,494268,0,0.0,0.0,70.83,21.56,49.27
1544211629.0,1,495922,0,0.0,0.0,70.14,21.56,48.58
1544211899.0,4,498132,0,0.0,0.0,70.83,21.56,49.27
1544211925.0,2,498283,0,0.0,0.0,71.29,21.56,49.73
1544212057.0,3,499051,0,0.0,0.0,72.87,21.56,51.31
1544212097.0,4,499235,0,0.0,0.0,73.98,21.56,52.42
1544212468.0,-1,-1,1,4.355e-06,4.225876010781671e-05,70.83,21.56,49.27
1544212768.0,-1,-1,0,0.0,0.0,71.74,21.56,50.18
1544462768.0,4,517828,1654,0.00720317,0.00010372564800000001,72.19,-3.58,75.77
1544463132.0,-1,-1,0,0.0,0.0,72.42,-3.53,75.95
1544463432.0,-1,-1,2210,0.009624549999999999,0.11549459999999999,72.19,-3.49,75.68
1544463733.0,-1,-1,0,0.0,0.0,71.74,-3.44,75.18
1544464033.0,-1,-1,151,0.000657605,0.00789126,70.37,-3.4,73.77
1544464333.0,-1,-1,0,0.0,0.0,69.45,-3.35,72.8
1544464404.0,2,517996,768,0.00334464,0.16958738028169013,70.6,-3.34,73.94
1544464671.0,4,519417,0,0.0,0.0,68.28,-3.3,71.58
1544464734.0,0,520004,184,0.00080132,0.04578971428571429,68.04,-3.29,71.33
1544465096.0,-1,-1,0,0.0,0.0,69.21,-3.09,72.3
1544465267.0,1,525571,0,0.0,0.0,69.91,-2.98,72.89
1544465592.0,-1,-1,0,0.0,0.0,69.45,-2.77,72.22
1544465797.0,2,529916,18593,0.080972515,1.4219563609756096,71.06,-2.63,73.69
1544466178.0,-1,-1,0,0.0,0.0,70.37,-2.38,72.75
1544466478.0,-1,-1,0,0.0,0.0,69.91,-2.19,72.1
1544466778.0,-1,-1,0,0.0,0.0,70.37,-1.99,72.36
1544467079.0,-1,-1,0,0.0,0.0,70.14,-1.8,71.94
1544467379.0,-1,-1,0,0.0,0.0,70.6,-1.6,72.2
1544467679.0,-1,-1,0,0.0,0.0,69.68,-1.41,71.09
1544467979.0,-1,-1,168,0.00073164,0.00877968,70.37,-1.21,71.58
1544468279.0,-1,-1,0,0.0,0.0,70.83,-1.02,71.85
1544468580.0,-1,-1,1421,0.006188455,0.07401474418604652,70.37,-0.86,71.23
1544468880.0,-1,-1,0,0.0,0.0,70.37,-0.72,71.09
1544469180.0,-1,-1,587,0.002556385,0.030676619999999998,70.83,-0.59,71.42
1544469481.0,-1,-1,0,0.0,0.0,70.37,-0.45,70.82
1544469781.0,-1,-1,0,0.0,0.0,70.37,-0.32,70.69
1544470081.0,-1,-1,5567,0.024244284999999997,0.29093141999999994,70.6,-0.18,70.78
1544470382.0,-1,-1,0,0.0,0.0,70.83,-0.05,70.88
1544470682.0,-1,-1,0,0.0,0.0,70.37,0.09,70.28
1544470982.0,-1,-1,4345,0.018922474999999998,0.22706969999999996,71.52,0.22,71.3
1544471282.0,-1,-1,0,0.0,0.0,70.14,0.36,69.78
1544471582.0,-1,-1,0,0.0,0.0,70.83,0.49,70.34
1544471882.0,-1,-1,0,0.0,0.0,70.6,0.63,69.97
1544645115.0,4,971832,0,0.0,0.0,70.14,6.13,64.01
1544645471.0,-1,-1,0,0.0,0.0,71.52,5.99,65.53
1544645771.0,-1,-1,0,0.0,0.0,71.74,5.87,65.87
1544646071.0,-1,-1,0,0.0,0.0,71.52,5.75,65.77
1544646372.0,-1,-1,0,0.0,0.0,71.06,5.63,65.43
1544646672.0,-1,-1,0,0.0,0.0,71.97,5.51,66.46
1544646972.0,-1,-1,0,0.0,0.0,68.75,5.39,63.36
1544647020.0,2,971834,0,0.0,0.0,69.21,5.37,63.84
1544647319.0,1,973424,0,0.0,0.0,68.28,5.25,63.03
1544647389.0,0,974089,0,0.0,0.0,69.45,5.22,64.23
1544647725.0,1,977603,0,0.0,0.0,69.91,5.09,64.82
1544648061.0,-1,-1,0,0.0,0.0,69.91,4.96,64.95
1544648361.0,-1,-1,0,0.0,0.0,70.14,4.84,65.3
1544648661.0,-1,-1,0,0.0,0.0,70.14,4.86,65.28
1544648743.0,4,985946,0,0.0,0.0,70.37,4.87,65.5
1544648814.0,2,986357,0,0.0,0.0,70.6,4.88,65.72
1544649150.0,-1,-1,0,0.0,0.0,70.6,4.93,65.67
1544649450.0,-1,-1,0,0.0,0.0,70.6,4.98,65.62
1544649750.0,-1,-1,441916,1.9245441799999998,23.094530159999998,70.37,5.02,65.35
1544650050.0,-1,-1,0,0.0,0.0,69.45,5.07,64.38
1544650350.0,-1,-1,0,0.0,0.0,70.37,5.11,65.26
1544650650.0,-1,-1,0,0.0,0.0,70.37,5.16,65.21
1544650950.0,-1,-1,0,0.0,0.0,70.6,5.2,65.4
1544651250.0,-1,-1,0,0.0,0.0,69.91,5.25,64.66
1544651550.0,-1,-1,0,0.0,0.0,69.91,5.29,64.62
1544651851.0,-1,-1,0,0.0,0.0,70.37,5.34,65.03
1544652151.0,-1,-1,2,8.71e-06,0.00010452,71.06,5.29,65.77
