Stove type: M441,,Latitude of the PUMA device location,[64.87386],Longitude of the PUMA device location,[-147.813],,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PUMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Number of clicks,US gallons,US gallons per hour,F,F,F
1543682817.0,4,1327,1199,0.005221645,0.07066887969924812,81.89,17.55,64.34
1543683174.0,-1,-1,0,0.0,0.0,70.37,17.82,52.55
1543683474.0,-1,-1,0,0.0,0.0,70.14,18.05,52.09
1543683774.0,-1,-1,0,0.0,0.0,69.21,18.17,51.04
1543684073.0,-1,-1,0,0.0,0.0,68.98,18.21,50.77
1543684373.0,-1,-1,0,0.0,0.0,70.14,18.26,51.88
1543684673.0,-1,-1,0,0.0,0.0,68.28,18.3,49.98
1543684972.0,-1,-1,0,0.0,0.0,68.51,18.35,50.16
1543685033.0,2,1330,0,0.0,0.0,68.28,18.35,49.93
1543685389.0,-1,-1,3,1.3065e-05,0.0001321179775280899,70.6,18.41,52.19
1543685446.0,3,3458,0,0.0,0.0,71.52,18.42,53.1
1543685802.0,-1,-1,0,0.0,0.0,72.65,18.47,54.18
1543686102.0,-1,-1,2128,0.00926744,0.11120928000000001,73.09,18.52,54.57
1543686402.0,-1,-1,0,0.0,0.0,73.98,18.56,55.42
1543686461.0,4,7792,0,0.0,0.0,73.76,18.57,55.19
1543686818.0,-1,-1,0,0.0,0.0,71.29,18.62,52.67
1543687117.0,-1,-1,0,0.0,0.0,69.68,18.67,51.01
1543687418.0,-1,-1,4334,0.01887457,0.22574236544850498,69.21,18.76,50.45
1543687718.0,-1,-1,0,0.0,0.0,69.21,18.86,50.35
1543688017.0,-1,-1,0,0.0,0.0,68.51,18.97,49.54
1543688317.0,-1,-1,0,0.0,0.0,68.28,19.07,49.21
1543688398.0,2,7795,0,0.0,0.0,68.98,19.1,49.88
1543688754.0,-1,-1,0,0.0,0.0,70.14,19.22,50.92
1543688808.0,3,9912,0,0.0,0.0,70.6,19.24,51.36
1543689165.0,-1,-1,0,0.0,0.0,73.54,19.37,54.17
1543689465.0,-1,-1,3,1.3065e-05,0.00015678,72.87,19.47,53.4
1543689751.0,4,14157,0,0.0,0.0,74.21,19.57,54.64
1543690108.0,-1,-1,0,0.0,0.0,71.74,19.7,52.04
1543690408.0,-1,-1,2117,0.009219535,0.11063442,70.83,19.8,51.03
1543690707.0,-1,-1,0,0.0,0.0,71.52,19.91,51.61
1543691007.0,-1,-1,0,0.0,0.0,70.37,19.94,50.43
1543691306.0,-1,-1,0,0.0,0.0,71.06,19.94,51.12
1543691606.0,-1,-1,4245,0.018486975,0.22184369999999998,70.6,19.94,50.66
1543691906.0,-1,-1,0,0.0,0.0,68.98,19.94,49.04
1543692205.0,-1,-1,0,0.0,0.0,69.21,19.94,49.27
1543692505.0,-1,-1,0,0.0,0.0,67.33,19.94,47.39
1543692780.0,2,14158,0,0.0,0.0,68.51,19.94,48.57
1543693136.0,-1,-1,0,0.0,0.0,70.37,19.94,50.43
1543693192.0,3,16262,0,0.0,0.0,71.06,19.94,51.12
1543693549.0,-1,-1,0,0.0,0.0,71.74,19.94,51.8
1543693849.0,-1,-1,0,0.0,0.0,72.87,19.94,52.93
1543694149.0,-1,-1,0,0.0,0.0,73.32,19.94,53.38
1543694222.0,4,20897,0,0.0,0.0,73.54,19.94,53.6
1543694579.0,-1,-1,1,4.355e-06,4.3915966386554624e-05,72.42,19.94,52.48
1543694878.0,-1,-1,0,0.0,0.0,71.97,19.94,52.03
1543695178.0,-1,-1,0,0.0,0.0,70.37,19.94,50.43
1543695477.0,-1,-1,2104,0.00916292,0.11032278260869566,71.52,19.94,51.58
1543695777.0,-1,-1,0,0.0,0.0,70.37,19.94,50.43
1543696077.0,-1,-1,0,0.0,0.0,70.6,19.94,50.66
1543696376.0,-1,-1,0,0.0,0.0,68.98,19.94,49.04
1543696676.0,-1,-1,0,0.0,0.0,67.33,19.94,47.39
1543696976.0,-1,-1,4635,0.020185425,0.2422251,68.04,19.94,48.1
1543697066.0,2,20900,0,0.0,0.0,68.98,19.94,49.04
1543697422.0,-1,-1,0,0.0,0.0,69.91,19.94,49.97
1543697478.0,3,23004,0,0.0,0.0,71.06,19.94,51.12
1543697837.0,-1,-1,0,0.0,0.0,70.83,19.94,50.89
1543698137.0,-1,-1,0,0.0,0.0,72.19,19.91,52.28
1543698437.0,-1,-1,0,0.0,0.0,74.65,19.83,54.82
1543698531.0,4,27745,0,0.0,0.0,73.09,19.81,53.28
1543698888.0,-1,-1,0,0.0,0.0,72.42,19.72,52.7
1543699187.0,-1,-1,0,0.0,0.0,71.52,19.64,51.88
1543699487.0,-1,-1,0,0.0,0.0,70.83,19.57,51.26
1543699787.0,-1,-1,3,1.3065e-05,0.00015678,69.91,19.49,50.42
1543700086.0,-1,-1,0,0.0,0.0,70.83,19.42,51.41
1543700386.0,-1,-1,0,0.0,0.0,69.91,19.34,50.57
1543700686.0,-1,-1,2104,0.00916292,0.10995504,68.75,19.27,49.48
1543700985.0,-1,-1,0,0.0,0.0,68.98,19.19,49.79
1543701059.0,2,27746,0,0.0,0.0,68.04,19.18,48.86
1543701415.0,-1,-1,0,0.0,0.0,70.6,19.09,51.51
1543701472.0,3,29872,0,0.0,0.0,71.29,19.07,52.22
1543701828.0,-1,-1,4741,0.020647054999999997,0.20879044382022469,72.19,18.87,53.32
1543702128.0,-1,-1,0,0.0,0.0,72.42,18.64,53.78
1543702339.0,4,33777,0,0.0,0.0,72.65,18.49,54.16
1543702696.0,-1,-1,0,0.0,0.0,71.74,18.22,53.52
1543702995.0,-1,-1,0,0.0,0.0,71.06,17.99,53.07
1543703295.0,-1,-1,0,0.0,0.0,70.6,17.77,52.83
1543703594.0,-1,-1,0,0.0,0.0,69.21,17.54,51.67
1543703894.0,-1,-1,0,0.0,0.0,69.68,17.32,52.36
1543704194.0,-1,-1,0,0.0,0.0,69.21,17.09,52.12
1543704493.0,-1,-1,0,0.0,0.0,68.28,16.87,51.41
1543704793.0,-1,-1,1,4.355e-06,5.226e-05,68.28,16.65,51.63
1543704849.0,2,33830,0,0.0,0.0,67.8,16.6,51.2
1543705170.0,3,35494,0,0.0,0.0,69.91,16.36,53.55
1543705526.0,-1,-1,2126,0.00925873,0.09362760674157303,71.52,16.36,55.16
1543705826.0,-1,-1,0,0.0,0.0,72.87,16.37,56.5
1543706126.0,-1,-1,0,0.0,0.0,73.09,16.39,56.7
1543706182.0,4,39816,0,0.0,0.0,73.09,16.39,56.7
1543706539.0,-1,-1,3905,0.017006274999999998,0.17149184873949577,70.83,16.41,54.42
1543706838.0,-1,-1,0,0.0,0.0,71.06,16.42,54.64
1543707138.0,-1,-1,0,0.0,0.0,70.6,16.44,54.16
1543707438.0,-1,-1,0,0.0,0.0,69.21,16.45,52.76
1543707738.0,-1,-1,0,0.0,0.0,69.68,16.47,53.21
1543708038.0,-1,-1,0,0.0,0.0,68.98,16.48,52.5
1543708337.0,-1,-1,0,0.0,0.0,68.75,16.5,52.25
1543708637.0,-1,-1,0,0.0,0.0,68.28,16.51,51.77
1543708879.0,2,39990,0,0.0,0.0,67.8,16.52,51.28
1543709235.0,-1,-1,0,0.0,0.0,70.6,16.52,54.08
1543709291.0,3,42113,53,0.000230815,0.014838107142857144,70.37,16.52,53.85
1543709647.0,-1,-1,0,0.0,0.0,71.97,16.52,55.45
