Stove type: Laser 530,,Latitude of the PUMA device location,[64.78939],Longitude of the PUMA device location,[-148.07],,,
1543886146.0,-1,-1,0,0.0,0.0,75.3,25.12,50.18
1543886402.0,1,84862,0,0.0,0.0,74.21,25.16,49.05
1543886716.0,4,87402,0,0.0,0.0,75.74,25.21,50.53
1543886782.0,2,87821,5087,0.014787909,0.8066132181818182,76.61,25.22,51.39
1543887138.0,-1,-1,0,0.0,0.0,77.04,25.27,51.77
1543887438.0,-1,-1,0,0.0,0.0,77.9,25.32,52.58
1543887737.0,-1,-1,0,0.0,0.0,77.47,25.36,52.11
1543887940.0,4,95128,5,1.4534999999999999e-05,0.00025776354679802954,77.69,25.39,52.3
1543888311.0,-1,-1,0,0.0,0.0,75.74,25.45,50.29
1543888611.0,-1,-1,2542,0.007389593999999999,0.08867512799999999,74.87,25.49,49.38
1543888877.0,1,95128,0,0.0,0.0,74.21,25.49,48.72
1543889191.0,2,97669,0,0.0,0.0,76.18,25.34,50.84
1543889561.0,-1,-1,0,0.0,0.0,77.47,25.18,52.29
1543889861.0,-1,-1,0,0.0,0.0,77.9,25.04,52.86
1543890096.0,4,103380,6957,0.020223999,0.3098144527659574,77.47,24.94,52.53
1543890453.0,-1,-1,0,0.0,0.0,75.96,24.78,51.18
1543890752.0,-1,-1,0,0.0,0.0,74.87,24.64,50.23
1543890953.0,1,103381,0,0.0,0.0,73.09,24.55,48.54
1543891266.0,4,105911,3,8.721e-06,0.00010030543130990416,76.4,24.41,51.99
1543891332.0,2,106331,0,0.0,0.0,77.04,24.38,52.66
1543891688.0,-1,-1,2532,0.007360523999999999,0.07443226516853932,77.26,24.22,53.04
1543891988.0,-1,-1,0,0.0,0.0,77.26,24.09,53.17
1543892260.0,4,112184,356,0.001034892,0.0136971,78.11,23.96,54.15
1543892627.0,-1,-1,0,0.0,0.0,75.96,23.87,52.09
1543892926.0,-1,-1,0,0.0,0.0,74.65,23.82,50.83
1543893129.0,1,112186,0,0.0,0.0,74.42,23.79,50.63
1543893442.0,4,114722,5803,0.016869321,0.1940241392971246,76.4,23.74,52.66
1543893499.0,2,115078,0,0.0,0.0,77.04,23.74,53.3
1543893855.0,-1,-1,0,0.0,0.0,77.47,23.68,53.79
1543894155.0,-1,-1,0,0.0,0.0,77.9,23.64,54.26
1543894455.0,-1,-1,1,2.907e-06,3.4884e-05,77.9,23.59,54.31
1543894511.0,4,121182,0,0.0,0.0,78.11,23.58,54.53
1543894868.0,-1,-1,2539,0.007380873,0.07442897142857142,75.74,23.53,52.21
1543895167.0,-1,-1,0,0.0,0.0,74.42,23.48,50.94
1543895314.0,1,121182,356,0.001034892,0.02534429387755102,74.21,23.46,50.75
1543895628.0,4,123720,0,0.0,0.0,76.4,23.42,52.98
1543895684.0,2,124076,0,0.0,0.0,76.61,23.41,53.2
1543896040.0,-1,-1,0,0.0,0.0,76.83,23.35,53.48
1543896340.0,-1,-1,0,0.0,0.0,77.47,23.31,54.16
1543896629.0,4,130039,7141,0.020758887,0.2585882117647059,77.9,23.27,54.63
1543896996.0,-1,-1,0,0.0,0.0,76.4,23.21,53.19
1543897295.0,-1,-1,0,0.0,0.0,74.65,23.17,51.48
1543897504.0,1,130041,0,0.0,0.0,74.42,23.13,51.29
1543897817.0,2,132570,3,8.721e-06,0.00010030543130990416,75.96,23.09,52.87
1543898183.0,-1,-1,0,0.0,0.0,76.61,23.03,53.58
1543898483.0,-1,-1,2540,0.0073837799999999995,0.08860536,76.83,22.99,53.84
1543898783.0,-1,-1,0,0.0,0.0,77.69,22.94,54.75
1543899083.0,-1,-1,419,0.0012180329999999999,0.014616395999999997,77.69,22.9,54.79
1543899140.0,4,140737,0,0.0,0.0,77.9,22.89,55.01
1543899496.0,-1,-1,0,0.0,0.0,75.74,22.84,52.9
1543899796.0,-1,-1,0,0.0,0.0,75.08,22.57,52.51
1543900003.0,1,140737,0,0.0,0.0,74.42,22.3,52.12
1543900316.0,4,143274,7307,0.021241449,0.24431059552715653,76.18,21.89,54.29
1543900373.0,2,143630,0,0.0,0.0,76.4,21.82,54.58
1543900729.0,-1,-1,0,0.0,0.0,77.47,21.35,56.12
1543901029.0,-1,-1,0,0.0,0.0,77.26,20.96,56.3
1543901329.0,-1,-1,0,0.0,0.0,77.26,20.57,56.69
1543901629.0,-1,-1,2541,0.007386686999999999,0.08864024399999999,77.9,20.18,57.72
1543901685.0,4,151829,0,0.0,0.0,77.9,20.11,57.79
1543902056.0,-1,-1,0,0.0,0.0,76.18,19.63,56.55
1543902356.0,-1,-1,0,0.0,0.0,74.65,19.24,55.41
1543902650.0,1,151829,5711,0.016601876999999998,0.20328828979591834,74.87,18.86,56.01
1543902964.0,4,154372,0,0.0,0.0,77.04,18.45,58.59
1543903020.0,2,154729,0,0.0,0.0,77.26,18.37,58.89
1543903205.0,4,155895,0,0.0,0.0,78.11,18.13,59.98
1543903562.0,-1,-1,1,2.907e-06,2.931428571428571e-05,76.18,17.71,58.47
1543903862.0,-1,-1,0,0.0,0.0,75.52,17.35,58.17
1543904162.0,-1,-1,2530,0.0073547099999999995,0.08825652,74.87,16.99,57.88
1543904462.0,-1,-1,0,0.0,0.0,74.65,16.63,58.02
1543904518.0,1,156144,420,0.00122094,0.078489,74.65,16.56,58.09
1543904812.0,2,158482,0,0.0,0.0,76.4,16.21,60.19
1543905170.0,-1,-1,0,0.0,0.0,77.04,15.78,61.26
1543905470.0,-1,-1,0,0.0,0.0,77.9,15.42,62.48
1543905545.0,4,163107,5853,0.017014671,0.8167042079999999,78.11,15.33,62.78
1543905902.0,-1,-1,0,0.0,0.0,76.4,14.9,61.5
1543906202.0,-1,-1,0,0.0,0.0,75.3,14.54,60.76
1543906502.0,-1,-1,0,0.0,0.0,74.65,14.18,60.47
1543906568.0,1,163435,2,5.814e-06,0.00031712727272727273,74.42,14.1,60.32
1543906848.0,2,165665,0,0.0,0.0,76.4,13.79,62.61
1543907204.0,-1,-1,2536,0.007372152,0.07454985168539326,77.04,13.54,63.5
1543907504.0,-1,-1,0,0.0,0.0,77.47,13.33,64.14
1543907805.0,-1,-1,356,0.001034892,0.01237744584717608,77.47,13.12,64.35
1543908021.0,4,173065,0,0.0,0.0,78.11,12.97,65.14
1543908378.0,-1,-1,0,0.0,0.0,76.18,12.72,63.46
1543908678.0,-1,-1,0,0.0,0.0,74.87,12.51,62.36
1543908904.0,1,173067,0,0.0,0.0,74.65,12.35,62.3
1543909217.0,4,175601,6104,0.017744328,0.204088117571885,76.61,12.13,64.48
1543909284.0,2,176021,0,0.0,0.0,76.83,12.08,64.75
1543909640.0,-1,-1,0,0.0,0.0,77.26,11.83,65.43
1543909940.0,-1,-1,0,0.0,0.0,77.26,11.62,65.64
1543910240.0,-1,-1,0,0.0,0.0,77.9,11.41,66.49
1543910375.0,4,182907,2538,0.007377966,0.19674576,77.47,11.32,66.15
1543910732.0,-1,-1,0,0.0,0.0,75.96,11.42,64.54
1543911032.0,-1,-1,356,0.001034892,0.012418704,74.87,11.52,63.35
1543911233.0,1,182908,0,0.0,0.0,73.98,11.59,62.39
1543911546.0,4,185433,0,0.0,0.0,76.18,11.7,64.48
1543911620.0,2,185905,0,0.0,0.0,75.96,11.73,64.23
1543911976.0,-1,-1,5963,0.017334441,0.17529209999999998,77.04,11.85,65.19
1543912276.0,-1,-1,0,0.0,0.0,77.47,11.96,65.51
1543912576.0,-1,-1,0,0.0,0.0,77.69,12.06,65.63
1543912707.0,4,192763,0,0.0,0.0,77.47,12.11,65.36
1543913064.0,-1,-1,2,5.814e-06,5.862857142857142e-05,76.18,12.23,63.95
1543913364.0,-1,-1,0,0.0,0.0,74.87,12.34,62.53
1543913549.0,1,192764,2529,0.007351803,0.14306211243243241,74.21,12.4,61.81
1543913862.0,2,195295,0,0.0,0.0,75.74,12.51,63.23
1543914218.0,-1,-1,0,0.0,0.0,76.83,12.58,64.25
1543914518.0,-1,-1,0,0.0,0.0,77.26,12.61,64.65
1543914818.0,-1,-1,0,0.0,0.0,77.9,12.64,65.26
1543915118.0,-1,-1,0,0.0,0.0,77.9,12.67,65.23
1543915208.0,4,203787,8167,0.023741468999999998,0.9496587599999998,77.9,12.68,65.22
1543915565.0,-1,-1,0,0.0,0.0,76.18,12.72,63.46
1543915865.0,-1,-1,0,0.0,0.0,74.87,12.75,62.12
1543916053.0,1,203789,0,0.0,0.0,74.42,12.77,61.65
1543916366.0,2,206322,0,0.0,0.0,75.96,12.8,63.16
1543916722.0,-1,-1,2537,0.007375059,0.07457924831460674,76.83,12.83,64.0
1543917022.0,-1,-1,0,0.0,0.0,77.26,12.86,64.4
1543917321.0,-1,-1,356,0.001034892,0.0124602381270903,77.9,12.89,65.01
1543917435.0,4,213066,0,0.0,0.0,76.83,12.9,63.93
1543917792.0,-1,-1,0,0.0,0.0,75.96,12.81,63.15
1543918092.0,-1,-1,0,0.0,0.0,74.87,12.65,62.22
1543918269.0,1,213067,0,0.0,0.0,73.98,12.55,61.43
1543918582.0,2,215595,0,0.0,0.0,76.4,12.38,64.02
1543918938.0,-1,-1,8199,0.023834492999999998,0.2410229629213483,77.04,12.18,64.86
1543919238.0,-1,-1,0,0.0,0.0,76.83,12.02,64.81
1543919538.0,-1,-1,0,0.0,0.0,77.47,11.85,65.62
1543919837.0,-1,-1,0,0.0,0.0,77.47,11.69,65.78
1543920015.0,4,224638,0,0.0,0.0,78.11,11.59,66.52
1543920382.0,-1,-1,2543,0.007392500999999999,0.07251499618528609,75.96,11.39,64.57
1543920682.0,-1,-1,0,0.0,0.0,74.87,11.22,63.65
1543920902.0,1,224640,357,0.001037799,0.016982165454545457,74.21,11.1,63.11
1543921216.0,2,227177,0,0.0,0.0,75.96,10.94,65.02
1543921572.0,-1,-1,1166,0.003389562,0.03427646966292135,76.61,10.87,65.74
1543921871.0,-1,-1,0,0.0,0.0,77.47,10.81,66.66
1543922171.0,-1,-1,0,0.0,0.0,77.04,10.75,66.29
1543922471.0,-1,-1,0,0.0,0.0,77.47,10.69,66.78
1543922770.0,-1,-1,0,0.0,0.0,77.04,10.63,66.41
1543922869.0,4,237609,0,0.0,0.0,77.69,10.61,67.08
1543923226.0,-1,-1,249,0.000723843,0.007299257142857142,75.96,10.53,65.43
1543923525.0,-1,-1,0,0.0,0.0,75.08,10.47,64.61
1543923741.0,1,237611,2338,0.0067965659999999995,0.11327609999999999,74.42,10.43,63.99
1543924054.0,4,240143,0,0.0,0.0,75.96,10.37,65.59
1543924129.0,2,240615,0,0.0,0.0,76.18,10.35,65.83
1543924485.0,-1,-1,0,0.0,0.0,76.83,10.28,66.55
1543924785.0,-1,-1,4625,0.013444875,0.16133850000000002,77.04,10.22,66.82
1543925084.0,-1,-1,0,0.0,0.0,77.47,10.19,67.28
1543925384.0,-1,-1,0,0.0,0.0,77.9,10.16,67.74
1543925441.0,4,248808,0,0.0,0.0,77.26,10.16,67.1
1543925812.0,-1,-1,0,0.0,0.0,75.96,10.12,65.84
1543926111.0,-1,-1,328,0.000953496,0.01148021939799331,74.42,10.09,64.33
1543926268.0,1,248809,0,0.0,0.0,74.21,10.07,64.14
1543926581.0,4,251344,2230,0.00648261,0.07456037060702875,75.52,10.04,65.48
1543926665.0,2,251879,0,0.0,0.0,76.4,10.03,66.37
1543927036.0,-1,-1,0,0.0,0.0,76.83,10.0,66.83
1543927336.0,-1,-1,0,0.0,0.0,77.04,9.97,67.07
1543927635.0,-1,-1,0,0.0,0.0,77.9,9.94,67.96
1543927935.0,-1,-1,7400,0.021511799999999998,0.25814159999999997,77.9,9.91,67.99
1543928001.0,4,259975,0,0.0,0.0,77.69,9.9,67.79
1543928358.0,-1,-1,0,0.0,0.0,75.74,9.86,65.88
1543928658.0,-1,-1,0,0.0,0.0,74.65,9.82,64.83
1543928809.0,1,259975,2,5.814e-06,0.00013861192052980133,73.76,9.8,63.96
1543929122.0,4,262504,0,0.0,0.0,75.74,9.75,65.99
1543929178.0,2,262860,2534,0.007366338,0.47355030000000004,76.18,9.74,66.44
1543929549.0,-1,-1,0,0.0,0.0,76.83,9.69,67.14
1543929849.0,-1,-1,420,0.00122094,0.014651280000000001,77.04,9.64,67.4
1543930148.0,-1,-1,0,0.0,0.0,77.69,9.6,68.09
1543930448.0,-1,-1,0,0.0,0.0,77.9,9.55,68.35
1543930747.0,4,272755,0,0.0,0.0,77.9,9.51,68.39
1543931103.0,-1,-1,0,0.0,0.0,76.4,9.45,66.95
1543931403.0,-1,-1,6886,0.020017602,0.24021122399999997,75.08,9.41,65.67
1543931632.0,1,272755,0,0.0,0.0,74.65,9.38,65.27
1543931945.0,4,275287,0,0.0,0.0,75.74,9.33,66.41
1543932002.0,2,275643,0,0.0,0.0,76.83,9.32,67.51
1543932357.0,-1,-1,1,2.907e-06,2.947943661971831e-05,76.61,9.14,67.47
1543932657.0,-1,-1,0,0.0,0.0,77.04,8.99,68.05
1543932957.0,-1,-1,2525,0.007340175,0.0880821,77.26,8.84,68.42
1543933257.0,-1,-1,0,0.0,0.0,77.26,8.69,68.57
1543933557.0,-1,-1,472,0.0013721039999999999,0.016465248,77.69,8.54,69.15
1543933617.0,4,285832,0,0.0,0.0,77.26,8.51,68.75
1543933973.0,-1,-1,0,0.0,0.0,75.52,8.33,67.19
1543934273.0,-1,-1,0,0.0,0.0,74.87,8.18,66.69
1543934474.0,1,285834,0,0.0,0.0,74.42,8.08,66.34
1543934786.0,4,288366,6858,0.019936205999999998,0.23003314615384612,75.96,7.93,68.03
1543934843.0,2,288722,0,0.0,0.0,76.18,7.9,68.28
1543935199.0,-1,-1,0,0.0,0.0,76.4,7.72,68.68
1543935499.0,-1,-1,0,0.0,0.0,77.04,7.57,69.47
1543935799.0,-1,-1,1,2.907e-06,3.4884e-05,77.47,7.46,70.01
1543936037.0,4,296254,0,0.0,0.0,78.11,7.39,70.72
1543936412.0,-1,-1,2531,0.0073576169999999995,0.0706331232,75.52,7.28,68.24
1543936711.0,-1,-1,0,0.0,0.0,74.42,7.19,67.23
1543936864.0,1,296254,0,0.0,0.0,74.65,7.14,67.51
1543937177.0,4,298786,0,0.0,0.0,75.96,7.05,68.91
1543937234.0,2,299142,0,0.0,0.0,76.18,7.03,69.15
1543937590.0,-1,-1,0,0.0,0.0,76.61,6.92,69.69
1543937889.0,-1,-1,8492,0.024686244,0.2972256802675585,77.04,6.83,70.21
1543938189.0,-1,-1,0,0.0,0.0,76.18,6.74,69.44
1543938489.0,-1,-1,0,0.0,0.0,77.69,6.65,71.04
1543938686.0,4,308306,0,0.0,0.0,77.47,6.59,70.88
1543939043.0,-1,-1,2,5.814e-06,5.862857142857142e-05,75.96,6.49,69.47
1543939343.0,-1,-1,0,0.0,0.0,74.87,6.48,68.39
1543939543.0,1,308309,2533,0.007363430999999999,0.13254175799999998,73.98,6.54,67.44
1543939856.0,4,310841,0,0.0,0.0,75.96,6.64,69.32
1543939913.0,2,311197,0,0.0,0.0,76.4,6.65,69.75
1543940269.0,-1,-1,0,0.0,0.0,77.04,6.76,70.28
1543940568.0,-1,-1,0,0.0,0.0,77.26,6.85,70.41
1543940868.0,-1,-1,6744,0.019604807999999998,0.235257696,77.04,6.94,70.1
1543941168.0,-1,-1,0,0.0,0.0,77.26,7.03,70.23
1543941468.0,-1,-1,0,0.0,0.0,77.47,7.12,70.35
1543941560.0,4,321587,0,0.0,0.0,77.69,7.15,70.54
1543941916.0,-1,-1,1,2.907e-06,2.9396629213483143e-05,75.52,7.25,68.27
1543942216.0,-1,-1,0,0.0,0.0,75.08,7.34,67.74
1543942447.0,1,321588,2528,0.007348896,0.11452824935064934,74.21,7.41,66.8
1543942760.0,4,324118,0,0.0,0.0,75.74,7.51,68.23
1543942831.0,2,324564,0,0.0,0.0,76.4,7.52,68.88
1543943197.0,-1,-1,0,0.0,0.0,77.26,7.56,69.7
1543943497.0,-1,-1,0,0.0,0.0,76.61,7.59,69.02
1543943796.0,-1,-1,0,0.0,0.0,77.47,7.62,69.85
1543944096.0,-1,-1,9043,0.026288001,0.315456012,77.47,7.65,69.82
1543944214.0,4,333288,0,0.0,0.0,77.9,7.66,70.24
1543944580.0,-1,-1,0,0.0,0.0,75.74,7.7,68.04
1543944880.0,-1,-1,0,0.0,0.0,75.08,7.73,67.35
1543945070.0,1,333288,2,5.814e-06,0.00011015999999999999,73.98,7.75,66.23
1543945382.0,2,335820,0,0.0,0.0,76.61,7.78,68.83
1543945738.0,-1,-1,2537,0.007375059,0.07457924831460674,76.83,7.81,69.02
1543946038.0,-1,-1,0,0.0,0.0,77.9,7.84,70.06
1543946265.0,4,341390,0,0.0,0.0,77.9,7.87,70.03
1543946636.0,-1,-1,0,0.0,0.0,76.18,7.76,68.42
1543946936.0,-1,-1,0,0.0,0.0,75.3,7.61,67.69
1543947236.0,-1,-1,0,0.0,0.0,74.42,7.46,66.96
1543947293.0,1,341691,0,0.0,0.0,74.65,7.43,67.22
1543947574.0,4,343935,10432,0.030325823999999998,0.38851589466192166,76.83,7.29,69.54
1543947655.0,2,344445,0,0.0,0.0,77.04,7.25,69.79
1543947875.0,4,345834,0,0.0,0.0,78.11,7.14,70.97
1543948246.0,-1,-1,0,0.0,0.0,76.83,6.96,69.87
1543948546.0,-1,-1,2,5.814e-06,6.9768e-05,75.08,6.81,68.27
1543948846.0,-1,-1,0,0.0,0.0,75.08,6.66,68.42
1543948902.0,1,345837,2532,0.007360523999999999,0.4731765428571428,74.87,6.63,68.24
1543949218.0,4,348400,0,0.0,0.0,76.61,6.47,70.14
1543949275.0,2,348757,472,0.0013721039999999999,0.08665919999999999,77.47,6.44,71.03
1543949631.0,-1,-1,0,0.0,0.0,77.47,6.26,71.21
1543949687.0,4,351299,0,0.0,0.0,77.69,6.24,71.45
1543950044.0,-1,-1,0,0.0,0.0,76.4,6.09,70.31
1543950343.0,-1,-1,0,0.0,0.0,74.65,6.17,68.48
1543950643.0,-1,-1,0,0.0,0.0,74.21,6.24,67.97
1543950699.0,1,351374,8193,0.023817051,1.5310961357142856,74.42,6.25,68.17
1543951007.0,2,353848,0,0.0,0.0,75.96,6.33,69.63
1543951363.0,-1,-1,0,0.0,0.0,77.26,6.42,70.84
1543951633.0,4,357800,0,0.0,0.0,77.69,6.49,71.2
1543951990.0,-1,-1,1,2.907e-06,2.931428571428571e-05,75.96,6.58,69.38
1543952290.0,-1,-1,0,0.0,0.0,75.08,6.65,68.43
1543952590.0,-1,-1,2535,0.007369245,0.08843094,75.08,6.73,68.35
1543952652.0,1,357804,0,0.0,0.0,74.42,6.74,67.68
1543952967.0,4,360354,535,0.001555245,0.01777422857142857,76.61,6.82,69.79
1543953024.0,2,360711,0,0.0,0.0,76.83,6.84,69.99
1543953379.0,-1,-1,0,0.0,0.0,77.26,6.92,70.34
1543953680.0,-1,-1,0,0.0,0.0,77.04,6.94,70.1
1543953746.0,4,365211,0,0.0,0.0,77.9,6.91,70.99
1543954103.0,-1,-1,0,0.0,0.0,75.74,6.73,69.01
1543954402.0,-1,-1,8096,0.023535072,0.2833654153846154,74.87,6.58,68.29
1543954691.0,1,365214,0,0.0,0.0,73.98,6.43,67.55
1543955004.0,4,367746,0,0.0,0.0,76.4,6.28,70.12
1543955060.0,2,368103,0,0.0,0.0,77.26,6.25,71.01
1543955434.0,-1,-1,0,0.0,0.0,77.26,6.06,71.2
1543955617.0,4,371619,2529,0.007351803,0.14462563278688523,77.47,5.97,71.5
1543955974.0,-1,-1,0,0.0,0.0,76.18,5.79,70.39
1543956274.0,-1,-1,356,0.001034892,0.012418704,74.87,5.64,69.23
1543956567.0,1,371621,0,0.0,0.0,74.21,5.5,68.71
1543956880.0,4,374165,0,0.0,0.0,75.96,5.34,70.62
1543956937.0,2,374523,0,0.0,0.0,76.4,5.31,71.09
1543957293.0,-1,-1,0,0.0,0.0,77.04,5.2,71.84
1543957584.0,4,378602,0,0.0,0.0,77.69,5.28,72.41
1543957940.0,-1,-1,9895,0.028764764999999998,0.29087964606741573,76.18,5.37,70.81
